secs,pps,tps,gps,glst,bpc
0,2053404,92761,1886,1700,0.009
5,2017099,135778,1485,4772,0.021
10,2242445,181458,1388,7545,0.037
15,2132976,229409,1326,10335,0.049
20,2028989,270428,1287,13348,0.058
25,2044644,315840,1264,16349,0.072
30,2090537,361020,1246,19357,0.086
35,2022187,410419,1236,22248,0.096
40,2045226,459043,1227,25217,0.110
45,2083751,502735,1215,28392,0.125
50,2023092,539222,1203,31734,0.133
55,2074549,583023,1195,34899,0.150
60,2051426,628413,1191,37772,0.161
65,2085439,674646,1189,39971,0.175
70,2057051,719177,1184,43059,0.187
75,2065847,764148,1181,46066,0.200
80,2065997,810755,1181,2516,0.211
85,2103493,854779,1177,5499,0.228
90,2078511,895528,1174,8567,0.238
95,2059792,940334,1172,11581,0.249
100,2024047,986778,1172,14397,0.257
105,2019095,1039624,1173,17136,0.269
110,2014941,1087575,1175,2505,0.279
115,2009234,1128590,1172,5574,0.290
120,2042355,1173563,1171,8581,0.307
125,2062462,1217563,1169,11630,0.323
130,2035520,1270555,1169,14371,0.333
135,2049803,1317367,1170,17200,0.344
140,2042146,1363316,1170,20016,0.358
145,2036837,1400781,1168,23306,0.369
150,2029638,1446989,1165,26381,0.381
155,2019245,1491251,1164,29543,0.391
160,2027583,1531734,1162,32712,0.405
165,2013065,1577026,1161,36021,0.415
170,2019058,1626490,1162,39216,0.428
175,2026545,1674001,1163,42477,0.442
180,2026250,1720838,1163,45681,0.455
185,2045407,1776347,1165,48820,0.471
190,2049413,1828154,1167,52199,0.485
195,2044108,1880483,1169,55490,0.496
200,2044665,1940335,1171,58774,0.508
205,2058094,1993313,1173,62057,0.525
210,2069943,2044839,1175,65254,0.541
215,2087029,2102742,1177,68382,0.557
220,2091074,2156306,1179,71659,0.572
225,2103901,2212029,1181,75178,0.587
230,2099985,2266764,1183,78351,0.599
235,2100627,2323340,1185,2758,0.608
240,2096969,2378979,1186,6095,0.621
245,2094474,2436105,1188,9399,0.632
250,2094075,2494311,1190,12115,0.645
255,2093420,2547665,1192,15326,0.658
260,2095481,2603367,1193,18450,0.670
265,2099572,2657694,1195,20552,0.685
270,2105356,2715008,1196,23909,0.700
275,2117378,2767478,1197,2831,0.715
280,2113886,2828209,1199,5905,0.728
285,2116562,2883173,1200,8938,0.741
290,2119091,2941349,1202,11988,0.756
295,2124551,3003655,1204,14941,0.770
300,2131802,3066964,1206,17513,0.786
305,2134988,3129828,1209,20555,0.800
310,2134182,3185227,1210,23916,0.813
315,2137309,3247406,1212,27252,0.827
320,2133078,3302466,1213,30497,0.838
325,2131495,3364894,1215,33726,0.851
330,2130577,3427888,1217,36939,0.864
335,2135552,3491205,1219,39205,0.878
340,2143198,3544264,1219,42840,0.893
345,2142068,3597053,1219,46526,0.907
350,2136628,3649406,1220,50161,0.917
355,2137256,3701015,1220,53896,0.931
360,2132814,3757281,1220,57461,0.942
365,2140524,3813839,1220,61098,0.959
370,2139606,3868688,1221,64535,0.971
375,2139031,3921005,1222,68255,0.984
380,2144738,3981075,1222,71843,1.0001
385,2145163,4036851,1223,75143,1.012
390,2152166,4092668,1223,78680,1.028
395,2159376,4146875,1224,82085,1.046
400,2157439,4199404,1224,85668,1.058
405,2154309,4256914,1225,88956,1.070
410,2148738,4314919,1226,92188,1.080
415,2173711,4372901,1226,95549,1.094
420,2182461,4424307,1226,98988,1.123
425,2183795,4470932,1225,101564,1.137
430,2183002,4523225,1225,104893,1.150
435,2178195,4580668,1226,108027,1.161
440,2177159,4632407,1226,111474,1.174
445,2173409,4695283,1227,113817,1.185
450,2171975,4742650,1227,117184,1.197
455,2167641,4799245,1227,2750,1.208
460,2179921,4852121,1227,6180,1.228
465,2182364,4905959,1227,9455,1.242
470,2187424,4963213,1228,12808,1.258
475,2188342,5016334,1228,16190,1.273
480,2183820,5074028,1229,19388,1.283
485,2183154,5127332,1229,22697,1.296
490,2182603,5184121,1229,25370,1.309
495,2178659,5246200,1230,28494,1.320
500,2186931,5298620,1230,31994,1.338
505,2187014,5347144,1230,35611,1.352
510,2188462,5400712,1230,38978,1.366
515,2189690,5460322,1230,42365,1.380
520,2190150,5510641,1230,45513,1.393
525,2188375,5570780,1231,48723,1.404
530,2187092,5618953,1231,52217,1.419
535,2195707,5672520,1231,55276,1.436
540,2195140,5732405,1231,58641,1.450
545,2198962,5780876,1231,62292,1.466
550,2200654,5832050,1231,65803,1.480
555,2200821,5884430,1231,69134,1.494
560,2201123,5935852,1230,72658,1.507
565,2203243,5988922,1231,75952,1.522
570,2203756,6046093,1231,78568,1.536
575,2207370,6103927,1231,81732,1.552
580,2213715,6156341,1231,85135,1.569
585,2208836,6210170,1232,88351,1.580
590,2206432,6262940,1232,91180,1.592
595,2213625,6321624,1232,2204,1.619
600,2207778,6377071,1232,5522,1.629
605,2203086,6433920,1233,7470,1.639
610,2204111,6483100,1233,10028,1.653
615,2200476,6534053,1232,13449,1.663
620,2205683,6589353,1232,16838,1.682
625,2204250,6642573,1232,19384,1.694
630,2202852,6694464,1232,1734,1.710
635,2203514,6746132,1232,5243,1.725
640,2205601,6803388,1232,8484,1.739
645,2204517,6856615,1233,11803,1.752
