secs,pps,tps,gps
0,136787,58552,6465
5,133993,57578,6333
10,132578,56934,6266
15,131408,56373,6211
20,130235,55925,6156
25,129344,55577,6114
30,129256,55483,6110
35,128598,55230,6079
40,128340,55050,6066
45,128364,55051,6067
50,128490,55102,6073
55,128321,55038,6066
60,128369,55044,6068
65,128232,54986,6061
70,128032,54919,6052
75,128065,54921,6053
80,127938,54882,6047
85,127872,54840,6044
90,127686,54802,6036
95,127546,54721,6029
100,127438,54667,6024
105,127315,54595,6018
110,127153,54545,6010
115,126936,54441,6000
120,126780,54356,5992
125,126778,54356,5992
130,126591,54298,5984
135,126585,54283,5983
140,126442,54254,5977
145,126432,54253,5976
150,126324,54211,5971
155,126228,54177,5967
160,126188,54168,5965
165,126073,54127,5959
170,125943,54068,5953
175,125899,54040,5951
180,125842,54002,5948
185,125749,53976,5944
190,125677,53951,5941
195,125596,53908,5937
200,125603,53905,5937
205,125600,53897,5937
210,125622,53907,5938
215,125606,53897,5937
220,125597,53892,5937
225,125621,53897,5938
230,125633,53897,5938
235,125588,53872,5936
240,125447,53811,5930
245,125404,53796,5928
250,125403,53796,5928
255,125378,53779,5926
260,125273,53743,5921
265,125181,53698,5917
270,125161,53688,5916
275,125194,53702,5918
280,125172,53696,5917
285,125151,53688,5916
290,125155,53694,5916
295,125179,53699,5917
300,125178,53701,5917
305,125119,53670,5914
310,125085,53649,5913
315,124942,53588,5906
320,124892,53570,5904
325,124864,53555,5902
330,124878,53555,5903
335,124821,53533,5900
340,124779,53518,5898
345,124810,53534,5900
350,124864,53556,5902
355,124804,53533,5899
360,124778,53519,5898
365,124775,53517,5898
370,124760,53504,5897
375,124710,53484,5895
380,124642,53454,5892
385,124629,53448,5891
390,124617,53447,5890
395,124608,53437,5890
400,124595,53429,5889
405,124512,53404,5886
410,124533,53410,5886
415,124496,53394,5885
420,124473,53388,5884
425,124491,53397,5884
430,124479,53394,5884
435,124443,53379,5882
440,124433,53373,5882
445,124387,53359,5880
450,124355,53352,5878
455,124362,53355,5878
460,124383,53360,5879
465,124397,53364,5880
470,124390,53362,5880
475,124400,53364,5880
480,124383,53355,5879
485,124377,53351,5879
490,124330,53335,5877
495,124285,53319,5875
500,124284,53321,5875
505,124288,53322,5875
510,124268,53313,5874
515,124242,53299,5873
520,124220,53289,5872
525,124201,53277,5871
530,124178,53264,5869
535,124193,53267,5870
540,124197,53266,5870
545,124189,53258,5870
550,124163,53250,5869
555,124137,53243,5867
560,124135,53242,5867
565,124118,53237,5867
570,124125,53239,5867
575,124122,53236,5867
580,124117,53235,5866
585,124155,53250,5868
590,124136,53240,5867
595,124147,53244,5868
600,124157,53247,5868
605,124158,53249,5868
610,124114,53230,5866
615,124122,53231,5866
620,124113,53231,5866
625,124142,53238,5867
630,124133,53235,5867
635,124093,53221,5865
640,124089,53216,5865
645,124078,53217,5864
650,124087,53220,5865
655,124106,53222,5866
660,124098,53217,5865
665,124058,53205,5863
670,124031,53192,5862
675,124020,53186,5861
680,124015,53185,5861
685,124005,53180,5861
690,123988,53176,5860
695,123945,53157,5858
700,123934,53150,5857
705,123919,53141,5856
710,123925,53140,5857
715,123943,53147,5858
720,123965,53154,5859
725,123981,53161,5859
730,123982,53160,5859
735,123975,53155,5859
740,123983,53159,5859
745,123966,53152,5858
750,123939,53142,5857
755,123927,53135,5857
760,123888,53117,5855
765,123871,53108,5854
770,123874,53110,5854
775,123858,53106,5853
780,123862,53105,5853
785,123855,53102,5853
790,123827,53087,5852
795,123807,53078,5851
800,123803,53078,5851
805,123799,53074,5850
810,123799,53075,5850
815,123789,53070,5850
820,123785,53070,5850
825,123779,53066,5849
830,123763,53063,5849
835,123756,53061,5848
840,123752,53060,5848
845,123746,53056,5848
850,123733,53051,5847
855,123715,53042,5846
860,123730,53049,5847
865,123734,53049,5847
870,123721,53043,5846
875,123710,53037,5846
880,123706,53034,5846
885,123700,53030,5845
890,123715,53035,5846
895,123722,53036,5846
900,123731,53039,5847
905,123723,53034,5846
910,123710,53028,5846
915,123721,53031,5846
920,123723,53034,5846
925,123718,53033,5846
930,123703,53028,5845
935,123686,53020,5845
940,123697,53022,5845
945,123715,53031,5846
950,123723,53035,5846
955,123744,53043,5847
960,123745,53042,5847
965,123721,53033,5846
970,123685,53024,5845
975,123681,53023,5844
980,123651,53010,5843
985,123649,53008,5843
990,123638,53004,5842
