secs,pps,tps,gps,glst,bpc
0,692940,94710,5188,52,0.001
5,1042125,172112,3723,354,0.009
10,805673,243533,3650,578,0.011
15,871631,324573,3543,1546,0.015
20,858259,391195,3475,2564,0.020
25,899544,454561,3409,4054,0.027
30,854795,527864,3377,4475,0.029
35,943279,598583,3337,5084,0.038
40,1005508,665678,3325,5798,0.046
45,975381,733564,3316,6338,0.050
50,971158,820478,3332,3595,0.054
55,978502,888207,3326,3835,0.061
60,957269,955174,3319,4065,0.065
65,941503,1027597,3307,4940,0.068
70,934690,1092123,3295,5712,0.073
75,912174,1173270,3292,5740,0.077
80,897695,1240909,3288,5629,0.080
85,903330,1305660,3279,6193,0.085
90,884025,1379212,3275,4880,0.089
95,866976,1446030,3272,5117,0.091
100,844184,1521583,3273,3399,0.094
105,910782,1579515,3266,4158,0.103
110,901857,1657126,3258,4218,0.110
115,904058,1718277,3258,4256,0.115
120,904582,1790374,3254,4925,0.120
125,890683,1855029,3249,5705,0.122
130,879413,1927355,3245,6014,0.126
135,867059,1992102,3241,6684,0.129
140,862495,2062919,3235,7651,0.133
145,863789,2122364,3233,7727,0.138
150,862348,2203083,3233,7346,0.141
155,857523,2263293,3233,7209,0.146
160,854035,2345023,3234,6253,0.149
165,855102,2411064,3232,6596,0.155
170,842147,2486430,3235,6017,0.157
175,844005,2553022,3234,6441,0.161
180,838365,2640975,3242,202,0.164
185,834889,2712973,3241,532,0.168
190,837956,2778001,3238,1238,0.173
195,860983,2844333,3238,1519,0.182
200,858760,2918524,3238,248,0.186
205,858391,2980116,3233,641,0.191
210,863278,3034639,3227,404,0.198
215,874489,3107044,3226,489,0.205
220,870473,3169390,3222,1009,0.209
225,871115,3229180,3222,70,0.215
230,870973,3288628,3215,923,0.218
235,858284,3355580,3208,561,0.222
240,851691,3421323,3208,744,0.224
245,867326,3486676,3207,945,0.233
250,861228,3557359,3205,402,0.237
255,858029,3614166,3202,1594,0.240
260,865343,3677677,3199,1585,0.245
265,875506,3739422,3196,2979,0.254
270,870044,3803479,3194,3695,0.258
275,875124,3859813,3191,4793,0.264
280,867380,3937913,3190,4850,0.267
285,862388,3979593,3181,891,0.270
290,872573,4042667,3179,2060,0.278
295,871856,4114376,3178,2642,0.283
300,868679,4181521,3178,2834,0.285
305,867183,4254980,3179,3045,0.291
310,860390,4303608,3171,639,0.291
315,856654,4368617,3170,1008,0.294
320,864220,4434787,3170,1410,0.301
325,857710,4513641,3174,654,0.304
330,855243,4585167,3173,1538,0.308
335,861093,4643021,3172,2477,0.314
340,857913,4705685,3169,3898,0.318
345,859406,4775736,3167,4542,0.323
350,862291,4832781,3166,5425,0.329
355,866419,4897156,3165,6361,0.335
360,863099,4970019,3165,6660,0.339
365,860074,5044559,3166,6937,0.341
370,869326,5108697,3165,7703,0.350
375,866648,5173237,3164,8843,0.354
380,875000,5237590,3163,9696,0.361
385,872876,5325776,3168,8055,0.366
390,874229,5402224,3170,6238,0.370
395,873698,5461124,3170,7131,0.375
400,878703,5535838,3167,8353,0.383
405,883930,5595384,3167,8275,0.390
410,881224,5668463,3168,8506,0.394
415,891462,5735662,3168,6166,0.401
420,886869,5800982,3168,6713,0.406
425,882862,5873078,3167,7120,0.409
430,880960,5942835,3166,8100,0.412
435,882177,5999808,3165,9156,0.418
440,883954,6064023,3164,10179,0.423
445,881979,6127647,3162,11125,0.428
450,880800,6199786,3162,11873,0.431
455,882665,6262963,3161,13041,0.437
460,886638,6327568,3160,13805,0.444
465,882285,6393074,3160,13722,0.447
470,879990,6455891,3158,13904,0.450
475,878664,6520902,3158,14114,0.454
480,877566,6584951,3157,13741,0.459
485,872917,6648196,3156,14720,0.461
490,869400,6727164,3153,745,0.465
495,869052,6763892,3145,515,0.469
500,867959,6827824,3145,1042,0.473
505,870599,6892433,3144,1798,0.479
510,868025,6958588,3145,2502,0.482
515,870137,7030380,3144,3136,0.488
520,870752,7098157,3145,3207,0.493
525,865896,7172811,3146,3403,0.496
530,875255,7234976,3145,3775,0.504
535,875214,7278823,3141,617,0.514
540,873188,7358967,3142,875,0.517
545,873805,7418458,3142,1698,0.523
550,868230,7488981,3141,2354,0.525
555,867038,7554183,3141,654,0.527
560,864392,7621072,3142,942,0.530
565,867707,7685418,3141,1900,0.536
570,862315,7759454,3142,2038,0.538
575,858092,7825066,3142,2573,0.540
580,859972,7896662,3142,3182,0.545
585,870837,7963007,3142,2591,0.554
590,868089,8038409,3143,2312,0.560
595,863350,8106975,3144,2214,0.562
600,862243,8189301,3146,2100,0.565
605,859421,8255410,3146,2667,0.568
610,853948,8331417,3147,2664,0.570
615,851621,8398850,3148,3070,0.572
620,853318,8462743,3147,4112,0.578
625,851273,8529164,3147,4358,0.582
630,849675,8609827,3148,4562,0.586
635,848315,8669256,3148,5433,0.589
640,844382,8748369,3148,5576,0.591
645,842184,8807667,3148,5565,0.593
650,846894,8869105,3147,7032,0.601
655,849113,8940513,3147,7536,0.607
660,845887,9002522,3148,7337,0.610
665,845469,9074480,3148,7937,0.614
670,844697,9139148,3147,8754,0.618
675,842391,9211024,3147,9035,0.621
680,841490,9283766,3147,9509,0.625
685,841486,9342872,3147,9960,0.629
690,844676,9416183,3148,7386,0.637
695,845161,9482311,3148,5661,0.640
700,844596,9547287,3148,5432,0.645
705,845022,9616983,3147,5471,0.651
710,843804,9682551,3147,4836,0.654
715,844419,9739915,3146,5512,0.659
720,848106,9812934,3146,5668,0.667
725,851376,9878214,3146,6506,0.674
730,857047,9946436,3145,7813,0.684
735,853538,9998667,3143,231,0.685
740,855380,10066539,3144,467,0.690
745,855664,10122731,3143,1586,0.696
750,853056,10201790,3143,806,0.699
755,852891,10259921,3142,834,0.703
760,855725,10325094,3142,611,0.710
765,854943,10399964,3141,565,0.715
770,854843,10451250,3141,749,0.719
775,853207,10512493,3140,1609,0.723
780,851506,10585692,3140,1107,0.726
785,852905,10651616,3140,1533,0.732
790,850711,10725342,3140,1501,0.735
795,850122,10790646,3140,2142,0.738
800,852493,10854972,3140,2711,0.745
805,851497,10920501,3140,2208,0.749
810,852969,10982590,3139,2490,0.755
815,851412,11054290,3139,2681,0.758
820,850554,11121312,3139,1874,0.762
825,849197,11186466,3139,1965,0.765
830,847961,11258914,3140,1563,0.769
835,846654,11318774,3140,1236,0.772
840,845993,11398623,3140,1272,0.776
845,843688,11464550,3140,1180,0.779
850,843391,11538262,3141,209,0.783
855,841926,11615017,3142,25,0.787
860,843809,11687562,3144,872,0.792
865,846388,11758347,3144,1357,0.799
870,849035,11884088,3151,148,0.799
875,856724,11941249,3151,867,0.809
880,857312,12013382,3151,1054,0.816
885,854902,12086516,3151,1071,0.818
890,857926,12153807,3152,1097,0.825
895,856847,12224860,3151,1641,0.830
900,856873,12289560,3151,2068,0.834
905,859548,12399521,3156,504,0.838
910,860275,12457821,3156,874,0.844
915,858250,12532366,3157,429,0.846
920,859580,12600857,3156,1322,0.853
925,863222,12658199,3155,1819,0.861
930,862131,12722975,3155,2099,0.865
935,859674,12785456,3155,2857,0.867
940,861562,12856110,3154,3608,0.873
945,861590,12922102,3155,4032,0.877
950,858975,12978345,3154,3131,0.880
955,859378,13040632,3153,4587,0.884
960,859686,13111063,3153,4911,0.890
965,859988,13183962,3153,4810,0.895
970,857809,13249300,3153,4457,0.897
975,857946,13316182,3154,3063,0.902
980,858044,13396071,3154,620,0.907
985,856246,13454254,3154,741,0.909
990,857017,13525560,3154,1073,0.915
