secs,pps,tps,gps
0,0,0,0
5,0,0,0
10,0,0,0
15,0,0,0
20,0,0,0
25,0,0,0
30,0,0,0
35,0,0,0
40,0,0,0
45,0,0,0
50,0,0,0
55,3299,4427,155
60,3299,4427,155
65,3299,4427,155
70,3299,4427,155
75,3299,4427,155
80,3299,4427,155
85,3299,4427,155
90,3299,4427,155
95,3299,4427,155
100,3299,4427,155
105,3299,4427,155
110,3299,4427,155
115,3219,4334,151
120,3219,4334,151
125,3219,4334,151
130,3219,4334,151
135,3219,4334,151
140,3219,4334,151
145,3219,4334,151
150,3219,4334,151
155,3219,4334,151
160,3219,4334,151
165,3219,4334,151
170,3225,4337,152
175,3217,4312,151
180,3215,4315,151
185,3215,4315,151
190,3215,4315,151
195,3215,4315,151
200,3215,4315,151
205,3215,4315,151
210,3215,4315,151
215,3215,4315,151
220,3215,4315,151
225,3215,4315,151
230,3211,4311,151
235,3204,4301,151
240,3204,4301,151
245,3204,4301,151
250,3204,4301,151
255,3204,4301,151
260,3204,4301,151
265,3204,4301,151
270,3204,4301,151
275,3204,4301,151
280,3204,4301,151
285,3205,4298,151
290,3210,4298,151
295,3206,4293,151
300,3206,4293,151
305,3206,4293,151
310,3206,4293,151
315,3206,4293,151
320,3206,4293,151
325,3206,4293,151
330,3206,4293,151
335,3206,4293,151
340,3206,4293,151
345,3199,4293,150
350,3199,4293,150
355,3193,4287,150
360,3191,4284,150
365,3191,4284,150
370,3191,4284,150
375,3191,4284,150
380,3191,4284,150
385,3191,4284,150
390,3191,4284,150
395,3191,4284,150
400,3191,4284,150
405,3190,4285,150
410,3190,4285,150
415,3186,4279,150
420,3179,4270,149
425,3179,4270,149
430,3179,4270,149
435,3179,4270,149
440,3179,4270,149
445,3179,4270,149
450,3179,4270,149
455,3179,4270,149
460,3179,4270,149
465,3179,4271,149
470,3179,4271,149
475,3180,4272,149
480,3173,4271,149
485,3173,4271,149
490,3173,4271,149
495,3173,4271,149
500,3173,4271,149
505,3173,4271,149
510,3173,4271,149
515,3173,4271,149
520,3173,4271,149
525,3169,4271,149
530,3169,4271,149
535,3170,4272,149
540,3171,4275,149
545,3171,4275,149
550,3171,4275,149
555,3171,4275,149
560,3171,4275,149
565,3171,4275,149
570,3171,4275,149
575,3171,4275,149
580,3171,4275,149
585,3172,4275,149
590,3172,4275,149
595,3173,4275,149
600,3172,4272,149
605,3172,4272,149
610,3172,4272,149
615,3172,4272,149
620,3172,4272,149
625,3172,4272,149
630,3172,4272,149
635,3172,4272,149
640,3172,4272,149
645,3170,4269,149
650,3170,4269,149
655,3172,4267,149
660,3167,4268,149
665,3167,4268,149
670,3167,4268,149
675,3167,4268,149
680,3167,4268,149
685,3167,4268,149
690,3167,4268,149
695,3167,4268,149
700,3167,4268,149
705,3163,4264,149
710,3163,4264,149
715,3163,4264,149
720,3165,4265,149
725,3163,4263,149
730,3163,4263,149
735,3163,4263,149
740,3163,4263,149
745,3163,4263,149
750,3163,4263,149
755,3163,4263,149
760,3163,4263,149
765,3161,4262,148
770,3163,4262,149
775,3164,4262,149
780,3164,4262,149
785,3165,4261,149
790,3165,4261,149
795,3165,4261,149
800,3165,4261,149
805,3165,4261,149
810,3165,4261,149
815,3165,4261,149
820,3165,4261,149
825,3165,4261,149
830,3166,4261,149
835,3168,4260,149
840,3168,4260,149
845,3165,4260,149
850,3165,4260,149
855,3165,4260,149
860,3165,4260,149
865,3165,4260,149
870,3165,4260,149
875,3165,4260,149
880,3165,4260,149
885,3165,4260,149
890,3160,4256,148
895,3160,4255,148
900,3160,4255,148
905,3162,4257,149
910,3162,4257,149
915,3162,4257,149
920,3162,4257,149
925,3162,4257,149
930,3162,4257,149
935,3162,4257,149
940,3162,4257,149
945,3162,4257,149
950,3160,4255,148
955,3160,4255,148
960,3160,4255,148
965,3160,4255,148
970,3157,4253,148
975,3157,4253,148
980,3157,4253,148
985,3157,4253,148
990,3157,4253,148
