secs,pps,tps,gps
0,58547,25124,2772
5,87976,37700,4166
10,86972,37379,4119
15,86373,37119,4090
20,86826,37243,4111
25,86065,36995,4076
30,86128,37053,4079
35,85776,36870,4062
40,85696,36850,4058
45,85035,36598,4027
50,85055,36624,4028
55,84975,36550,4024
60,84848,36477,4018
65,84827,36458,4017
70,84854,36448,4018
75,84688,36367,4010
80,84661,36364,4009
85,84851,36420,4018
90,84671,36315,4010
95,84599,36307,4006
100,84417,36235,3998
105,84235,36163,3989
110,84083,36094,3982
115,84008,36055,3978
120,83917,36010,3974
125,83915,36012,3974
130,83902,36021,3974
135,83680,35932,3963
140,83768,35964,3967
145,83695,35927,3964
150,83702,35922,3964
155,83489,35844,3954
160,83408,35799,3950
165,83239,35734,3942
170,82963,35612,3929
175,82934,35591,3928
180,82842,35540,3923
185,82847,35537,3924
190,82905,35566,3926
195,82861,35558,3924
200,82883,35561,3925
205,82929,35583,3928
210,83014,35622,3932
215,82846,35549,3924
220,82975,35598,3930
225,83068,35637,3934
230,83061,35631,3934
235,83016,35615,3932
240,82946,35589,3928
245,82914,35577,3927
250,82908,35577,3927
255,82847,35552,3924
260,82885,35566,3926
265,82982,35615,3930
270,82964,35605,3929
275,83000,35618,3931
280,82976,35612,3930
285,83044,35637,3933
290,82964,35600,3929
295,82868,35558,3925
300,82862,35556,3925
305,82910,35577,3927
310,82876,35566,3925
315,82777,35530,3921
320,82820,35554,3923
325,82838,35561,3924
330,82798,35541,3922
335,82731,35518,3919
340,82680,35497,3916
345,82670,35497,3916
350,82631,35479,3914
355,82587,35458,3912
360,82634,35485,3914
365,82563,35453,3911
370,82544,35445,3910
375,82478,35415,3907
380,82428,35392,3904
385,82429,35395,3904
390,82408,35389,3903
395,82382,35377,3902
400,82392,35385,3903
405,82412,35394,3904
410,82464,35417,3906
415,82520,35439,3909
420,82519,35441,3909
425,82493,35438,3908
430,82543,35458,3910
435,82516,35445,3909
440,82532,35453,3910
445,82509,35440,3908
450,82442,35416,3905
455,82431,35410,3905
460,82438,35418,3905
465,82415,35412,3904
470,82339,35381,3900
475,82281,35353,3898
480,82228,35328,3895
485,82251,35337,3896
490,82255,35339,3897
495,82285,35352,3898
500,82269,35348,3897
505,82277,35355,3898
510,82210,35328,3895
515,82188,35319,3894
520,82198,35322,3894
525,82137,35298,3891
530,82158,35308,3892
535,82154,35310,3892
540,82202,35333,3894
545,82196,35326,3894
550,82220,35336,3895
555,82240,35341,3896
560,82193,35320,3894
565,82123,35291,3891
570,82071,35271,3888
575,82055,35265,3887
580,82067,35273,3888
585,82054,35267,3887
590,82071,35274,3888
595,82091,35286,3889
600,82066,35274,3888
605,82101,35292,3890
610,82105,35294,3890
615,82058,35271,3888
620,82023,35258,3886
625,81983,35247,3884
630,81943,35231,3882
635,81905,35213,3880
640,81836,35185,3877
645,81793,35165,3875
650,81767,35155,3874
655,81741,35141,3873
660,81711,35129,3871
665,81659,35104,3869
670,81688,35119,3870
675,81673,35116,3870
680,81684,35118,3870
685,81683,35119,3870
690,81686,35123,3870
695,81697,35128,3871
700,81687,35125,3870
705,81694,35129,3871
710,81687,35126,3870
715,81723,35139,3872
720,81743,35148,3873
725,81767,35157,3874
730,81763,35158,3874
735,81748,35151,3873
740,81738,35147,3873
745,81722,35138,3872
750,81680,35118,3870
755,81629,35094,3868
760,81646,35098,3868
765,81614,35083,3867
770,81596,35075,3866
775,81611,35080,3867
780,81621,35084,3867
785,81623,35084,3867
790,81584,35067,3866
795,81596,35071,3866
800,81613,35075,3867
805,81619,35081,3867
810,81615,35080,3867
815,81630,35088,3868
820,81626,35088,3868
825,81653,35100,3869
830,81648,35097,3869
835,81627,35090,3868
840,81618,35087,3867
845,81594,35076,3866
850,81637,35093,3868
855,81609,35080,3867
860,81615,35081,3867
865,81612,35079,3867
870,81606,35079,3867
875,81591,35075,3866
880,81578,35071,3866
885,81599,35078,3867
890,81606,35082,3867
895,81612,35086,3867
900,81629,35094,3868
905,81642,35099,3869
910,81639,35100,3869
915,81626,35095,3868
920,81598,35083,3867
925,81581,35077,3866
930,81591,35082,3866
935,81574,35077,3866
940,81542,35064,3864
945,81519,35055,3863
950,81494,35044,3862
955,81484,35040,3861
960,81500,35046,3862
965,81490,35042,3862
970,81492,35042,3862
975,81510,35050,3863
980,81549,35066,3864
985,81532,35058,3864
990,81521,35053,3863
