secs,pps,tps,gps
0,0,0,0
5,175804,73826,8310
10,175804,73830,8310
15,175702,73864,8305
20,175702,73865,8305
25,172979,72714,8176
30,172979,72715,8176
35,171969,72314,8129
40,171969,72314,8129
45,172785,72658,8168
50,172785,72658,8168
55,173377,72957,8196
60,173377,72957,8196
65,173589,73003,8206
70,173589,73003,8206
75,174472,73382,8247
80,174472,73382,8247
85,175235,73690,8284
90,175276,73722,8286
95,175480,73796,8295
100,175523,73823,8297
105,175711,73931,8306
110,175855,74025,8313
115,175998,74089,8320
120,176328,74223,8335
125,176134,74143,8326
130,176462,74270,8342
135,176664,74347,8351
140,176674,74365,8352
145,176765,74398,8356
150,176546,74315,8346
155,176686,74364,8352
160,176608,74322,8349
165,176608,74322,8349
170,176700,74366,8353
175,176814,74407,8359
180,176878,74439,8362
185,176832,74420,8359
190,176941,74471,8365
195,177003,74502,8368
200,177111,74555,8373
205,176985,74503,8367
210,177081,74551,8371
215,177141,74561,8374
220,177171,74577,8376
225,177093,74549,8372
230,177118,74553,8373
235,176878,74475,8362
240,176882,74482,8362
245,176858,74489,8361
250,176858,74489,8361
255,176873,74496,8362
260,176873,74496,8362
265,176922,74514,8364
270,176922,74514,8364
275,177240,74638,8379
280,177427,74718,8388
285,177746,74840,8403
290,177974,74954,8413
295,177974,74955,8413
300,178124,75035,8421
305,178124,75035,8421
310,178630,75228,8444
315,178630,75228,8444
320,179091,75418,8466
325,179091,75418,8466
330,179079,75411,8465
335,179079,75411,8465
340,179197,75465,8471
345,179311,75512,8476
350,179309,75509,8476
355,179675,75656,8493
360,179675,75656,8493
365,180137,75844,8515
370,180137,75844,8515
375,180553,76030,8535
380,180669,76078,8540
385,180669,76078,8540
390,180797,76136,8546
395,180797,76136,8546
400,181051,76251,8558
405,181270,76343,8569
410,181322,76366,8571
415,181515,76445,8580
420,181662,76506,8587
425,181914,76609,8599
430,182022,76657,8604
435,182290,76769,8617
440,182470,76837,8625
445,182548,76868,8629
450,182666,76923,8634
455,182895,77016,8645
460,183066,77096,8653
465,183171,77135,8658
470,183361,77214,8667
475,183439,77245,8671
480,183556,77301,8676
485,183754,77396,8686
490,183872,77445,8691
495,184082,77531,8701
500,184188,77577,8706
505,184407,77668,8717
510,184600,77740,8726
515,184759,77808,8733
520,184991,77906,8744
525,185156,77970,8752
530,185348,78043,8761
535,185649,78175,8775
540,185716,78207,8778
545,185934,78297,8788
550,186057,78350,8794
555,186253,78426,8803
560,186424,78496,8812
565,186485,78522,8814
570,186694,78611,8824
575,186838,78675,8831
580,187026,78751,8840
585,187155,78808,8846
590,187164,78813,8846
595,187241,78850,8850
600,187257,78859,8851
605,187268,78860,8851
610,187276,78861,8852
615,187295,78870,8853
620,187244,78848,8850
625,187269,78857,8851
630,187310,78876,8853
635,187330,78885,8854
640,187372,78899,8856
645,187373,78898,8856
650,187337,78879,8855
655,187298,78867,8853
660,187245,78849,8850
665,187220,78837,8849
670,187042,78767,8841
675,187042,78767,8841
680,186820,78680,8830
685,186815,78674,8830
690,186643,78599,8822
695,186636,78596,8822
700,186522,78547,8816
705,186500,78535,8815
710,186351,78475,8808
715,186250,78437,8803
720,186234,78431,8803
725,186141,78392,8798
730,186095,78374,8796
735,186007,78332,8792
740,185987,78323,8791
745,185955,78308,8790
750,185795,78242,8782
755,185721,78211,8779
760,185698,78200,8777
765,185631,78177,8774
770,185567,78147,8771
775,185508,78121,8769
780,185448,78095,8766
785,185353,78056,8761
790,185329,78046,8760
795,185262,78013,8757
800,185233,78003,8756
805,185169,77975,8753
810,185131,77958,8751
815,185037,77917,8746
820,185032,77914,8746
825,184966,77886,8743
830,184963,77884,8743
835,185104,77941,8750
840,185104,77941,8750
845,184897,77852,8740
850,184897,77852,8740
855,184755,77790,8733
860,184756,77790,8733
865,184644,77742,8728
870,184641,77739,8728
875,184497,77681,8721
880,184484,77673,8720
885,184393,77635,8716
890,184457,77662,8719
895,184442,77657,8718
900,184440,77652,8718
905,184465,77665,8719
910,184497,77676,8721
915,184515,77684,8722
920,184574,77710,8725
925,184662,77745,8729
930,184699,77762,8731
935,184738,77778,8732
940,184805,77806,8736
945,184920,77851,8741
950,184946,77866,8742
955,184988,77884,8744
960,185110,77934,8750
965,185146,77950,8752
970,185220,77981,8755
975,185290,78010,8759
980,185329,78024,8760
985,185378,78047,8763
990,185434,78068,8765
