secs,pps,tps,gps
0,3391,4791,160
5,3387,4685,160
10,3395,4639,160
15,3425,4565,162
20,3397,4546,160
25,3387,4505,160
30,3406,4483,160
35,3413,4463,161
40,3406,4431,160
45,3404,4418,160
50,3393,4408,160
55,3392,4404,160
60,3396,4396,160
65,3396,4396,160
70,3390,4394,159
75,3371,4385,159
80,3369,4380,158
85,3367,4381,158
90,3366,4375,158
95,3358,4362,158
100,3363,4360,158
105,3361,4354,158
110,3355,4349,158
115,3341,4341,157
120,3332,4335,157
125,3336,4325,157
130,3327,4322,156
135,3322,4314,156
140,3327,4313,156
145,3329,4307,157
150,3327,4302,156
155,3322,4296,156
160,3323,4293,156
165,3326,4294,156
170,3326,4292,156
175,3329,4289,157
180,3327,4287,156
185,3335,4284,157
190,3334,4281,157
195,3337,4278,157
200,3333,4279,157
205,3333,4276,157
210,3329,4277,157
215,3322,4276,156
220,3322,4277,156
225,3321,4275,156
230,3316,4273,156
235,3320,4274,156
240,3321,4273,156
245,3322,4271,156
250,3319,4270,156
255,3321,4271,156
260,3320,4270,156
265,3315,4269,156
270,3311,4266,156
275,3315,4267,156
280,3314,4268,156
285,3314,4267,156
290,3313,4266,156
295,3312,4264,156
300,3309,4262,156
305,3307,4261,155
310,3314,4266,156
315,3310,4267,156
320,3311,4267,156
325,3312,4265,156
330,3311,4264,156
335,3312,4266,156
340,3310,4267,156
345,3313,4270,156
350,3318,4274,156
355,3324,4279,156
360,3328,4282,156
365,3334,4289,157
370,3338,4293,157
375,3341,4298,157
380,3343,4302,157
385,3346,4308,157
390,3349,4312,157
395,3356,4316,158
400,3359,4322,158
405,3362,4325,158
410,3366,4330,158
415,3370,4335,158
420,3372,4338,159
425,3377,4343,159
430,3381,4346,159
435,3388,4352,159
440,3391,4357,159
445,3394,4363,160
450,3397,4368,160
455,3398,4373,160
460,3402,4377,160
465,3406,4382,160
470,3410,4387,160
475,3413,4391,160
480,3418,4395,161
485,3420,4398,161
490,3422,4401,161
495,3423,4404,161
500,3427,4407,161
505,3431,4412,161
510,3434,4416,161
515,3437,4419,162
520,3441,4424,162
525,3443,4426,162
530,3447,4431,162
535,3450,4435,162
540,3455,4439,162
545,3458,4442,163
550,3461,4446,163
555,3462,4449,163
560,3463,4452,163
565,3467,4455,163
570,3466,4456,163
575,3466,4457,163
580,3465,4457,163
585,3463,4456,163
590,3464,4456,163
595,3464,4455,163
600,3463,4455,163
605,3461,4454,163
610,3460,4453,163
615,3459,4452,163
620,3457,4451,163
625,3456,4450,163
630,3456,4449,163
635,3458,4447,163
640,3457,4446,163
645,3455,4444,162
650,3452,4442,162
655,3451,4441,162
660,3450,4439,162
665,3447,4438,162
670,3446,4437,162
675,3445,4437,162
680,3444,4435,162
685,3444,4434,162
690,3442,4433,162
695,3441,4431,162
700,3440,4430,162
705,3440,4429,162
710,3439,4428,162
715,3439,4426,162
720,3439,4425,162
725,3437,4425,162
730,3437,4424,162
735,3435,4423,162
740,3434,4422,161
745,3434,4420,161
750,3433,4419,161
755,3434,4419,161
760,3434,4417,161
765,3434,4416,161
770,3432,4415,161
775,3430,4414,161
780,3429,4413,161
785,3426,4411,161
790,3425,4410,161
795,3425,4409,161
800,3425,4408,161
805,3423,4406,161
810,3423,4405,161
815,3422,4404,161
820,3421,4403,161
825,3422,4403,161
830,3420,4402,161
835,3421,4402,161
840,3421,4402,161
845,3420,4401,161
850,3421,4401,161
855,3419,4401,161
860,3417,4400,161
865,3416,4399,161
870,3414,4397,161
875,3413,4396,160
880,3411,4395,160
885,3410,4394,160
890,3408,4393,160
895,3408,4392,160
900,3408,4391,160
905,3407,4390,160
910,3406,4390,160
915,3406,4389,160
920,3407,4389,160
925,3406,4389,160
930,3405,4390,160
935,3406,4390,160
940,3407,4391,160
945,3409,4393,160
950,3411,4394,160
955,3411,4395,160
960,3412,4396,160
965,3414,4397,161
970,3416,4399,161
975,3417,4401,161
980,3418,4402,161
985,3420,4404,161
990,3422,4406,161
