secs,pps,tps
0,3119087,2545240
5,3122843,2601372
10,3098037,2537318
15,3085922,2558423
20,3058424,2534698
25,3021077,2494955
30,2993462,2484859
35,2977064,2464172
40,2955280,2446873
45,2945025,2443856
50,2927544,2424975
55,2916592,2416319
60,2901616,2406435
65,2896355,2402217
70,2885000,2387778
75,2853423,2370032
80,2834966,2349332
85,2822096,2340862
90,2807438,2329596
95,2789224,2316704
100,2778661,2307252
105,2764389,2287779
110,2761484,2289349
115,2760309,2286461
120,2753246,2286444
125,2755591,2284300
130,2755454,2281444
135,2754824,2285894
140,2756361,2283567
145,2755759,2285329
150,2756503,2282618
155,2755372,2283615
160,2753359,2281432
165,2753257,2279205
170,2752289,2283204
175,2752104,2280949
180,2753957,2279732
185,2752126,2283377
190,2751515,2278946
195,2752106,2282194
200,2750947,2280100
205,2751078,2278457
210,2749670,2279376
215,2745455,2275654
220,2741622,2271955
225,2741769,2272774
230,2738658,2271622
235,2737157,2268377
240,2736502,2266912
245,2730459,2263425
250,2729190,2262580
255,2727927,2261732
260,2727207,2260796
265,2727912,2260010
270,2725138,2258952
275,2722567,2256141
280,2720824,2256745
285,2719206,2254236
290,2719121,2253865
295,2717012,2252765
300,2717387,2252318
305,2716398,2251675
310,2716635,2252818
315,2714761,2250214
320,2713191,2251132
325,2713793,2250906
330,2713853,2248681
335,2713982,2250810
340,2714496,2250558
345,2713410,2249804
350,2712289,2249416
355,2710181,2247516
360,2710126,2248273
365,2709881,2247810
370,2711008,2247363
375,2709739,2246821
380,2707856,2245123
385,2705760,2245590
390,2706088,2243916
395,2706579,2243742
400,2705449,2241985
405,2705520,2241495
410,2705399,2242466
415,2704104,2240714
420,2704391,2240425
425,2704023,2241486
430,2703143,2239994
435,2701324,2239578
440,2699254,2235698
445,2698244,2234456
450,2698656,2235167
455,2697772,2234039
460,2697297,2234614
465,2697631,2234417
470,2697076,2233276
475,2696505,2234035
480,2696048,2232694
485,2695166,2231595
490,2692364,2229216
495,2691845,2228920
500,2691969,2229917
505,2691036,2228508
510,2691389,2229399
515,2692384,2229256
520,2692035,2229094
525,2692020,2229932
530,2692113,2229599
535,2691772,2229434
540,2690778,2229243
545,2689923,2228200
550,2690492,2228969
555,2689466,2227789
560,2688433,2226858
565,2687693,2226601
570,2688026,2226492
575,2688851,2227217
580,2688863,2227992
585,2687793,2226136
590,2687640,2226763
595,2687056,2225735
600,2686893,2225701
605,2687177,2226439
610,2687411,2226270
615,2687542,2227721
620,2687670,2226846
625,2687158,2225903
630,2687039,2226507
635,2687316,2226387
640,2687382,2226316
645,2687746,2227087
650,2688356,2227840
655,2688604,2228287
660,2688936,2228222
665,2688692,2228106
670,2687536,2227287
675,2687152,2226484
680,2686809,2227053
685,2685867,2225438
690,2685171,2225905
695,2684439,2224475
700,2684692,2224365
705,2685318,2225655
710,2685441,2225636
715,2685134,2225655
720,2684557,2223994
725,2684125,2223191
730,2683925,2223827
735,2683470,2223915
740,2683703,2223100
745,2682958,2222939
750,2682113,2222180
755,2681254,2222102
760,2680877,2221359
765,2680173,2220718
770,2679880,2220550
775,2679347,2220544
780,2679364,2219786
785,2679066,2219127
790,2679506,2220362
795,2679720,2220260
800,2680400,2220849
805,2680779,2221363
810,2680783,2221437
815,2680557,2221789
820,2681142,2221827
825,2681573,2221743
830,2682283,2222988
835,2682242,2222852
840,2682632,2222908
845,2682689,2223311
850,2683481,2223824
855,2683630,2224461
860,2683112,2223650
865,2682569,2223145
870,2682081,2223568
875,2680872,2221632
880,2680173,2221594
885,2679170,2220433
890,2679235,2220391
895,2679216,2220866
900,2679211,2220184
905,2679556,2220224
910,2680068,2221246
915,2679816,2220679
920,2679338,2221066
925,2678564,2219957
930,2677849,2219312
935,2677580,2219298
940,2676388,2218150
945,2675743,2218119
950,2675665,2218109
955,2675731,2217524
960,2675579,2217456
965,2675888,2218021
970,2675330,2217903
975,2674916,2216827
980,2674446,2216780
985,2674123,2216178
990,2674161,2216123
995,2674302,2217209
1000,2675065,2217192
1005,2675205,2218124
1010,2675780,2218096
1015,2675953,2218531
1020,2676394,2219048
1025,2676560,2218961
1030,2676128,2218417
1035,2676577,2219445
1040,2676412,2219356
1045,2676733,2219402
1050,2676069,2218802
1055,2675178,2217784
1060,2674891,2218223
1065,2674911,2218153
1070,2675358,2218176
1075,2675479,2218680
1080,2675115,2218069
1085,2675300,2218976
1090,2675170,2218572
1095,2675582,2218573
1100,2675637,2218885
1105,2676225,2219383
1110,2676544,2219783
1115,2676563,2219716
1120,2676974,2220192
1125,2677228,2220536
1130,2677677,2220577
1135,2677799,2220474
1140,2678323,2221379
1145,2677975,2221377
1150,2678511,2221252
1155,2678702,2221663
1160,2678853,2221587
1165,2679307,2222423
1170,2679623,2222364
1175,2679489,2222490
1180,2680229,2222873
1185,2680324,2223197
1190,2680564,2223199
1195,2680458,2223471
1200,2680661,2223444
1205,2680024,2222551
1210,2680288,2223329
1215,2680604,2223396
1220,2680913,2223345
1225,2681320,2224120
1230,2681407,2224115
1235,2681178,2224388
1240,2680814,2223925
1245,2680545,2223122
1250,2679765,2222963
1255,2678817,2221744
1260,2677731,2221663
1265,2677426,2221141
1270,2677417,2220755
1275,2677785,2221479
1280,2677698,2221032
1285,2677637,2221425
1290,2676997,2220958
1295,2676418,2220137
1300,2676213,2220110
1305,2676249,2220067
1310,2676110,2220386
1315,2675553,2219587
1320,2675683,2219516
1325,2675765,2219908
1330,2675553,2219872
1335,2675625,2219466
1340,2675252,2219400
1345,2675398,2219346
1350,2675479,2219730
1355,2675199,2218964
1360,2675654,2219733
1365,2675562,2219305
1370,2675321,2219242
1375,2675542,2219636
1380,2675371,2219146
1385,2674998,2219175
1390,2674934,2219154
1395,2674855,2218745
1400,2674929,2219388
1405,2674975,2219357
1410,2674946,2218991
1415,2675070,2219298
1420,2675140,2219289
1425,2675228,2219663
1430,2675261,2219621
1435,2675268,2219559
1440,2675625,2219860
1445,2675709,2219863
1450,2675876,2219838
1455,2675843,2220105
1460,2675623,2219786
1465,2676012,2220113
1470,2675690,2220067
1475,2675932,2220011
1480,2675878,2220350
1485,2675602,2219986
1490,2675416,2219955
1495,2675344,2220180
1500,2675439,2219842
1505,2675739,2220443
1510,2675522,2220130
1515,2675081,2219378
1520,2674582,2219371
1525,2674571,2219389
1530,2674800,2219330
1535,2674906,2219354
1540,2674871,2219603
1545,2674593,2219243
1550,2673778,2218891
1555,2673633,2218459
1560,2673995,2218852
1565,2674021,2219056
1570,2674233,2219078
1575,2673997,2218755
1580,2673942,2218979
1585,2674174,2219020
1590,2674478,2219605
1595,2674287,2219561
1600,2674297,2219266
1605,2673794,2218899
1610,2673448,2218574
1615,2672775,2218151
1620,2672475,2217864
1625,2671974,2217174
1630,2671514,2217163
1635,2671191,2216857
1640,2671051,2216765
1645,2671061,2216479
1650,2670519,2215845
1655,2670118,2215793
1660,2669661,2215462
1665,2669487,2215427
1670,2668952,2214800
1675,2669022,2214798
1680,2669036,2215064
1685,2668942,2214781
1690,2668559,2214738
1695,2667644,2214131
1700,2667624,2213830
1705,2667498,2214057
1710,2667280,2213757
1715,2667198,2213488
1720,2667434,2214072
1725,2667275,2213740
1730,2666999,2214000
1735,2667062,2213690
1740,2666459,2212873
1745,2665426,2212545
1750,2664867,2211605
1755,2664901,2211876
1760,2664761,2211862
1765,2664814,2211631
1770,2664656,2211898
1775,2664578,2211560
1780,2664664,2211869
1785,2664353,2211575
1790,2664585,2211552
1795,2664601,2211881
1800,2664286,2211584
1805,2664244,2211570
1810,2663855,2211211
1815,2663592,2210958
1820,2663583,2211260
1825,2663397,2210406
1830,2663031,2210355
1835,2662857,2210100
1840,2662632,2209879
1845,2662556,2210121
1850,2662525,2209832
1855,2662253,2209855
1860,2661990,2209528
1865,2661575,2209019
1870,2661343,2208998
1875,2661374,2209044
1880,2661587,2209296
1885,2661603,2209330
1890,2661674,2209335
1895,2661786,2209576
1900,2661652,2209282
1905,2661771,2209328
1910,2661798,2209572
1915,2661930,2209628
1920,2661599,2209593
1925,2661518,2209346
1930,2661770,2209355
1935,2661762,2209568
1940,2661817,2209633
1945,2661870,2209821
1950,2662053,2209848
1955,2661877,2209597
1960,2661911,2209841
