secs,pps,tps
1965,2662094,2209868
1970,2662187,2209893
1975,2662111,2209610
1980,2662120,2209903
1985,2662174,2209895
1990,2662078,2209642
1995,2662101,2210136
2000,2661990,2209870
2005,2662005,2210164
2010,2661971,2209892
2015,2662041,2209899
2020,2661898,2210128
2025,2661822,2209893
2030,2661865,2209689
2035,2661639,2209657
2040,2661529,2209396
2045,2661868,2209934
2050,2661273,2209426
2055,2661204,2209387
2060,2661214,2209668
2065,2661231,2209376
2070,2661305,2209641
2075,2661357,2209633
2080,2661536,2209916
2085,2661582,2210155
2090,2660925,2209663
2095,2660307,2209135
2100,2660502,2209179
2105,2660424,2209198
2110,2660424,2209396
2115,2660670,2209417
2120,2660900,2209424
2125,2660994,2209700
2130,2661011,2209664
2135,2660991,2209910
2140,2661026,2209708
2145,2661134,2209683
2150,2660982,2209460
2155,2661008,2209676
2160,2661243,2209691
2165,2661255,2209717
2170,2661361,2209933
2175,2661384,2209968
2180,2661238,2209927
2185,2661261,2209961
2190,2661395,2209959
2195,2661486,2210400
2200,2661585,2210433
2205,2661503,2210206
2210,2661336,2210200
2215,2661324,2210441
2220,2661258,2210228
2225,2661390,2210225
2230,2661466,2210476
2235,2661420,2210451
2240,2661409,2210691
2245,2661492,2210477
2250,2661402,2210479
2255,2661492,2210676
2260,2661435,2210473
2265,2661345,2210475
2270,2661275,2210430
2275,2661334,2210431
2280,2661465,2210891
2285,2661634,2210921
2290,2661638,2210938
2295,2661546,2210874
2300,2661482,2210667
2305,2661505,2210639
2310,2661622,2211083
2315,2661721,2210890
2320,2661835,2211329
2325,2661908,2211116
2330,2662001,2211086
2335,2661991,2211315
2340,2661786,2211114
2345,2661801,2210855
2350,2661916,2211292
2355,2661984,2211301
2360,2662174,2211515
2365,2662401,2211537
2370,2662286,2211514
2375,2662352,2211743
2380,2662507,2211706
2385,2662656,2211725
2390,2662443,2211518
