secs,pps,tps,gps,glst,bpc
0,2117836,16463,427,508,0.005
5,2551487,33741,398,41,0.016
10,2434055,56236,386,234,0.028
15,2628456,80983,397,329,0.044
20,2640848,106642,404,417,0.058
25,2600962,128497,406,564,0.070
30,2498874,153325,409,359,0.078
35,2462484,174688,409,207,0.089
40,2360897,195919,409,375,0.097
45,2359128,218000,409,558,0.108
50,2372705,239063,409,741,0.120
55,2416260,260576,407,963,0.134
60,2424270,281380,407,1202,0.146
65,2415532,300139,406,1440,0.158
70,2392109,321119,406,1657,0.168
75,2379761,343501,406,1746,0.178
80,2334720,365770,406,1890,0.187
85,2326907,385148,405,2133,0.197
90,2328862,407499,405,2277,0.209
95,2311418,426329,405,2516,0.219
100,2313835,448010,404,2619,0.228
105,2304944,468996,404,2551,0.241
110,2301988,492469,405,2582,0.252
115,2314101,513486,405,2789,0.264
120,2310252,535414,405,3030,0.275
125,2331029,554853,405,3218,0.289
130,2330608,576949,405,3440,0.300
135,2332061,596166,404,3695,0.311
140,2328638,617684,404,3908,0.322
145,2327013,636344,403,4187,0.333
150,2332623,656321,403,4308,0.345
155,2340865,676413,402,4392,0.355
160,2324775,694427,401,4692,0.367
165,2321945,715057,401,4919,0.378
170,2314311,733777,401,5211,0.388
175,2333351,756600,401,5342,0.402
180,2336987,777729,401,5513,0.415
185,2333885,798295,401,5730,0.425
190,2323281,819201,401,5672,0.435
195,2329841,839462,401,5887,0.447
200,2313582,861812,401,6061,0.456
205,2343827,880939,401,6287,0.473
210,2349081,899833,400,6538,0.485
215,2359231,922122,400,136,0.498
220,2356425,943032,401,299,0.509
225,2352142,964808,400,523,0.520
230,2349069,986366,401,594,0.531
235,2347828,1009122,401,642,0.541
240,2347543,1032327,401,652,0.554
245,2339198,1051666,401,846,0.563
250,2356919,1075164,401,1007,0.578
255,2359911,1094762,401,859,0.591
260,2360919,1114819,401,1081,0.603
265,2360268,1133418,401,1373,0.614
270,2355418,1154594,401,1475,0.624
275,2358843,1174208,401,1628,0.636
280,2350734,1194654,400,1492,0.646
285,2364658,1217691,401,1663,0.661
290,2366074,1237583,400,1964,0.673
295,2356434,1258535,401,1948,0.682
300,2363343,1279406,401,1998,0.695
305,2362382,1302440,401,1927,0.706
310,2365766,1325142,401,2047,0.718
315,2361457,1345774,401,2230,0.729
320,2363657,1367033,401,2371,0.741
325,2367145,1388825,401,2529,0.754
330,2366031,1407839,401,2630,0.766
335,2359201,1435404,402,24,0.777
340,2349172,1446623,400,116,0.786
345,2358261,1469092,400,254,0.799
350,2350496,1488255,400,514,0.809
355,2345619,1510215,400,707,0.819
360,2338813,1529338,400,945,0.828
365,2335262,1551168,400,80,0.838
370,2334221,1571007,400,250,0.849
375,2336339,1593127,400,430,0.861
380,2342176,1611932,400,730,0.874
385,2355256,1630492,400,971,0.891
390,2360791,1653369,400,969,0.904
395,2351566,1673683,400,1021,0.913
400,2352085,1694028,400,1095,0.923
405,2365468,1713205,400,1229,0.941
410,2373978,1736752,400,1426,0.956
415,2374721,1755985,400,1641,0.968
420,2367848,1776964,400,1827,0.977
425,2371275,1795891,399,2064,0.990
430,2365341,1817329,399,2251,1.0001
435,2367783,1838164,399,2270,1.011
440,2357995,1857679,399,2329,1.019
445,2354433,1877175,399,2506,1.029
450,2360737,1898579,399,2794,1.043
455,2353181,1919534,399,2831,1.052
460,2355647,1941914,399,3003,1.063
465,2349084,1960628,399,3136,1.073
470,2347125,1981894,399,3023,1.083
475,2351822,2006188,399,3142,1.095
480,2359944,2028006,399,3043,1.112
485,2354586,2048435,399,3093,1.121
490,2345251,2067395,399,3070,1.128
495,2344252,2087636,399,3221,1.137
500,2345996,2107461,399,3444,1.152
505,2341615,2125995,399,3539,1.160
510,2337850,2143146,398,3718,1.170
515,2333484,2165288,398,3828,1.179
520,2332817,2186331,398,3838,1.190
525,2330168,2207843,399,3902,1.201
530,2326393,2228644,399,4094,1.210
535,2327945,2252940,399,141,1.213
540,2335350,2276506,399,163,1.229
545,2330942,2297544,399,152,1.238
550,2330361,2317466,399,357,1.248
555,2333445,2340306,399,331,1.262
560,2336074,2361185,399,485,1.274
565,2336961,2380563,399,632,1.286
570,2332725,2402540,399,837,1.295
575,2328702,2423570,399,901,1.304
580,2327706,2443735,399,1148,1.315
585,2324902,2461079,399,1443,1.324
590,2320064,2482996,399,1600,1.333
595,2317720,2503866,399,1810,1.343
600,2316050,2522395,399,1950,1.353
605,2313960,2544645,399,1968,1.363
610,2323208,2563224,399,2240,1.380
615,2324807,2584899,398,2464,1.393
620,2328792,2605884,399,2577,1.405
625,2329064,2626786,399,2676,1.417
630,2326595,2647825,399,2740,1.428
635,2326149,2672796,399,2733,1.438
640,2325388,2692641,399,2713,1.449
645,2321701,2715032,399,2796,1.458
650,2323154,2735481,399,2996,1.470
655,2320080,2753011,399,3306,1.479
660,2318963,2776900,399,3477,1.490
665,2322211,2797967,399,3593,1.503
670,2317765,2820455,399,3722,1.512
675,2317004,2843060,399,3754,1.523
680,2319567,2866159,399,3793,1.535
685,2316103,2887144,399,3925,1.545
690,2317582,2905864,399,4171,1.556
695,2316037,2927028,399,4340,1.567
700,2319477,2951631,399,4451,1.581
705,2317030,2971174,399,4576,1.590
710,2319762,2992097,399,4789,1.601
715,2318127,3011308,399,90,1.613
720,2317937,3033777,399,258,1.625
725,2316118,3057476,399,350,1.634
730,2313329,3077981,399,166,1.667
735,2314070,3096556,399,505,1.678
740,2308592,3116405,399,735,1.687
745,2307571,3134729,399,1036,1.697
750,2308092,3155661,399,1248,1.708
755,2310032,3177410,399,1418,1.721
760,2305965,3199531,399,1618,1.729
765,2303459,3222144,399,1819,1.739
770,2306624,3240792,399,2110,1.752
775,2304275,3258511,399,2455,1.762
780,2303429,3276710,399,2763,1.773
785,2305921,3296023,399,3066,1.784
790,2304031,3314922,399,3286,1.796
795,2303341,3337290,399,3313,1.807
800,2300656,3360331,399,3380,1.816
805,2295685,3380258,399,3509,1.824
810,2295073,3401074,399,3708,1.834
815,2308588,3420484,399,4022,1.856
820,2306418,3441233,399,4216,1.866
825,2309182,3458415,398,124,1.851
830,2313345,3475831,398,383,1.866
835,2314447,3496170,398,525,1.878
840,2313522,3518556,398,524,1.889
845,2310389,3537016,398,793,1.898
850,2308344,3558859,398,862,1.907
855,2308304,3579857,398,963,1.919
860,2310883,3602558,398,1118,1.930
865,2313401,3620302,398,1399,1.945
870,2315131,3641193,398,1584,1.957
875,2314529,3662089,398,1656,1.968
880,2314572,3685584,398,1789,1.979
885,2310785,3708674,398,1828,1.988
890,2310289,3728919,398,1918,1.998
895,2310405,3750340,398,2132,2.009
900,2310213,3769083,398,2201,2.019
905,2308987,3790064,398,2412,2.031
910,2308317,3812348,398,2600,2.042
915,2306977,3833708,398,2575,2.051
920,2306273,3854363,398,2549,2.062
925,2307168,3876766,398,2662,2.073
930,2304186,3895275,398,2850,2.082
935,2308793,3916296,398,2806,2.097
940,2304789,3938223,398,2983,2.106
945,2301393,3959437,398,3045,2.113
950,2302608,3978277,398,3069,2.126
955,2301479,4000706,398,3078,2.136
960,2302284,4018916,398,3376,2.147
965,2300433,4039446,398,3473,2.157
970,2300930,4062727,398,3194,2.169
975,2299130,4085645,399,2965,2.178
980,2296002,4106618,399,2811,2.187
985,2296085,4127108,399,3040,2.198
990,2298239,4147737,399,3178,2.210
