secs,pps,tps,gps,glst,bpc
0,2405522,10965,307,485,0.004
5,2449480,28723,312,774,0.015
10,2487441,46936,308,1042,0.027
15,2363143,64175,309,1333,0.036
20,2299816,80844,307,1671,0.046
25,2262761,96942,307,2024,0.056
30,2339284,112836,304,2367,0.069
35,2325144,127365,301,2747,0.079
40,2326940,144512,302,3015,0.091
45,2311296,160259,300,3413,0.101
50,2343603,172595,298,3880,0.111
55,2373639,188955,297,4190,0.126
60,2350900,204765,297,4329,0.135
65,2330246,223110,298,4456,0.145
70,2302702,240090,299,4720,0.154
75,2304173,255817,299,5001,0.165
80,2353456,275284,300,5226,0.178
85,2371145,290709,299,5549,0.191
90,2382837,306510,300,5806,0.204
95,2369209,323104,299,6115,0.214
100,2380493,339557,299,6416,0.226
105,2405367,357661,300,6673,0.238
110,2386292,380884,300,7067,0.253
115,2369655,395592,299,7460,0.262
120,2363641,412339,299,7752,0.272
125,2345204,426890,299,8097,0.282
130,2329619,442386,299,8189,0.290
135,2328059,459043,299,8440,0.301
140,2318347,475724,299,8357,0.311
145,2317825,491963,298,8547,0.321
150,2315373,504597,298,8940,0.332
155,2302751,520575,297,9239,0.341
160,2315089,536167,297,9563,0.354
165,2342416,552963,297,9842,0.367
170,2333715,570766,297,10092,0.378
175,2348833,586111,297,10348,0.392
180,2354035,606045,298,183,0.403
185,2353054,623774,298,338,0.414
190,2369874,637859,298,741,0.427
195,2356311,655139,299,685,0.436
200,2355300,672462,298,857,0.447
205,2368435,689603,299,923,0.461
210,2361996,704945,299,1242,0.470
215,2366632,721375,298,1600,0.482
220,2358768,736730,298,1910,0.491
225,2356994,752008,298,2108,0.502
230,2359263,767910,298,264,0.522
235,2354135,782856,298,500,0.533
240,2352409,797694,298,911,0.543
245,2352394,813593,297,1272,0.554
250,2360197,827818,297,1615,0.567
255,2361161,846352,298,1838,0.579
260,2357958,863151,298,2157,0.588
265,2370182,879752,298,2477,0.603
270,2373477,895086,298,2793,0.615
275,2372101,911928,298,3081,0.626
280,2371656,930337,298,3165,0.638
285,2379796,947974,298,3320,0.651
290,2375116,963316,298,3665,0.660
295,2382663,981354,298,193,0.662
300,2379199,994963,298,540,0.671
305,2371109,1010663,298,931,0.680
310,2361527,1025415,298,1291,0.689
315,2356048,1040611,297,1635,0.698
320,2357219,1055645,297,1954,0.709
325,2355851,1070533,297,2311,0.719
330,2352275,1085646,297,2463,0.730
335,2361835,1103215,297,2674,0.742
340,2359086,1121852,297,2795,0.754
345,2356161,1131976,297,103,0.763
350,2357647,1147193,297,431,0.773
355,2363260,1161942,296,831,0.786
360,2361156,1179102,296,1079,0.796
365,2349987,1195423,296,1404,0.804
370,2346685,1214352,297,1591,0.814
375,2340281,1230151,297,1882,0.822
380,2341676,1243929,297,2290,0.834
385,2337355,1257700,296,2748,0.843
390,2334920,1275925,296,3026,0.854
395,2336277,1289767,296,3374,0.865
400,2341382,1307536,296,3658,0.877
405,2340595,1322411,296,3948,0.888
410,2341726,1338626,296,4206,0.899
415,2335229,1356690,296,4409,0.908
420,2332139,1372654,296,4694,0.916
425,2332473,1388008,296,4992,0.928
430,2325032,1405797,296,5220,0.936
435,2324453,1423032,297,5443,0.946
440,2325311,1439916,297,5770,0.958
445,2327500,1455704,297,6117,0.969
450,2329349,1473583,297,6409,0.980
455,2329847,1488711,297,6705,0.991
460,2328463,1505037,297,7050,1.001
465,2329997,1518466,296,7438,1.014
470,2324313,1533754,296,7789,1.022
475,2324420,1549933,296,8148,1.033
480,2323732,1566981,296,8370,1.043
485,2326294,1583217,296,8518,1.055
490,2323985,1599241,296,189,1.066
495,2320788,1616297,296,382,1.075
500,2314766,1633125,296,606,1.084
505,2312428,1649496,296,865,1.093
510,2313491,1664924,296,1124,1.104
515,2312496,1678474,296,1457,1.114
520,2308191,1696361,296,1687,1.124
525,2311481,1712025,296,1967,1.136
530,2310239,1729236,296,2194,1.146
535,2308703,1744506,296,2529,1.156
540,2319323,1762667,296,2777,1.171
545,2314689,1778422,296,3055,1.180
550,2308355,1796392,297,3353,1.188
555,2318045,1811263,296,3694,1.203
560,2321118,1825112,296,4076,1.215
565,2322530,1840406,296,4392,1.226
570,2321398,1857882,296,4641,1.238
575,2322050,1873793,296,4838,1.249
580,2323158,1890692,296,5053,1.260
585,2320414,1908464,296,5289,1.270
590,2316533,1923946,296,5356,1.278
595,2316194,1937187,296,5675,1.288
600,2316582,1953984,296,5883,1.299
605,2319093,1969099,296,6152,1.311
610,2315674,1984978,296,6270,1.320
615,2315764,2001292,296,6618,1.331
620,2311519,2015972,296,6978,1.339
625,2311391,2031048,296,7218,1.350
630,2305620,2047153,296,7202,1.357
635,2303957,2062189,296,7443,1.367
640,2299815,2079014,296,7729,1.376
645,2297776,2094997,296,8028,1.385
650,2299391,2109593,296,8372,1.397
655,2297622,2127482,296,266,1.398
660,2296779,2142942,296,574,1.407
665,2294622,2156756,296,922,1.417
670,2300017,2174814,296,1153,1.429
675,2297088,2192105,296,1371,1.439
680,2304242,2210357,296,1608,1.453
685,2304899,2226383,296,1878,1.466
690,2306449,2242549,296,2205,1.477
695,2303622,2256587,296,2534,1.486
700,2308628,2272647,296,2892,1.500
705,2312260,2286616,296,3265,1.512
710,2312508,2302768,296,3602,1.523
715,2311088,2319409,296,3891,1.533
720,2311537,2336209,296,4196,1.544
725,2310039,2351093,296,4543,1.554
730,2311483,2367413,296,4827,1.566
735,2313238,2381642,296,5161,1.577
740,2315238,2396119,296,5523,1.589
745,2318876,2411046,296,5862,1.603
750,2318388,2426020,295,6253,1.613
755,2314986,2440900,295,6521,1.621
760,2314789,2455612,295,6778,1.632
765,2314542,2470322,295,6973,1.642
770,2315593,2488597,295,7100,1.653
775,2313348,2505104,295,7181,1.663
780,2317351,2518076,295,7567,1.676
785,2317848,2533760,295,7824,1.688
790,2315103,2551190,295,7684,1.696
795,2316479,2566359,295,7982,1.708
800,2315919,2583449,295,8247,1.718
805,2312988,2599231,295,8471,1.727
810,2316326,2614551,295,8648,1.738
815,2316351,2631012,295,8845,1.751
820,2320818,2645211,295,9005,1.764
825,2317166,2662545,295,9139,1.773
830,2316459,2677949,295,9445,1.783
835,2320051,2694333,295,194,1.799
840,2323318,2708883,295,362,1.812
845,2321529,2726407,295,626,1.821
850,2323088,2743480,295,718,1.833
855,2322517,2759194,295,804,1.844
860,2321700,2775532,295,1093,1.854
865,2321210,2792000,295,1355,1.864
870,2321673,2805251,295,1762,1.875
875,2321577,2820709,295,2084,1.886
880,2320977,2836609,295,2429,1.896
885,2321557,2851782,295,2755,1.907
890,2320946,2868759,295,3030,1.917
895,2321351,2882617,295,3338,1.928
900,2321518,2897731,295,3666,1.939
905,2321489,2914262,295,3914,1.950
910,2323702,2927113,295,4352,1.962
915,2320648,2942587,295,4695,1.971
920,2323466,2956577,295,4979,1.983
925,2322314,2974685,295,5147,1.994
930,2322572,2988218,295,5453,2.005
935,2322404,3004943,295,5582,2.016
940,2322501,3021743,295,5599,2.026
945,2323998,3036097,295,5656,2.038
950,2323348,3052514,295,5774,2.048
955,2323415,3067306,295,6055,2.059
960,2321748,3082341,295,6278,2.068
965,2319724,3098425,295,6628,2.077
970,2317332,3113698,295,6949,2.085
975,2317151,3128772,294,7322,2.095
980,2316085,3143624,294,7548,2.106
985,2313049,3160172,294,7654,2.114
990,2311557,3173364,294,8021,2.123
