secs,pps,tps,gps,glst,bpc
0,2726120,1152,37,682,0.002
5,3399555,4518,53,883,0.017
10,2934465,6713,49,1116,0.028
15,2838902,9966,49,1335,0.040
20,2891354,12410,48,1580,0.054
25,2763870,14539,47,1835,0.064
30,2746051,17566,48,115,0.076
35,2762422,20602,48,95,0.087
40,2787455,23723,49,315,0.101
45,2786694,26593,49,94,0.112
50,2759718,29483,49,320,0.124
55,2728339,31761,49,560,0.134
60,2761088,34609,49,788,0.147
65,2750424,36897,49,1034,0.159
70,2702629,38616,48,1309,0.168
75,2728815,41559,48,1548,0.183
80,2698907,43629,48,1778,0.193
85,2690324,46197,48,1987,0.203
90,2665096,48677,48,2210,0.215
95,2643408,51298,48,2432,0.224
100,2619278,54063,48,2683,0.233
105,2588551,56358,47,2916,0.243
110,2586743,59126,47,3094,0.254
115,2598653,61601,47,3323,0.266
120,2611465,64120,47,3553,0.280
125,2605955,67051,47,3771,0.291
130,2616529,69950,48,3982,0.304
135,2644241,72456,47,4186,0.319
140,2637077,76197,48,4305,0.330
145,2631923,78240,48,4556,0.341
150,2620541,80663,48,4804,0.351
155,2616527,83513,48,5013,0.363
160,2628566,85929,48,5253,0.376
165,2631546,87617,47,5515,0.388
170,2626121,90060,47,5786,0.397
175,2638352,92584,47,6018,0.412
180,2642384,95055,47,6257,0.425
185,2651685,97067,47,6516,0.438
190,2650728,99844,47,6701,0.450
195,2639757,101942,47,6872,0.460
200,2637592,104695,47,7116,0.471
205,2640910,106967,47,7342,0.483
210,2632225,109816,47,7573,0.493
215,2650779,112582,47,7817,0.508
220,2639912,114699,47,109,0.513
225,2644046,117055,47,350,0.525
230,2649192,119299,47,610,0.537
235,2641149,121037,47,891,0.548
240,2634395,123329,47,1134,0.558
245,2631471,125931,47,1361,0.570
250,2632361,128684,47,1546,0.581
255,2624740,130832,47,1776,0.592
260,2623309,133975,47,2001,0.603
265,2614784,136079,47,2236,0.612
270,2614300,138359,47,2466,0.623
275,2609378,140881,47,2700,0.634
280,2599832,142708,46,2965,0.643
285,2587243,145049,46,3192,0.652
290,2585770,148015,46,3415,0.663
295,2580264,150588,46,3655,0.672
300,2579935,153269,46,3856,0.683
305,2581507,155690,46,4108,0.696
310,2580339,158742,47,4267,0.707
315,2578611,161413,47,4493,0.718
320,2577794,164184,47,4737,0.729
325,2582431,166419,47,4985,0.741
330,2578712,168685,46,5224,0.751
335,2579076,170904,46,5464,0.763
340,2575772,173445,46,5619,0.774
345,2579038,175956,46,5803,0.786
350,2577962,178938,46,6002,0.797
355,2576829,181259,46,6234,0.808
360,2570976,183971,46,6402,0.818
365,2573116,186802,46,6636,0.829
370,2576654,189258,46,6825,0.843
375,2579424,191677,46,7037,0.854
380,2581527,194162,46,7268,0.867
385,2584324,196665,46,7513,0.879
390,2583137,199871,46,7742,0.890
395,2581575,202447,47,7969,0.901
400,2579838,204665,47,8221,0.911
405,2577894,208476,47,124,0.921
410,2576787,210728,47,385,0.932
415,2580518,213022,47,631,0.945
420,2578364,215214,47,889,0.956
425,2573857,217767,47,1134,0.966
430,2571981,220239,47,1377,0.976
435,2569692,223080,47,1606,0.987
440,2574757,225464,47,1855,0.999
445,2573259,228389,47,2090,1.011
450,2574266,230842,47,2331,1.022
455,2574127,233437,47,127,1.046
460,2579731,235745,47,390,1.057
465,2575208,237670,46,652,1.070
470,2585301,240226,46,902,1.084
475,2582023,242652,46,1159,1.095
480,2586478,246022,47,1355,1.109
485,2586037,248437,47,1613,1.120
490,2585097,250901,47,1857,1.131
495,2580450,253093,47,2115,1.140
500,2577226,255349,46,2352,1.151
505,2576250,257503,46,2609,1.161
510,2574068,259680,46,2857,1.171
515,2574450,262643,46,3086,1.184
520,2574860,264593,46,3344,1.195
525,2576979,267093,46,3586,1.208
530,2575370,269508,46,3844,1.218
535,2574843,271506,46,4093,1.230
540,2573644,273950,46,144,1.240
545,2571847,276472,46,367,1.251
550,2573046,279392,46,585,1.263
555,2568774,281391,46,826,1.272
560,2565501,284116,46,1051,1.282
565,2561836,285767,46,143,1.287
570,2567945,288161,46,398,1.300
575,2569057,290296,46,650,1.313
580,2567866,293002,46,902,1.324
585,2565177,295387,46,1143,1.335
590,2570823,297757,46,156,1.323
595,2567466,299935,46,409,1.334
600,2566297,302432,46,664,1.344
605,2561644,304394,46,933,1.353
610,2560576,306122,46,1181,1.364
615,2560764,308560,46,1429,1.375
620,2558428,311578,46,1660,1.386
625,2556049,313567,46,1927,1.395
630,2554880,316126,46,2167,1.406
635,2553667,318988,46,2394,1.416
640,2556641,321938,46,2627,1.428
645,2553652,324360,46,2871,1.438
650,2557156,326945,46,3102,1.452
655,2555768,329458,46,3344,1.462
660,2558535,331954,46,3603,1.474
665,2555898,334361,46,3850,1.484
670,2555894,336778,46,4081,1.496
675,2557250,339694,46,4256,1.507
680,2556317,341948,46,4513,1.518
685,2555897,344487,46,4755,1.529
690,2553596,347351,46,4978,1.539
695,2554238,350625,46,5185,1.551
700,2554384,352631,46,5450,1.561
705,2550512,355650,46,5684,1.571
710,2551438,358683,46,5897,1.582
715,2551437,361263,46,6141,1.594
720,2550887,364156,46,6363,1.604
725,2549443,366501,46,6614,1.615
730,2547960,368635,46,6873,1.625
735,2546295,371125,46,7130,1.635
740,2552972,373373,46,7368,1.651
745,2553812,376049,46,7610,1.662
750,2555615,378565,46,7817,1.675
755,2554826,381062,46,8047,1.686
760,2554029,383934,46,8265,1.696
765,2554663,387285,46,8459,1.708
770,2555719,389884,46,121,1.719
775,2554492,392357,46,358,1.729
780,2556147,394867,46,595,1.742
785,2551884,397195,46,815,1.751
790,2550655,399354,46,1039,1.760
795,2552703,402017,46,1287,1.773
800,2552760,404426,46,1536,1.784
805,2551400,406226,46,1817,1.793
810,2552092,408951,46,2048,1.806
815,2552620,411621,46,2295,1.817
820,2551085,413873,46,2475,1.828
825,2551208,416317,46,2664,1.838
830,2553395,419209,46,2824,1.851
835,2553381,421936,46,3057,1.863
840,2552111,424506,46,3284,1.874
845,2553024,427271,46,3535,1.885
850,2550787,429346,46,3793,1.895
855,2550767,432129,46,4028,1.905
860,2550762,434339,46,4288,1.916
865,2550495,436951,46,4533,1.927
870,2550957,439277,46,4777,1.939
875,2547161,441410,46,5047,1.948
880,2547964,443963,46,5297,1.958
885,2546528,446508,46,5520,1.970
890,2547845,449083,46,5677,1.982
895,2549395,452117,46,5809,1.994
900,2552754,454696,46,6033,2.008
905,2553692,457032,46,6279,2.019
910,2554171,459897,46,6456,2.031
915,2550995,461900,46,6668,2.040
920,2552269,463968,46,6929,2.051
925,2552641,466691,46,7162,2.063
930,2551624,468686,46,7424,2.073
935,2553045,471203,46,7648,2.085
940,2551769,473939,46,7858,2.096
945,2551157,476043,46,8109,2.106
950,2552916,478376,46,124,2.119
955,2550882,480740,46,369,2.129
960,2551090,483198,46,609,2.140
965,2549718,485618,46,861,2.150
970,2549167,488015,46,1106,2.161
975,2550202,490197,46,1337,2.172
980,2549359,492041,46,1595,2.182
985,2546462,494788,46,1821,2.193
