secs,pps,tps,gps
0,211328,67153,10074
2,214692,68189,10235
4,203175,64310,9685
6,208039,65744,9917
8,211112,66555,10063
10,212362,66840,10122
12,213505,67302,10177
14,214328,67588,10217
16,214793,67577,10238
18,214507,67470,10224
20,215767,67891,10285
22,216194,68081,10305
24,217068,68384,10347
26,216981,68359,10343
28,214763,67705,10238
30,215351,67907,10266
32,215982,68024,10295
34,216243,68106,10308
36,214543,67581,10227
38,214589,67598,10229
40,215078,67785,10252
42,215096,67793,10253
44,214558,67630,10227
46,213806,67436,10192
48,214100,67538,10206
50,213941,67515,10198
52,214024,67540,10202
54,214107,67582,10206
56,213001,67235,10153
58,213404,67341,10172
60,213097,67266,10158
62,213129,67261,10159
64,213262,67307,10166
66,213153,67307,10161
68,212823,67215,10145
70,211774,66895,10095
72,211792,66896,10096
74,212016,66960,10106
76,212170,67019,10114
78,211765,66887,10095
80,211261,66733,10071
82,211388,66774,10077
84,211299,66757,10072
86,210632,66558,10041
88,210456,66491,10032
90,210505,66504,10035
92,210409,66462,10030
94,209802,66271,10001
96,209758,66257,9999
