secs,pps,tps,gps,glst,bpc
0,1074702,109620,7123,0,0.00148
2,1589863,219720,7323,0,0.00483
4,1689313,407148,8554,38,0.00816
6,1327587,447241,6944,6,0.0112
8,1225307,562423,6352,0,0.0151
10,1221802,639634,6375,0,0.018
12,1271951,814060,6468,2,0.0217
14,1144235,892016,6237,14,0.0236
16,1270443,1096290,6464,0,0.028
18,1361661,1296132,6867,6,0.0306
20,1435858,1356178,6624,0,0.0357
22,1360493,1399671,6330,0,0.0423
24,1639411,1578106,6472,2,0.0499
26,1675108,1826548,6722,13,0.0608
28,1695696,2057516,6976,173,0.0631
30,1680935,2215340,7008,23,0.0651
32,1652847,2339139,7059,53,0.0689
34,1617229,2411743,6985,48,0.0711
36,1551985,2500795,6875,173,0.0733
38,1530072,2625144,6951,61,0.0749
40,1503651,2679149,6790,38,0.0781
42,1488673,2766186,6756,20,0.083
44,1477164,2844572,6735,96,0.0866
46,1466750,2965420,6716,2,0.0901
48,1485207,3210003,6875,11,0.0916
50,1498375,3272420,6794,0,0.0956
52,1516633,3451611,6836,0,0.1
54,1509068,3669856,6929,1,0.102
56,1540390,3792454,6973,51,0.107
58,1539627,3949296,6945,0,0.112
60,1559301,4046366,6942,33,0.118
62,1556199,4166485,6923,107,0.122
64,1578571,4242120,6903,33,0.127
66,1568085,4287480,6811,50,0.133
68,1559523,4491024,6854,5,0.135
70,1560950,4684207,6927,29,0.138
72,1551861,4743953,6909,1,0.141
74,1554630,4993287,6950,3,0.144
76,1548396,5169565,6994,8,0.147
78,1546707,5386692,7053,5,0.149
80,1557513,5478211,7023,1,0.152
82,1552213,5701984,7090,7,0.154
84,1537607,5824813,7084,3,0.156
86,1545550,6034210,7149,0,0.158
88,1549942,6067653,7072,26,0.164
90,1551376,6253151,7107,0,0.167
92,1531081,6271436,7047,0,0.169
94,1538077,6435185,7072,15,0.172
96,1528250,6517930,7038,0,0.173
