secs,pps,tps,gps,glst,bpc
0,9148673,13268,480,4082,0.0091
2,12542370,50908,616,14292,0.0427
4,12563422,88057,626,24112,0.0744
6,12442500,122542,629,34023,0.103
8,12431075,153413,626,43214,0.13
10,12554454,190140,626,53244,0.165
12,12666899,231361,630,63159,0.197
14,12647031,264965,635,73268,0.226
16,12730618,295425,632,82003,0.256
18,12642418,338090,632,92047,0.287
20,12616800,369900,632,101942,0.317
22,12655749,411255,634,112082,0.347
24,12620797,440716,631,0,0.375
26,12741836,475988,632,9947,0.409
28,12743858,513549,632,20209,0.442
30,12829694,553469,636,30489,0.475
32,12837339,585274,632,39594,0.504
34,12823598,623676,634,49838,0.536
36,12863275,660321,635,60035,0.569
38,12894723,702101,637,70477,0.602
40,12872938,731091,637,79305,0.629
42,12868742,766003,634,89361,0.661
44,12946529,804997,636,99554,0.696
46,12953297,846304,636,109597,0.728
48,12865392,872396,634,118735,0.754
50,12817705,907178,634,128676,0.782
52,12804371,945975,635,138806,0.812
54,12848968,983480,635,148627,0.845
56,12773858,1016243,633,157490,0.871
58,12719775,1053054,635,167515,0.898
60,12691566,1095593,636,177222,0.927
62,12758255,1129878,636,187242,0.96
64,12714116,1160043,635,196201,0.988
66,12791920,1199359,636,206190,1.03
68,12798727,1238216,636,216039,1.06
70,12780344,1272647,636,225951,1.09
72,12738819,1302349,635,234615,1.11
74,12728818,1338851,634,244572,1.14
76,12775870,1377311,635,254628,1.17
78,12804798,1415578,635,264475,1.21
80,12769721,1445481,634,273331,1.24
82,12805012,1483440,634,283243,1.27
84,12797458,1515888,635,293131,1.3
86,12831107,1556852,635,302892,1.34
88,12822065,1588727,635,311929,1.37
90,12805792,1618612,633,321872,1.4
92,12802519,1653274,633,331939,1.43
94,12884548,1695339,635,342198,1.46
96,12881448,1729567,634,351095,1.49
98,12880247,1765398,634,361076,1.53
100,12849377,1800686,634,370960,1.55
102,12849998,1841672,634,381074,1.58
104,12853344,1867505,633,390003,1.61
106,12831420,1901148,632,399933,1.64
108,12813531,1935067,632,409936,1.67
110,12837423,1974721,633,419840,1.71
112,12841176,2006931,633,429072,1.74
114,12819657,2047715,633,439067,1.77
116,12830054,2086393,633,448828,1.8
118,12810629,2120408,633,458771,1.83
120,12812386,2151067,633,467315,1.86
122,12798658,2191363,633,476933,1.89
124,12806458,2225437,633,487123,1.92
126,12813606,2266863,634,497009,1.95
128,12824891,2297851,633,505798,1.98
130,12808578,2334548,633,515848,2.01
132,12796995,2364524,633,525933,2.04
134,12830070,2403823,633,536303,2.07
136,12822515,2437212,633,545015,2.1
138,12828955,2472647,633,554812,2.14
140,12849863,2513470,633,564624,2.17
142,12891540,2546204,633,574909,2.21
144,12855190,2575576,633,583850,2.23
146,12859568,2611193,632,593582,2.26
148,12854344,2646412,632,603384,2.29
150,12858001,2684042,632,613204,2.32
152,12851930,2714457,632,622118,2.35
154,12848449,2748786,632,631957,2.39
156,12849947,2787430,632,642018,2.42
158,12873211,2832026,633,652024,2.45
160,12861208,2863376,633,661081,2.48
162,12852127,2900053,633,670929,2.51
164,12841421,2942136,633,681098,2.54
166,12847711,2978091,633,690797,2.57
168,12841809,3012380,633,699670,2.6
170,12858949,3045601,633,709263,2.63
172,12858837,3085400,633,719151,2.67
174,12871357,3121314,634,729111,2.7
176,12867676,3162167,634,738222,2.73
178,12850020,3193086,633,747618,2.76
180,12833743,3226049,633,757493,2.78
182,12851363,3261736,633,767353,2.82
184,12815705,3289299,632,776167,2.84
186,12823271,3323201,632,786290,2.87
188,12827507,3360797,632,796077,2.9
190,12840522,3392161,632,806015,2.94
192,12841659,3428155,632,814722,2.97
194,12832981,3462177,632,824327,3.001
196,12832657,3495146,632,834284,3.03
198,12832921,3536753,632,844231,3.06
200,12823507,3567426,632,853125,3.09
202,12826302,3603395,632,863085,3.12
204,12837631,3638519,632,872847,3.15
206,12830363,3664844,631,8259,3.18
208,12820676,3696296,631,17641,3.21
210,12829477,3733694,631,27905,3.24
212,12842585,3778110,631,38338,3.28
214,12842409,3815124,632,48425,3.31
216,12839691,3849074,632,57468,3.34
218,12839809,3886828,632,67200,3.37
220,12824320,3925073,632,77288,3.4
222,12828018,3960071,632,87299,3.43
224,12814351,3991819,631,96468,3.45
226,12825132,4025024,631,106526,3.49
228,12841538,4060967,631,116543,3.52
230,12852838,4100820,632,126554,3.56
232,12856409,4131991,632,135476,3.59
234,12845131,4167040,631,144992,3.62
236,12851125,4201300,631,154921,3.65
238,12848550,4241408,632,164816,3.68
240,12851384,4272489,632,173741,3.71
242,12844614,4303660,631,183865,3.74
244,12844978,4337549,631,193985,3.77
246,12844248,4376477,631,204176,3.8
248,12847562,4407162,631,213413,3.83
250,12850636,4442440,631,222906,3.87
252,12849899,4479250,631,232777,3.89
254,12856017,4518687,631,242945,3.93
256,12856550,4556051,631,252044,3.96
258,12852041,4593488,631,261623,3.99
260,12858693,4633068,632,271542,4.02
262,12874819,4670193,632,281768,4.06
264,12866295,4706143,632,291140,4.09
266,12861577,4741274,632,300509,4.12
268,12874427,4777095,632,310752,4.15
270,12879765,4814222,632,321071,4.18
272,12877540,4850697,632,330108,4.21
274,12876472,4880597,632,339732,4.24
276,12873303,4919305,632,349471,4.27
278,12890926,4950268,632,359377,4.31
280,12889324,4978772,631,368400,4.34
282,12877411,5010819,631,377826,4.37
284,12879997,5053068,631,387867,4.4
286,12885418,5089070,631,398133,4.43
288,12890236,5119420,631,407447,4.46
290,12882589,5157146,631,417221,4.49
292,12883112,5195161,631,426978,4.52
294,12884737,5232132,632,437028,4.56
296,12882009,5263783,632,446335,4.58
298,12865510,5300582,631,456028,4.61
300,12862230,5332739,631,465851,4.64
302,12862165,5367316,631,475379,4.67
304,12861399,5401223,631,484770,4.7
306,12860227,5442564,631,494361,4.73
308,12858248,5473815,631,504430,4.76
310,12859633,5512294,631,514513,4.79
312,12853261,5544435,631,523609,4.82
314,12851555,5582158,631,533211,4.85
316,12854307,5619247,631,543613,4.88
318,12852326,5661580,632,554007,4.91
320,12855327,5702059,632,563868,4.95
322,12864594,5742039,632,574067,4.98
324,12868915,5776457,632,583315,5.01
326,12860366,5810611,632,592722,5.04
328,12855831,5842700,632,602999,5.07
330,12855547,5875583,632,612564,5.1
332,12851868,5911408,632,621758,5.13
334,12861984,5948777,632,631421,5.16
336,12860695,5982933,632,641169,5.19
338,12858534,6020060,632,651130,5.22
340,12852795,6050827,632,660367,5.25
342,12865315,6091697,632,669953,5.29
344,12865696,6122976,632,679896,5.32
346,12865319,6160954,632,689953,5.35
348,12859137,6191294,632,699237,5.38
350,12858192,6227380,632,708826,5.41
352,12859655,6268277,632,719033,5.44
354,12863808,6310872,632,729276,5.47
356,12863881,6342674,632,738716,5.5
358,12862460,6375317,632,748412,5.53
360,12860907,6412996,632,758255,5.56
362,12858419,6447270,632,768105,5.59
364,12853311,6480596,632,777311,5.62
366,12850586,6514196,632,786952,5.65
368,12853487,6553690,632,797220,5.68
370,12865891,6593970,632,807326,5.72
372,12857737,6625638,632,816485,5.75
374,12849951,6662941,632,825689,5.77
376,12845694,6697548,632,835606,5.81
378,12855648,6733392,632,845419,5.84
380,12854488,6764303,632,854635,5.87
382,12853712,6799891,632,864374,5.9
384,12846154,6828985,632,874371,5.93
386,12846580,6857351,631,6183,5.96
388,12856599,6896656,632,16198,5.99
390,12852950,6922214,631,25219,6.02
392,12852987,6958386,631,35464,6.05
394,12849343,6992943,631,45170,6.08
396,12853933,7028450,631,55432,6.11
398,12849976,7054601,631,64336,6.14
400,12858465,7096199,631,74781,6.18
402,12862879,7128825,631,84985,6.21
404,12862185,7169736,631,95324,6.24
406,12862254,7198508,631,104034,6.27
408,12872191,7233695,631,114043,6.31
410,12873101,7271838,631,124079,6.34
412,12871961,7306899,631,134369,6.37
414,12867948,7337375,631,143177,6.4
416,12874439,7382690,631,153248,6.43
418,12874992,7418907,631,163253,6.46
420,12871944,7457333,631,173163,6.49
422,12866074,7486425,631,182000,6.52
424,12865255,7525095,631,191866,6.55
426,12859497,7559656,631,202240,6.58
428,12862596,7600755,631,212355,6.61
430,12857296,7631577,631,220941,6.64
432,12863636,7671506,631,230946,6.67
434,12867979,7709590,631,241267,6.71
436,12868065,7739727,631,5473,6.87
438,12863778,7771302,631,14360,6.9
440,12872217,7807131,631,24501,6.93
442,12878341,7846263,631,34254,6.97
444,12876970,7887552,631,44079,7.001
446,12874117,7917376,631,53051,7.03
448,12876557,7955654,631,62996,7.06
450,12879060,7989964,631,73232,7.09
452,12879956,8027953,632,83373,7.13
454,12878799,8067719,632,92488,7.16
456,12879796,8102909,632,102617,7.19
458,12874809,8141539,632,112775,7.22
460,12883454,8178873,632,122879,7.25
462,12876103,8208564,632,131606,7.28
464,12877458,8247765,632,141721,7.31
466,12888261,8288151,632,151487,7.35
468,12887224,8322517,632,161320,7.38
470,12887617,8354972,632,170320,7.41
472,12882686,8392776,632,180077,7.44
474,12887593,8428866,632,190158,7.48
476,12883276,8470534,632,200198,7.51
478,12882099,8499179,632,209082,7.54
480,12878829,8530958,632,219032,7.56
482,12882855,8572781,632,229111,7.6
484,12883662,8608365,632,239579,7.63
486,12877113,8634838,632,248520,7.66
488,12876794,8672014,632,258808,7.69
490,12883723,8704472,632,268817,7.73
492,12881827,8742872,632,278529,7.76
494,12874969,8769939,631,287485,7.78
496,12880916,8809513,632,297657,7.82
