secs,pps,tps,gps
0,219248,69266,10423
2,220492,69152,10481
4,221366,69280,10521
6,218619,68672,10392
8,212114,66720,10083
10,211190,66406,10039
12,213801,67259,10164
14,214900,67649,10216
16,215789,67999,10259
18,216104,68210,10275
20,216336,68298,10286
22,216624,68433,10300
24,216825,68467,10309
26,216909,68585,10313
28,214429,67826,10195
30,214630,67891,10205
32,215071,68038,10226
34,215369,68114,10240
36,215463,68156,10244
38,215562,68167,10249
40,215282,68095,10236
42,213703,67601,10161
44,213953,67694,10173
46,214071,67749,10179
48,214238,67769,10186
50,212973,67377,10126
52,213507,67538,10151
54,213664,67622,10159
56,214012,67710,10176
58,214160,67765,10183
60,213064,67418,10130
62,213223,67497,10138
64,213378,67559,10146
66,213542,67603,10153
68,213741,67658,10163
70,214023,67726,10176
72,214098,67765,10179
74,213310,67529,10142
76,213374,67559,10145
78,213552,67624,10154
80,213672,67662,10159
82,213765,67695,10164
84,213776,67694,10164
86,213756,67674,10163
88,213772,67682,10164
90,213971,67751,10174
92,214136,67818,10181
94,214304,67879,10189
96,214333,67889,10191
98,214367,67894,10192
100,214443,67935,10196
102,214496,67957,10199
104,214617,67991,10204
106,214693,68017,10208
108,214824,68069,10214
110,215040,68115,10224
112,215069,68130,10226
114,215222,68176,10233
116,215254,68192,10234
118,215354,68208,10239
120,215419,68223,10242
122,215403,68215,10241
124,215504,68248,10246
126,215565,68269,10249
128,215621,68280,10252
130,215149,68125,10229
132,215239,68154,10234
134,215296,68174,10236
136,215216,68155,10233
138,214881,68050,10217
140,214948,68063,10220
142,214966,68065,10221
144,214528,67922,10200
146,214406,67885,10194
148,214577,67933,10202
150,214675,67959,10207
152,214811,67993,10213
154,214858,68019,10215
156,214468,67905,10197
158,214550,67932,10201
160,214600,67960,10203
162,214672,67979,10207
164,214711,67995,10208
166,214693,67990,10208
168,214717,68000,10209
170,214774,68010,10211
172,214905,68042,10218
174,215029,68082,10223
176,215077,68101,10226
178,215194,68133,10231
180,215173,68129,10230
182,215287,68169,10236
184,215343,68189,10238
186,215357,68206,10239
188,214986,68097,10222
190,214988,68102,10222
192,215052,68119,10225
194,215069,68122,10225
196,214747,68022,10210
198,214826,68047,10214
200,214944,68086,10219
202,215002,68108,10222
204,214672,68002,10207
206,214688,68007,10207
208,214672,68005,10207
210,214733,68019,10209
212,214729,68020,10209
214,214779,68034,10212
216,214641,67981,10205
218,214526,67949,10200
220,214621,67980,10204
222,214643,67988,10205
224,214693,67999,10207
226,214412,67910,10194
228,214375,67894,10192
230,214413,67901,10194
232,214396,67898,10193
234,214157,67822,10182
236,214192,67837,10184
238,214243,67854,10186
240,214261,67858,10187
242,214364,67886,10192
244,214406,67895,10194
246,214407,67895,10194
248,214407,67900,10194
250,214464,67916,10197
252,214487,67927,10198
254,214341,67882,10191
256,214258,67858,10187
258,214295,67865,10188
260,214344,67877,10191
262,214339,67876,10191
264,214356,67880,10191
266,214376,67885,10192
268,214427,67898,10195
270,214467,67904,10196
272,214527,67920,10199
274,214557,67929,10200
276,214589,67937,10202
278,214363,67862,10191
280,214407,67872,10193
282,214461,67889,10196
284,214459,67885,10195
286,214216,67807,10184
288,214225,67815,10184
290,214255,67827,10186
292,214236,67820,10185
294,214274,67830,10187
296,214044,67757,10175
298,214095,67776,10178
300,214169,67796,10181
302,214235,67818,10184
304,214296,67835,10187
306,214086,67770,10177
308,214156,67789,10181
310,214177,67795,10181
312,214138,67783,10180
314,214169,67791,10181
316,214164,67792,10181
318,214166,67794,10181
320,214187,67799,10182
322,214198,67804,10182
324,214273,67823,10186
326,214319,67836,10188
328,214355,67853,10190
330,214174,67791,10181
332,214214,67808,10183
334,214239,67814,10184
336,214267,67822,10185
338,214284,67828,10186
340,214314,67838,10187
342,214117,67775,10178
344,214148,67782,10179
346,214213,67805,10182
348,214232,67811,10183
350,214253,67817,10184
352,214306,67835,10187
354,214331,67841,10188
356,214388,67858,10190
358,214423,67869,10192
360,214444,67875,10193
362,214462,67880,10194
364,214375,67858,10190
366,214267,67825,10185
368,214312,67837,10187
370,214319,67846,10187
372,214353,67854,10189
374,214177,67798,10180
376,214220,67810,10182
378,214266,67818,10184
380,214249,67812,10183
382,214254,67816,10184
384,214281,67823,10185
386,214263,67818,10184
388,214120,67774,10177
390,214185,67789,10180
392,214219,67800,10182
394,214187,67792,10180
396,214085,67757,10175
398,214143,67776,10178
400,214143,67777,10178
402,214129,67777,10177
404,214141,67777,10178
406,214174,67788,10179
408,214190,67796,10180
410,214170,67790,10179
412,214153,67784,10178
414,214180,67791,10180
416,214016,67739,10172
418,214056,67753,10174
420,214088,67761,10175
422,214071,67756,10174
424,213950,67716,10169
426,213929,67711,10168
428,213977,67727,10170
430,213983,67727,10170
432,214011,67733,10171
434,214036,67743,10173
436,213918,67707,10167
438,213912,67706,10167
440,213926,67714,10167
442,213950,67724,10168
444,213789,67673,10161
446,213831,67684,10163
448,213833,67686,10163
450,213866,67698,10164
452,213717,67652,10157
454,213728,67657,10158
456,213769,67670,10160
458,213794,67679,10161
460,213824,67689,10162
462,213865,67702,10164
464,213901,67713,10166
466,213777,67672,10160
468,213816,67683,10162
470,213847,67694,10163
472,213874,67702,10164
474,213913,67713,10166
476,213943,67722,10168
478,213938,67721,10167
480,213958,67727,10168
482,213972,67736,10169
484,213826,67690,10162
486,213862,67699,10164
488,213877,67706,10164
490,213897,67712,10165
492,213915,67717,10166
494,213946,67726,10168
496,213957,67730,10168
