secs,pps,tps,gps
0,216044,69539,10282
2,215867,69986,10276
4,215846,69890,10276
6,215934,69856,10279
8,215575,69760,10262
10,214585,69586,10216
12,215310,69705,10250
14,214987,69633,10234
16,214672,69562,10220
18,214196,69456,10198
20,214304,69496,10203
22,214052,69474,10191
24,213688,69331,10173
26,213496,69273,10164
28,213646,69306,10172
30,213496,69284,10165
32,213322,69258,10157
34,213465,69311,10163
36,213317,69282,10157
38,211275,68628,10059
40,211513,68644,10070
42,211588,68667,10074
44,211717,68725,10080
46,211802,68755,10084
