secs,pps,tps,gps
0,243583,74354,11597
2,235280,72404,11205
4,236497,72359,11259
6,236160,72154,11242
8,234733,71772,11174
10,232957,71201,11090
12,231643,70875,11028
14,231413,70738,11017
16,231715,70803,11031
18,231693,70759,11029
20,231696,70794,11029
22,231829,70870,11036
24,232194,70979,11053
26,232373,71099,11062
28,232649,71176,11075
30,233185,71276,11100
32,233152,71253,11098
34,230974,70558,10994
36,231167,70619,11003
38,231384,70638,11013
40,231436,70639,11015
42,231695,70723,11028
44,230161,70245,10955
46,230603,70353,10975
