secs,pps,tps,gps
0,226793,72070,10798
2,226617,71460,10786
4,227923,71535,10848
6,227494,71471,10829
8,227662,71558,10837
10,228117,71680,10859
12,227981,71724,10853
14,227229,71583,10818
16,227086,71580,10812
18,225014,70928,10713
20,222520,70158,10595
22,222550,70183,10596
24,222299,70130,10585
26,222403,70192,10590
28,222375,70169,10588
30,222412,70170,10590
32,222495,70197,10594
34,220345,69506,10491
36,220692,69638,10508
38,220602,69625,10504
40,220924,69718,10519
42,221053,69733,10525
44,221291,69798,10537
46,221577,69905,10550
