secs,pps,tps,gps
8,6107,7392,291
10,6107,7392,291
12,6107,7392,291
14,6107,7392,291
16,6107,7392,291
18,6004,7250,286
20,6004,7250,286
22,6004,7250,286
24,6004,7250,286
26,6004,7250,286
28,6158,7284,293
30,6158,7284,293
32,6158,7284,293
34,6158,7284,293
36,6158,7284,293
38,6154,7297,293
40,6154,7297,293
42,6154,7297,293
44,6154,7297,293
46,6154,7297,293
48,6146,7310,292
50,6146,7310,292
52,6146,7310,292
54,6146,7310,292
56,6189,7343,294
58,6189,7343,294
60,6189,7343,294
62,6189,7343,294
64,6189,7343,294
66,6123,7283,291
68,6123,7283,291
70,6123,7283,291
72,6123,7283,291
74,6123,7283,291
76,6123,7277,291
78,6123,7277,291
80,6123,7277,291
82,6123,7277,291
84,6123,7277,291
86,6153,7315,293
88,6153,7315,293
90,6153,7315,293
92,6153,7315,293
94,6153,7315,293
96,6158,7319,293
