secs,pps,tps,gps
0,218561,68816,10404
2,222792,69567,10598
4,221645,69640,10546
6,220524,69197,10493
8,220809,69342,10507
10,220779,69323,10505
12,220370,69168,10485
14,221043,69450,10518
16,221227,69598,10527
18,221239,69551,10528
20,220203,69308,10479
22,219612,69097,10451
24,219468,69089,10444
26,219965,69242,10467
28,220163,69299,10477
30,220603,69421,10498
32,220757,69455,10505
34,220973,69534,10515
36,220724,69497,10504
38,220455,69416,10491
40,220396,69382,10488
42,220665,69474,10501
44,220702,69497,10502
46,220499,69456,10493
48,220666,69503,10501
50,220651,69539,10500
52,220725,69563,10504
54,220623,69529,10499
56,220698,69544,10502
58,220654,69552,10500
60,220789,69558,10507
62,220941,69594,10514
64,221052,69620,10519
66,219735,69209,10456
68,219829,69241,10461
70,219908,69261,10464
72,219926,69274,10465
74,219124,69013,10427
76,219218,69027,10431
78,219472,69101,10443
80,219540,69123,10446
82,219656,69163,10452
84,219731,69164,10455
86,219838,69185,10460
88,219833,69185,10460
90,219817,69184,10459
92,219821,69180,10459
94,219942,69215,10465
96,219933,69209,10465
98,220121,69254,10473
100,220148,69280,10475
102,220104,69260,10473
104,220038,69244,10469
106,220068,69250,10471
108,219380,69033,10438
110,219410,69039,10440
112,219377,69036,10438
114,219398,69048,10439
116,219472,69059,10442
118,218840,68863,10412
120,218966,68913,10418
122,219064,68944,10423
124,219036,68950,10422
126,218474,68778,10395
128,218689,68841,10405
130,218750,68865,10408
132,218814,68887,10411
134,218239,68712,10384
136,218247,68711,10384
138,218288,68723,10386
140,218289,68714,10386
142,218248,68700,10384
144,218346,68725,10389
146,218363,68724,10390
148,218437,68748,10393
150,218494,68768,10396
152,218532,68792,10398
154,218572,68801,10400
156,218650,68834,10403
158,218725,68852,10407
160,218248,68701,10384
162,218286,68714,10386
164,218311,68725,10387
166,218350,68732,10389
168,218432,68761,10393
170,218472,68775,10395
172,218037,68654,10374
174,218113,68675,10378
176,218166,68693,10380
178,218205,68712,10382
180,217790,68589,10363
182,217857,68611,10366
184,217960,68645,10371
186,218006,68659,10373
188,217669,68549,10357
190,217778,68591,10362
192,217893,68617,10367
194,217988,68644,10372
196,218078,68675,10376
198,218131,68697,10379
200,218210,68722,10383
202,218272,68743,10385
204,218331,68758,10388
206,218367,68769,10390
208,218434,68780,10393
210,218522,68805,10397
212,218616,68823,10402
214,218577,68820,10400
216,218643,68838,10403
218,218689,68855,10405
220,218774,68875,10409
222,218764,68877,10409
224,218784,68892,10410
226,218723,68873,10407
228,218446,68790,10394
230,218486,68798,10396
232,218562,68815,10399
234,218473,68781,10395
236,218318,68727,10387
238,218394,68748,10391
240,218482,68775,10395
242,218445,68761,10393
244,218245,68704,10384
246,218158,68679,10380
248,218164,68679,10380
250,218219,68695,10382
252,218278,68712,10385
254,218291,68716,10386
256,218300,68721,10386
258,218352,68738,10389
260,218374,68739,10390
262,218362,68739,10389
264,218403,68752,10391
266,218520,68788,10397
268,218540,68794,10397
270,218548,68796,10398
272,218297,68717,10386
274,218305,68723,10386
276,218344,68734,10388
278,218361,68741,10389
280,218109,68666,10377
282,218139,68678,10378
284,218179,68692,10380
286,218176,68690,10380
288,217997,68630,10371
290,218034,68643,10373
292,218091,68658,10376
294,218005,68631,10372
296,217864,68588,10365
298,217940,68611,10369
300,217969,68620,10370
302,218010,68633,10372
304,218073,68653,10375
306,218097,68663,10376
308,218132,68669,10378
310,217886,68592,10366
312,217982,68627,10371
314,218008,68640,10372
316,218035,68650,10373
318,218066,68660,10375
320,218139,68679,10378
322,218189,68697,10380
324,218237,68713,10383
326,218262,68722,10384
328,218297,68731,10386
330,218329,68744,10387
332,218350,68754,10388
334,218183,68703,10380
336,218225,68716,10382
338,218292,68735,10385
340,218330,68747,10387
342,218149,68691,10378
344,218188,68702,10380
346,218152,68693,10379
348,218150,68693,10378
350,217968,68638,10370
352,217982,68642,10370
354,218033,68657,10373
356,218082,68672,10375
358,218106,68680,10376
360,218113,68683,10377
362,217910,68619,10367
364,217955,68632,10369
366,218009,68649,10372
368,218048,68664,10374
370,218084,68673,10375
372,217898,68613,10366
374,217965,68635,10370
376,218006,68649,10371
378,218076,68668,10375
380,218085,68670,10375
382,217880,68606,10365
384,217925,68616,10368
386,217969,68627,10370
388,217973,68632,10370
390,217804,68579,10362
392,217842,68589,10364
394,217909,68608,10367
396,217920,68611,10367
398,217739,68554,10359
400,217742,68557,10359
402,217769,68568,10360
404,217776,68571,10360
406,217594,68514,10352
408,217649,68531,10354
410,217681,68541,10356
412,217701,68547,10357
414,217536,68493,10349
416,217570,68505,10351
418,217590,68514,10352
420,217611,68522,10353
422,217435,68469,10344
424,217431,68470,10344
426,217457,68480,10345
428,217482,68489,10346
430,217303,68436,10338
432,217348,68449,10340
434,217377,68460,10341
436,217380,68462,10342
438,217265,68417,10336
440,217296,68426,10338
442,217328,68438,10339
444,217344,68444,10340
446,217365,68452,10341
448,217221,68404,10334
450,217254,68418,10336
452,217293,68428,10337
454,217313,68436,10338
456,217314,68439,10338
458,217332,68446,10339
460,217355,68453,10340
462,217400,68469,10343
464,217440,68480,10344
466,217432,68479,10344
468,217467,68491,10346
470,217483,68494,10346
472,217512,68506,10348
474,217524,68509,10348
476,217565,68520,10350
478,217601,68528,10352
480,217612,68534,10353
482,217627,68540,10353
484,217644,68546,10354
486,217681,68555,10356
488,217681,68559,10356
490,217548,68517,10350
492,217556,68521,10350
494,217580,68527,10351
496,217609,68534,10352
