secs,pps,tps,gps,glst,bpc
0,1575940,56905,4940,4,0.00132
2,2213421,112183,6705,28,0.00532
4,1049052,196896,4061,2,0.00785
6,1311417,307347,4470,0,0.0111
8,1373439,419278,4730,40,0.0155
10,1295108,516909,4809,174,0.0177
12,1267569,570287,4678,0,0.021
14,1469692,697664,4850,5,0.0265
16,1570708,809326,4996,0,0.0317
18,1445143,812410,4719,8,0.0346
20,1409500,920422,4751,6,0.0378
22,1427764,1032948,4933,0,0.0402
24,1479963,1151299,5016,1,0.0434
26,1439887,1260306,5000,1,0.046
28,1506610,1335365,5081,65,0.0486
30,1468587,1375274,4964,49,0.0506
32,1458494,1450286,4911,37,0.0539
34,1492891,1575124,5030,1,0.0571
36,1479277,1626544,4940,0,0.0595
38,1491926,1788120,5046,43,0.063
40,1522956,2077787,5327,1,0.0649
42,1551958,2245105,5503,2,0.0669
44,1506709,2304632,5415,72,0.0694
46,1510783,2428912,5475,0,0.0716
48,1466854,2471526,5399,2,0.075
50,1460900,2566745,5416,12,0.0773
52,1544900,2777691,5560,12,0.0835
54,1544557,2832113,5538,34,0.0877
56,1565627,2873934,5464,0,0.0923
58,1591156,3111031,5598,1,0.0939
60,1603726,3186954,5620,8,0.0974
62,1586707,3303857,5614,4,0.0998
64,1573364,3409108,5624,10,0.103
66,1578552,3558878,5691,0,0.106
68,1568852,3540487,5609,5,0.113
70,1554388,3556526,5545,22,0.117
72,1561337,3653533,5541,38,0.12
74,1554286,3700396,5508,3,0.124
76,1547174,3794403,5532,0,0.126
78,1521556,3850802,5481,0,0.128
80,1550993,4008629,5513,0,0.131
82,1544085,4156140,5561,0,0.137
84,1509568,4119100,5466,16,0.14
86,1497149,4228272,5475,40,0.141
88,1493336,4393555,5526,13,0.143
90,1497008,4591480,5604,0,0.146
92,1471983,4682691,5591,0,0.147
94,1473098,4798071,5608,2,0.149
96,1478644,4953702,5659,37,0.152
98,1478027,5032940,5649,20,0.155
100,1464707,5091248,5626,1,0.157
102,1461113,5189554,5650,5,0.159
104,1485586,5273926,5626,14,0.165
106,1470659,5326367,5586,9,0.167
108,1479557,5387119,5589,3,0.173
110,1468742,5464659,5576,0,0.18
112,1471629,5498917,5539,0,0.184
114,1482689,5586977,5536,1,0.189
116,1475900,5672627,5529,0,0.194
118,1483670,5879221,5574,44,0.196
120,1490355,6050625,5618,1,0.199
122,1472104,6080573,5582,6,0.2
124,1480246,6262853,5624,1,0.204
126,1481995,6339343,5621,23,0.208
128,1476902,6434661,5625,0,0.211
130,1471780,6487107,5610,7,0.214
132,1467948,6514776,5595,16,0.217
134,1453570,6513279,5555,0,0.22
136,1447270,6572869,5526,4,0.224
138,1438126,6672562,5520,2,0.227
140,1461124,6837817,5542,4,0.231
142,1460294,6965319,5561,1,0.233
144,1456075,7125211,5587,1,0.235
146,1466637,7226227,5603,11,0.241
148,1462527,7353616,5604,7,0.244
150,1482932,7530468,5633,0,0.25
152,1481277,7603324,5628,37,0.253
154,1477681,7724226,5641,4,0.255
156,1470796,7831660,5636,211,0.257
158,1463275,7862470,5625,11,0.259
160,1451066,7937764,5614,85,0.261
162,1450908,8035983,5610,0,0.264
164,1454331,8187209,5627,65,0.268
166,1459807,8328853,5646,1,0.27
168,1481536,8498197,5668,28,0.275
170,1479786,8583525,5671,2,0.278
172,1473131,8687971,5672,8,0.281
174,1463207,8720618,5656,0,0.283
176,1451095,8733868,5628,127,0.284
178,1441623,8755259,5604,10,0.286
180,1437663,8889261,5608,2,0.288
182,1440968,9006798,5624,1,0.291
184,1441456,9180762,5646,3,0.293
186,1444133,9258760,5630,11,0.296
188,1442862,9320881,5626,6,0.3
190,1437701,9464551,5637,0,0.305
192,1444448,9540306,5634,191,0.309
194,1446783,9647260,5636,7,0.313
196,1446991,9700260,5634,91,0.318
198,1452886,9775674,5624,0,0.323
200,1455184,9919331,5627,1,0.328
202,1454271,10075943,5650,57,0.331
204,1469046,10225552,5663,65,0.336
206,1466640,10259906,5657,18,0.338
208,1467701,10361945,5661,1,0.342
210,1461099,10483651,5652,0,0.344
212,1455961,10556203,5648,97,0.347
214,1449522,10616677,5637,7,0.349
216,1445990,10621886,5627,0,0.351
218,1438750,10659379,5598,64,0.354
220,1444261,10863168,5626,1,0.358
222,1454628,10979350,5632,7,0.361
224,1455328,11071988,5626,2,0.365
226,1466428,11319025,5669,74,0.368
228,1469098,11434737,5675,0,0.371
230,1466689,11469343,5664,47,0.375
232,1460849,11508116,5649,1,0.378
234,1450205,11496553,5620,24,0.38
236,1443396,11513388,5594,43,0.382
238,1458423,11707717,5621,0,0.388
240,1464864,11823389,5632,1,0.392
242,1466466,11939440,5632,2,0.396
244,1464453,11979630,5624,2,0.399
246,1477073,12091256,5621,33,0.407
248,1473658,12136660,5610,0,0.418
250,1467432,12160750,5594,61,0.421
252,1470839,12242294,5594,68,0.424
254,1472860,12322701,5593,5,0.429
256,1464744,12350267,5579,4,0.435
258,1459221,12379268,5549,0,0.438
260,1457597,12482175,5553,75,0.441
262,1463612,12640930,5572,20,0.443
264,1459472,12754171,5570,21,0.448
266,1462024,12895988,5586,283,0.45
268,1457846,12975396,5579,0,0.453
270,1465009,13046636,5580,0,0.457
272,1458043,13090536,5564,0,0.46
274,1455355,13235616,5570,0,0.463
276,1459278,13340645,5575,41,0.466
278,1459353,13461530,5576,2,0.471
280,1466011,13554203,5581,25,0.475
282,1472576,13597870,5570,0,0.48
284,1473924,13693833,5575,3,0.484
286,1470410,13667097,5550,12,0.49
288,1471359,13831869,5555,42,0.494
290,1476950,13965831,5566,70,0.5
292,1478154,14016156,5554,48,0.504
294,1477535,14159975,5560,3,0.507
296,1481402,14281541,5571,6,0.511
298,1484652,14367714,5563,3,0.516
300,1488435,14499159,5578,25,0.52
302,1489715,14572165,5574,19,0.524
304,1482132,14608916,5561,0,0.525
306,1490293,14750489,5570,144,0.53
308,1494410,14909578,5578,0,0.534
310,1492487,14956411,5569,0,0.537
312,1491404,15056556,5567,0,0.54
314,1495336,15113045,5566,6,0.544
316,1489016,15213479,5560,189,0.548
318,1490273,15283946,5560,2,0.551
320,1488155,15432895,5567,21,0.553
322,1488342,15539038,5568,0,0.555
324,1487025,15580974,5562,7,0.558
326,1485872,15705216,5564,8,0.561
328,1482919,15827019,5570,0,0.563
330,1479273,15919734,5566,3,0.565
332,1487731,15994108,5567,0,0.571
334,1487943,16008273,5548,3,0.58
336,1484606,16032939,5544,65,0.582
338,1480886,16165108,5549,2,0.583
340,1474392,16198503,5536,12,0.585
342,1469600,16266939,5527,0,0.588
344,1469771,16372453,5531,28,0.591
346,1463548,16411169,5520,98,0.593
348,1468366,16477324,5515,0,0.6
350,1466263,16493962,5508,39,0.604
352,1466201,16550660,5504,71,0.607
354,1468477,16630275,5491,7,0.61
356,1469636,16794571,5502,42,0.613
358,1465972,16850508,5497,0,0.614
360,1465057,16937771,5498,0,0.618
362,1472224,17022324,5491,71,0.623
364,1470209,17129582,5495,5,0.626
366,1470685,17186761,5491,26,0.629
368,1473757,17249726,5488,7,0.633
370,1473465,17355617,5488,108,0.637
372,1473103,17424095,5480,58,0.64
374,1472600,17546809,5485,0,0.643
376,1477104,17700407,5492,0,0.647
378,1480624,17769237,5492,4,0.65
380,1492834,17926103,5500,0,0.66
382,1491572,18023451,5497,33,0.666
384,1490066,18159050,5506,7,0.669
386,1487424,18254893,5507,13,0.671
388,1493390,18387375,5515,47,0.675
390,1497377,18660465,5537,0,0.678
392,1497563,18739524,5536,60,0.682
394,1493875,18769387,5527,46,0.685
396,1492970,18817282,5517,4,0.687
398,1496334,18965008,5526,12,0.692
400,1494628,18974615,5519,0,0.696
402,1492167,18979760,5503,38,0.702
404,1488419,19017970,5490,10,0.706
406,1493982,19053869,5494,2,0.713
408,1488067,19099815,5476,0,0.716
410,1485363,19163961,5471,36,0.718
412,1483610,19185357,5464,8,0.72
414,1482938,19309533,5462,15,0.722
416,1484076,19447993,5474,5,0.725
