secs,pps,tps,gps
0,186156,63731,8857
2,185799,63638,8841
4,186058,63775,8855
6,184787,63281,8794
8,180823,61784,8605
10,181086,61951,8618
12,182301,62280,8675
14,179746,61442,8553
16,180456,61659,8587
18,182062,62108,8663
20,182351,62252,8677
22,181888,62134,8655
24,182365,62272,8677
26,182266,62285,8673
28,180205,61573,8575
30,180303,61633,8579
32,180197,61548,8574
34,180001,61514,8565
36,179802,61435,8555
38,179968,61505,8563
40,180075,61532,8568
42,180083,61561,8569
44,180324,61658,8581
46,179159,61250,8525
