secs,pps,tps,gps
0,219154,69262,10434
2,196322,61878,9344
4,203904,64270,9704
6,208261,65579,9911
8,209705,66165,9981
10,212185,66940,10100
12,213634,67389,10169
14,214216,67587,10196
16,210845,66620,10036
18,212185,66994,10100
20,212661,67089,10122
22,214015,67458,10186
24,214875,67721,10227
26,215385,67946,10252
28,215835,68033,10273
30,216436,68210,10301
32,216841,68297,10320
34,215151,67788,10240
36,215781,68037,10270
38,216430,68213,10301
40,216823,68354,10320
42,216957,68411,10326
44,215684,67996,10266
46,216133,68132,10287
