secs,pps,tps,gps
0,242883,76353,11553
2,240239,76030,11431
4,237111,75117,11282
6,235258,74743,11196
8,234935,74608,11180
10,234932,74680,11181
12,234676,74635,11169
14,234741,74641,11172
16,234839,74553,11176
18,235143,74604,11190
20,234668,74526,11168
22,234066,74389,11140
24,234070,74372,11140
26,234347,74412,11153
28,234165,74287,11144
30,233768,74192,11125
32,233869,74147,11130
34,231668,73413,11025
36,231764,73462,11029
38,231730,73462,11028
40,231759,73447,11029
42,231953,73495,11038
44,231722,73403,11027
46,231762,73395,11029
48,231738,73400,11027
50,231199,73220,11002
52,229920,72839,10941
54,229848,72789,10937
56,229778,72790,10934
58,229729,72780,10932
60,228345,72350,10866
62,228422,72378,10870
64,228394,72329,10868
66,228019,72218,10850
68,226784,71838,10792
70,226543,71767,10780
72,226464,71759,10777
74,226540,71777,10780
76,225394,71417,10726
78,225503,71445,10731
80,225528,71445,10732
82,225415,71397,10727
84,224564,71121,10686
86,224724,71162,10694
88,224839,71205,10699
90,224922,71229,10703
92,224995,71240,10707
94,224317,71022,10674
96,224150,70969,10666
