secs,pps,tps,gps,glst,bpc
2,8794558,20036,566,11734,0.018
4,10353729,44594,663,26235,0.0457
6,10391234,67399,691,40315,0.0685
8,10618389,87704,690,54769,0.0943
10,10581095,111267,695,68782,0.119
12,10686821,133708,698,81925,0.144
14,10728010,157717,704,95318,0.169
16,10753974,180201,707,108265,0.193
18,10776862,203610,707,121923,0.219
20,10910768,224540,710,135336,0.246
22,10941514,247630,708,148692,0.272
24,10953386,265658,706,161715,0.296
26,10859411,284488,701,174685,0.319
28,10782236,302967,697,188602,0.34
30,10780304,322940,696,201621,0.364
32,10737695,342384,694,213921,0.388
34,10705015,357202,689,226295,0.41
36,10633578,375769,685,239154,0.433
38,10588245,399606,687,252462,0.455
40,10565494,416782,684,265827,0.477
42,10495285,431615,680,278431,0.499
44,10531962,454143,682,292132,0.522
46,10512799,474949,681,305644,0.546
48,10496822,493544,681,318776,0.569
50,10444492,508511,678,331338,0.591
52,10559601,532135,679,344551,0.621
54,10551506,552428,679,357903,0.645
56,10567443,577307,682,370794,0.67
58,10627099,598640,681,384167,0.696
60,10622841,621490,683,396663,0.721
62,10597858,640682,682,409428,0.743
64,10666287,658866,682,422536,0.771
66,10653266,681121,682,435934,0.795
68,10639114,696878,680,448695,0.818
70,10632137,718138,680,462306,0.841
72,10622112,737746,680,475363,0.866
74,10610260,755869,680,488081,0.888
76,10611604,777645,680,501450,0.911
78,10595902,796971,680,515012,0.935
80,10587932,817520,680,528380,0.959
82,10609622,841856,680,541833,0.986
84,10580903,859949,680,554305,1.01
86,10563094,877315,679,567744,1.03
88,10561899,898649,679,580833,1.05
90,10565506,916741,679,594598,1.07
92,10571590,937372,680,606916,1.1
94,10545662,957724,679,619740,1.12
96,10522129,980216,679,633163,1.14
98,10511016,999004,679,646956,1.17
100,10508515,1022208,679,659991,1.19
102,10490851,1042255,680,673160,1.21
104,10490063,1062314,680,686069,1.23
106,10474521,1080587,680,699539,1.26
108,10482342,1107848,681,712959,1.28
110,10485022,1126279,681,725971,1.3
112,10460985,1142823,680,738601,1.33
114,10458655,1160426,679,750557,1.35
116,10431439,1175463,677,762499,1.37
118,10405916,1192032,676,775483,1.39
120,10391694,1211276,676,788245,1.41
122,10370787,1220602,674,4961,1.41
124,10342637,1241785,673,17527,1.43
126,10350593,1263838,674,30929,1.46
128,10358568,1284059,674,43979,1.48
130,10348625,1301831,673,56656,1.5
132,10330517,1317584,672,5228,1.53
134,10333546,1336761,673,18513,1.55
136,10338221,1355035,672,30837,1.57
138,10339673,1375889,672,42796,1.59
140,10325065,1391603,671,55203,1.62
142,10323684,1411918,671,67710,1.64
144,10315358,1427554,671,80215,1.66
146,10298532,1443361,670,92356,1.68
148,10286670,1458049,669,104531,1.7
150,10277112,1478970,669,116697,1.72
152,10286615,1496388,668,129254,1.75
154,10266511,1513872,668,141541,1.77
156,10268478,1535949,668,154225,1.79
158,10256121,1552592,667,166466,1.81
160,10253375,1569196,667,179075,1.84
162,10254776,1589723,667,191634,1.86
164,10238618,1607064,667,203929,1.88
166,10223121,1624514,667,217297,1.9
168,10217847,1641937,666,229981,1.92
170,10216102,1662497,666,241902,1.94
172,10207978,1682292,667,253811,1.96
174,10198625,1700864,666,265966,1.98
176,10195824,1716533,665,278437,2.01
178,10186006,1731892,665,290726,2.03
180,10175032,1748709,664,303196,2.05
182,10162602,1762824,663,315427,2.07
184,10156709,1778965,663,328180,2.09
186,10149321,1799705,663,340920,2.11
188,10156446,1821150,663,353829,2.13
190,10164857,1840408,663,366558,2.16
192,10179181,1862540,663,378937,2.19
194,10182237,1883956,664,391230,2.21
