secs,pps,tps,gps,glst,bpc
0,1334797,114423,6742,194,0.00148
2,1196682,251335,6846,312,0.00367
4,1881800,400637,7111,384,0.00995
6,1894070,565992,7237,207,0.015
8,1982348,710976,7272,816,0.0199
10,1896423,848533,7232,1344,0.0223
12,1818641,979189,7152,1763,0.0265
14,1971118,1128655,7212,1890,0.0329
16,1919229,1276450,7251,2485,0.0361
18,1857029,1458396,7296,2952,0.0393
20,1790068,1592756,7259,2976,0.0413
22,1739692,1734836,7261,3525,0.0441
24,1828318,1882843,7286,3609,0.0505
26,1851255,2049514,7319,4113,0.0545
28,1861545,2182644,7289,4525,0.0594
30,1810578,2316939,7266,3931,0.0621
32,1828624,2449247,7240,4638,0.0669
34,1825699,2588265,7236,4652,0.0699
36,1829650,2721394,7216,4478,0.0738
38,1787577,2873267,7246,4507,0.0771
40,1828222,3016622,7253,4792,0.0817
42,1815331,3157416,7253,5330,0.0863
44,1799687,3289272,7233,5847,0.0895
46,1823501,3426165,7226,6289,0.0944
48,1873578,3563490,7220,6978,0.0998
50,1905228,3726650,7234,6700,0.107
52,1898017,3845232,7222,6964,0.111
54,1899162,3997475,7216,7167,0.115
56,1887042,4142763,7225,7401,0.119
58,1867517,4305200,7236,7591,0.121
60,1847691,4448924,7241,7776,0.124
62,1818594,4580724,7228,8179,0.126
64,1803538,4719564,7226,8875,0.129
66,1819591,4861020,7228,8920,0.134
68,1799444,5024392,7239,8645,0.137
70,1800703,5165111,7239,8634,0.141
72,1831786,5331766,7254,8450,0.147
74,1812363,5498453,7267,8654,0.15
76,1805869,5639793,7268,8754,0.153
78,1830847,5774959,7261,8969,0.158
80,1808111,5912014,7256,8651,0.161
82,1813223,6049491,7252,8617,0.165
84,1816891,6184113,7245,8356,0.17
86,1813847,6350052,7257,9192,0.173
88,1816962,6497553,7264,9655,0.178
90,1809056,6653767,7264,10124,0.181
92,1795284,6770621,7255,10422,0.184
94,1796941,6905113,7248,10687,0.187
96,1803253,7071153,7258,10827,0.193
