secs,pps,tps,gps
0,117091,46151,5576
2,115404,45574,5496
4,114897,45703,5473
6,115267,45657,5490
8,110584,43767,5266
10,110929,44109,5283
12,111615,44398,5316
14,111985,44462,5334
16,110139,43758,5246
18,111046,44173,5289
20,111837,44472,5327
22,112049,44563,5337
24,112433,44676,5355
26,111384,44259,5305
28,111626,44344,5317
30,111918,44463,5330
32,112140,44544,5341
34,112498,44694,5358
36,112549,44707,5360
38,111955,44467,5332
40,112025,44501,5335
42,112310,44578,5349
44,112568,44678,5361
46,112093,44497,5338
