secs,pps,tps,gps,glst,bpc
0,5270996,23424,577,355,0.013
5,4319640,49246,499,168,0.036
10,4210901,79895,506,585,0.056
15,4084278,110053,504,803,0.075
20,3987847,137218,502,906,0.093
25,3904350,162116,495,1139,0.111
30,3828542,185056,487,1359,0.128
35,3820536,208117,484,1619,0.148
40,3762675,230455,478,1951,0.164
45,3722398,254823,477,1983,0.182
50,3713082,276660,474,2292,0.200
55,3625061,299610,471,2500,0.215
60,3634863,322421,470,2606,0.233
65,3575085,345771,468,2708,0.248
70,3528060,365260,464,2997,0.263
75,3468989,386407,463,3173,0.276
80,3473311,407801,461,3408,0.294
85,3441330,430948,460,3562,0.309
90,3459580,452786,459,3644,0.329
95,3405168,469974,456,3682,0.340
100,3416298,492733,454,3867,0.359
105,3413749,511725,453,3997,0.376
110,3370222,534232,453,4281,0.390
115,3382432,558639,452,4583,0.407
120,3360729,579847,452,4707,0.422
125,3351074,604911,452,4801,0.439
130,3342610,628776,453,5007,0.454
135,3329576,649324,452,5217,0.470
140,3350540,673458,452,5377,0.489
145,3370630,693255,451,5720,0.510
150,3363528,718266,451,5838,0.525
155,3385103,740567,451,6152,0.547
160,3363507,761000,450,6340,0.561
165,3329533,782180,449,6266,0.572
170,3312789,802233,448,6718,0.586
175,3335747,827989,449,6947,0.608
180,3360391,847299,448,7261,0.628
185,3343592,868701,448,218,0.643
190,3366542,891969,448,342,0.663
195,3353858,909346,447,533,0.680
200,3348797,928763,446,736,0.695
205,3347683,953825,446,867,0.712
210,3337416,974928,446,986,0.728
215,3340650,998290,446,50,0.747
220,3342686,1021117,446,395,0.766
225,3336971,1043139,446,658,0.782
230,3343634,1067049,446,934,0.800
235,3324509,1090368,446,1118,0.814
240,3321578,1113454,446,1356,0.829
245,3313459,1135681,446,1602,0.845
250,3336415,1158464,446,1864,0.867
255,3324926,1177153,446,140,0.876
260,3333611,1201989,446,401,0.895
265,3322699,1225407,446,704,0.910
270,3337954,1247345,446,1115,0.930
275,3331733,1267767,445,1524,0.946
280,3327377,1289110,445,1700,0.962
285,3325662,1308505,445,2146,0.978
290,3328876,1328696,444,298,0.991
295,3335568,1352021,444,436,1.009
300,3322069,1371792,444,334,1.023
305,3329088,1392885,443,360,1.040
310,3337341,1417720,444,578,1.062
315,3335058,1439337,444,783,1.077
320,3338576,1463331,444,1044,1.095
325,3334535,1486794,444,1347,1.110
330,3332953,1509211,444,1789,1.127
335,3329718,1533897,444,105,1.129
340,3337639,1556058,444,198,1.148
345,3335253,1580190,444,86,1.165
350,3340181,1604945,445,207,1.183
355,3333337,1623158,444,420,1.198
360,3330452,1640285,443,525,1.213
365,3333456,1664314,444,474,1.231
370,3320985,1680343,443,813,1.244
375,3323986,1702494,442,1086,1.261
380,3324303,1724822,443,1367,1.278
385,3323474,1747091,443,1384,1.295
390,3315003,1762815,442,1758,1.308
395,3320215,1788119,442,1843,1.327
400,3323522,1810104,442,2197,1.344
405,3319010,1834295,442,157,1.354
410,3309477,1854725,442,447,1.367
415,3303774,1876840,442,787,1.381
420,3305569,1898162,442,991,1.397
425,3299513,1917434,441,141,1.400
430,3300521,1938973,441,457,1.416
435,3308582,1962420,441,819,1.436
440,3307044,1984164,441,982,1.453
445,3301552,2004553,441,943,1.465
450,3290541,2022179,441,236,1.465
455,3285434,2043080,441,316,1.479
460,3291606,2065135,441,373,1.497
465,3281482,2082952,440,561,1.509
470,3286205,2109999,440,912,1.528
475,3286920,2133519,441,1114,1.544
480,3289252,2156339,441,1006,1.562
485,3291212,2180194,441,1194,1.579
490,3284765,2204858,441,1223,1.592
495,3283995,2223115,441,1803,1.607
500,3276627,2238566,440,1826,1.620
505,3276756,2263381,440,2090,1.636
510,3276303,2283661,440,2205,1.652
515,3278931,2307457,440,2151,1.668
520,3270877,2323456,440,2367,1.681
525,3275977,2345954,440,2610,1.700
530,3273717,2368081,440,3027,1.715
