secs,pps,tps,gps,glst,bpc
0,937472,46060,6298,833,0.001
5,947950,89239,4742,822,0.006
10,891107,123598,4491,1097,0.009
15,801206,157441,4368,3470,0.011
20,781201,194406,4328,1953,0.015
25,780844,240209,4283,1459,0.019
30,797488,271046,4271,2304,0.023
35,765584,316471,4241,3279,0.026
40,857320,324650,4142,988,0.030
45,820438,366205,4109,77,0.035
50,842409,401818,4044,1247,0.039
55,796188,431491,4038,1793,0.041
60,781551,483740,4048,3099,0.044
65,766756,514006,4004,153,0.048
70,755414,552934,3991,412,0.049
75,741508,583014,3991,1570,0.052
80,735697,619211,3995,2808,0.055
85,723520,663265,3990,2536,0.058
90,734356,700390,4001,2476,0.061
95,725319,735686,4004,2091,0.064
100,710772,775983,4005,637,0.067
105,698676,796802,3983,406,0.068
110,686823,828546,3937,4788,0.070
115,668723,863688,3938,5501,0.072
120,654345,905479,3946,4418,0.073
125,641273,936289,3950,4523,0.074
130,633010,977115,3953,5269,0.076
135,642249,1006241,3950,8034,0.079
140,623623,1057447,3956,4546,0.081
145,613529,1083412,3960,4072,0.082
150,615937,1126043,3954,5070,0.084
155,618971,1158455,3963,232,0.087
160,622678,1202432,3962,1018,0.091
165,624131,1232428,3963,1401,0.094
170,618157,1273259,3968,1763,0.096
175,631961,1306630,3965,2753,0.100
180,627525,1335612,3963,678,0.103
185,617678,1374152,3961,705,0.104
190,608990,1412651,3959,1174,0.105
195,616901,1446678,3958,3861,0.109
200,618193,1481464,3960,4212,0.112
205,619856,1522384,3964,5904,0.115
210,618258,1557134,3966,8624,0.118
215,622250,1585375,3963,10062,0.122
220,623877,1633889,3962,10352,0.123
225,625521,1665098,3966,9676,0.127
230,624855,1703156,3964,9158,0.131
235,624353,1733750,3967,10459,0.134
240,631421,1777734,3967,11310,0.138
245,636162,1807457,3968,10967,0.142
250,628471,1851224,3967,10275,0.143
255,624113,1881070,3968,11657,0.145
260,637571,1925789,3970,9859,0.149
265,634595,1950312,3970,8650,0.153
270,632619,1995310,3972,11624,0.156
275,630293,2030376,3974,12349,0.158
280,633627,2070302,3976,12949,0.160
285,633290,2104460,3976,12688,0.164
290,629474,2139151,3977,13342,0.166
295,626266,2177852,3976,14372,0.168
300,625270,2213417,3979,14651,0.170
305,625914,2247380,3978,13888,0.174
310,623302,2285298,3976,13517,0.175
315,623665,2320358,3978,12512,0.178
320,625338,2360584,3980,11938,0.182
325,623500,2395524,3981,11893,0.184
330,620692,2434557,3981,12707,0.186
335,618956,2465426,3983,1063,0.188
340,617421,2497918,3972,2597,0.191
345,616706,2526819,3972,1126,0.193
350,614925,2581419,3988,59,0.195
355,613636,2621824,3990,228,0.197
360,613532,2643272,3978,1891,0.200
365,615739,2682994,3980,4239,0.204
370,614445,2715928,3978,3670,0.206
375,615693,2754515,3978,5608,0.209
380,617899,2794997,3980,5473,0.213
385,618041,2824675,3981,4853,0.216
390,617501,2858726,3980,3600,0.218
395,617060,2902984,3981,3475,0.222
400,619588,2933079,3982,5180,0.224
405,615227,2977267,3983,4495,0.226
410,611057,3006676,3983,6207,0.227
415,612254,3040210,3982,7017,0.230
420,607868,3080005,3983,6640,0.232
425,608538,3113955,3983,8305,0.234
430,605947,3153377,3984,7062,0.236
435,610850,3199602,3987,5502,0.241
440,609910,3229729,3988,6871,0.243
445,608950,3268929,3988,8758,0.245
450,612428,3301536,3986,11550,0.249
455,614677,3334602,3985,12462,0.252
460,615418,3373758,3985,13988,0.256
465,613860,3409353,3987,12393,0.259
470,612403,3448965,3988,11956,0.261
475,610087,3479283,3989,12930,0.263
480,606237,3518397,3989,12225,0.264
485,601233,3558260,3990,11303,0.265
490,605869,3596541,3990,14462,0.268
