secs,pps,tps,gps
6,8155,7427,388
8,8155,7427,388
10,8155,7427,388
12,8155,7427,388
14,7924,7189,377
16,7924,7189,377
18,7924,7189,377
20,7924,7189,377
22,8090,7272,385
24,8090,7272,385
26,8090,7272,385
28,8090,7272,385
30,7971,7226,379
32,7971,7226,379
34,7971,7226,379
36,7971,7226,379
38,8078,7255,384
40,8078,7255,384
42,8078,7255,384
44,8078,7255,384
46,8058,7249,383
48,8058,7249,383
50,8058,7249,383
52,8058,7249,383
54,8040,7241,382
56,8040,7241,382
58,8040,7241,382
60,8040,7241,382
62,7978,7198,379
64,7978,7198,379
66,7978,7198,379
68,7978,7198,379
70,7973,7169,379
72,7973,7169,379
74,7973,7169,379
76,7973,7169,379
78,7985,7176,380
80,7985,7176,380
82,7985,7176,380
84,7985,7176,380
86,7996,7174,380
88,7996,7174,380
90,7996,7174,380
92,7996,7174,380
94,7966,7150,379
96,7966,7150,379
