secs,pps,tps,gps
0,192490,68491,9157
2,186592,66694,8878
4,185730,66321,8837
6,178585,63647,8496
8,181547,64658,8637
10,182410,64984,8678
12,183182,65138,8714
14,183846,65424,8746
16,183583,65335,8734
18,180922,64418,8607
20,180716,64293,8597
22,181076,64438,8614
24,181537,64623,8636
26,179777,64002,8553
28,180086,64085,8567
30,180446,64183,8584
32,180546,64254,8589
34,179025,63688,8517
36,179525,63887,8540
38,179924,64008,8559
40,179884,64001,8557
42,178936,63642,8512
44,179263,63771,8528
46,179795,63981,8553
48,179815,64007,8554
50,178709,63639,8502
52,179008,63732,8516
54,179138,63758,8522
56,179753,63930,8551
58,179477,63865,8538
60,179089,63730,8520
62,179587,63901,8543
64,179628,63922,8545
66,179578,63900,8543
68,179167,63740,8523
70,179473,63859,8538
72,179600,63911,8544
74,179579,63894,8543
76,179256,63775,8527
78,179389,63826,8534
80,179406,63813,8534
82,179009,63666,8515
84,179021,63682,8516
86,179143,63729,8522
88,179374,63819,8533
90,179498,63857,8539
92,179452,63834,8537
94,179110,63717,8520
96,179197,63750,8524
