secs,pps,tps,gps
0,208184,67547,9908
2,198147,64452,9432
4,196788,64256,9368
6,203459,66615,9687
8,205376,67203,9778
10,204922,67135,9757
12,201740,66214,9606
14,203283,66659,9679
16,204926,67222,9757
18,203322,66665,9681
20,202724,66430,9652
22,204030,66834,9714
24,204597,66973,9741
26,205082,67059,9763
28,205792,67293,9797
30,206551,67593,9834
32,206782,67665,9845
34,207511,67849,9879
36,206102,67373,9812
38,206138,67379,9813
40,206319,67466,9822
42,206546,67533,9833
44,205589,67202,9787
46,205115,67065,9764
48,205056,67059,9762
50,205013,67074,9760
52,204790,67006,9749
54,205010,67070,9760
56,204081,66758,9716
58,204350,66832,9728
60,204885,67009,9754
62,205280,67107,9772
64,204404,66810,9731
66,204893,66985,9754
68,205074,67057,9763
70,205372,67148,9777
72,205495,67222,9783
74,205908,67364,9803
76,206264,67472,9820
78,206453,67534,9829
80,206643,67609,9838
82,206911,67708,9850
84,207101,67755,9859
86,207215,67795,9865
88,207424,67863,9875
90,207527,67892,9880
92,206872,67694,9848
94,207006,67764,9855
96,207332,67857,9870
