secs,pps,tps,gps
0,81804,37366,3893
2,79323,36038,3774
4,84558,38277,4023
6,86299,39136,4107
8,87144,39543,4147
10,85762,38893,4082
12,86556,39191,4119
14,87301,39476,4154
16,87634,39624,4170
18,88108,39836,4193
20,88306,39966,4203
22,88605,40037,4217
24,87957,39781,4186
26,87729,39696,4176
28,88498,40008,4212
30,88623,40075,4218
32,88533,40016,4214
34,88042,39768,4190
36,88206,39847,4198
38,88427,39950,4209
40,88449,39988,4210
42,88577,40034,4216
44,88108,39812,4194
46,88236,39864,4200
48,88242,39865,4200
50,88413,39912,4208
52,88552,39980,4215
54,88664,39990,4220
56,88429,39855,4209
58,88559,39883,4215
60,88683,39925,4221
62,88773,39971,4225
64,88826,39985,4227
66,88884,40001,4230
68,88469,39831,4210
70,88532,39860,4213
72,88708,39936,4222
74,88837,39995,4228
76,88894,40007,4231
78,89087,40080,4240
80,89095,40085,4240
82,89288,40172,4249
84,89326,40179,4251
86,89151,40085,4243
88,89179,40088,4244
90,89167,40091,4243
92,89070,40062,4239
94,88790,39934,4226
96,88901,39988,4231
