secs,pps,tps,gps
0,204796,69237,9750
2,207149,69556,9859
4,192972,64784,9184
6,199123,66977,9479
8,199881,67302,9515
10,202486,67966,9638
12,196802,66178,9367
14,197737,66498,9412
16,198684,66838,9457
18,199443,67093,9493
20,199742,67198,9507
22,200283,67361,9533
24,200549,67466,9546
26,201303,67736,9581
28,201383,67790,9585
30,201566,67819,9594
32,201436,67789,9587
34,201504,67792,9590
36,201210,67703,9576
38,201257,67715,9578
40,201448,67727,9586
42,201748,67785,9600
44,201762,67797,9601
46,200457,67359,9538
48,200713,67420,9550
50,200670,67391,9548
52,200799,67490,9554
54,201013,67579,9564
56,201250,67675,9576
58,200711,67501,9550
60,200318,67381,9531
62,200527,67455,9541
64,200553,67467,9542
66,200459,67436,9538
68,199630,67162,9498
70,199677,67182,9500
72,199704,67189,9502
74,199609,67135,9497
76,198807,66864,9459
78,198887,66903,9463
80,199038,66946,9470
82,199077,66958,9471
84,199283,67007,9481
86,198687,66792,9453
88,198749,66823,9455
90,198668,66800,9452
92,198734,66821,9455
94,198104,66613,9425
96,198206,66636,9429
