secs,pps,tps,gps
0,288500,88782,13526
5,311725,96822,14622
10,312908,97541,14680
15,312867,97463,14677
20,311292,96949,14603
25,309861,96511,14536
30,309688,96487,14528
35,307251,95689,14414
40,304825,94959,14300
45,303834,94620,14253
50,302229,94104,14178
55,301062,93721,14123
60,300617,93563,14102
65,299889,93318,14068
70,299206,93113,14036
75,298620,92936,14009
80,297588,92618,13961
85,297385,92569,13951
90,297398,92580,13952
95,296602,92374,13915
100,296037,92186,13889
105,295904,92137,13883
110,296053,92170,13890
115,295346,91966,13857
120,294908,91831,13836
125,295190,91927,13850
130,295163,91905,13848
135,295039,91882,13843
140,294732,91794,13828
145,294626,91744,13823
150,294394,91673,13812
155,294114,91587,13799
160,293938,91543,13791
165,293918,91539,13790
170,293735,91488,13781
175,293504,91415,13770
180,293421,91386,13766
185,293418,91391,13766
190,293325,91347,13761
195,293209,91306,13756
200,293148,91286,13753
205,293062,91248,13749
210,292869,91194,13740
215,292812,91176,13737
220,292675,91138,13731
225,292353,91041,13715
230,291845,90884,13692
235,291678,90837,13684
240,291691,90846,13684
245,291610,90817,13680
250,291636,90825,13682
255,291558,90810,13678
260,291470,90775,13674
265,291438,90776,13672
270,291307,90738,13666
275,291209,90702,13661
280,291195,90693,13661
285,291195,90694,13661
290,291068,90643,13655
295,291046,90644,13654
300,291045,90637,13653
305,290837,90576,13644
310,290727,90548,13639
315,290779,90563,13641
320,290749,90549,13640
325,290674,90531,13636
330,290549,90490,13630
335,290454,90462,13626
340,290464,90467,13626
345,290283,90410,13618
350,290337,90427,13620
355,290347,90432,13621
360,290267,90413,13617
365,290231,90403,13615
370,290253,90406,13616
375,290201,90394,13614
380,290246,90415,13616
385,290130,90381,13610
390,290157,90385,13612
395,290232,90407,13615
400,290215,90396,13614
405,290162,90387,13612
410,290216,90404,13614
415,290310,90431,13619
420,290085,90359,13608
425,290105,90364,13609
430,290064,90354,13607
435,289977,90326,13603
440,289810,90277,13595
445,289819,90284,13596
450,289713,90257,13591
455,289602,90226,13586
460,289576,90224,13584
465,289582,90226,13585
470,289587,90226,13585
475,289647,90251,13588
480,289696,90269,13590
485,289645,90249,13588
490,289591,90233,13585
495,289538,90218,13583
500,289474,90197,13580
505,289466,90194,13579
510,289323,90151,13573
515,289271,90138,13570
520,289200,90116,13567
525,289113,90089,13563
530,289091,90080,13562
535,288931,90032,13554
540,288866,90013,13551
545,288784,89988,13547
550,288769,89987,13547
555,288752,89980,13546
560,288683,89954,13542
565,288766,89978,13546
570,288749,89969,13545
575,288726,89962,13544
580,288773,89973,13547
585,288781,89975,13547
590,288575,89917,13537
595,288581,89917,13538
600,288553,89907,13536
605,288549,89908,13536
610,288484,89889,13533
615,288501,89894,13534
620,288507,89899,13534
625,288482,89891,13533
630,288460,89883,13532
635,288432,89876,13531
640,288505,89897,13534
645,288539,89906,13536
650,288484,89891,13533
655,288438,89880,13531
660,288423,89875,13530
665,288448,89884,13531
670,288490,89896,13533
675,288462,89888,13532
680,288376,89863,13528
685,288421,89879,13530
690,288427,89879,13530
695,288424,89876,13530
700,288463,89888,13532
705,288440,89882,13531
710,288482,89894,13533
715,288534,89910,13535
720,288512,89904,13534
725,288523,89908,13535
730,288490,89894,13533
735,288501,89896,13534
740,288485,89895,13533
745,288500,89897,13534
750,288448,89881,13531
755,288401,89868,13529
760,288458,89885,13532
765,288405,89872,13529
770,288391,89867,13528
775,288416,89874,13530
780,288390,89865,13528
785,288395,89867,13529
790,288412,89873,13529
795,288462,89887,13532
800,288471,89891,13532
805,288496,89897,13533
810,288375,89861,13528
815,288386,89862,13528
820,288400,89864,13529
825,288343,89849,13527
830,288294,89836,13524
835,288289,89835,13524
840,288272,89831,13523
845,288326,89848,13526
850,288294,89840,13525
855,288244,89827,13522
860,288249,89830,13523
865,288225,89823,13522
870,288156,89803,13518
875,288160,89805,13519
880,288124,89795,13517
885,288116,89792,13517
890,288135,89797,13518
895,288138,89799,13518
900,288093,89787,13516
905,288097,89791,13516
910,288100,89791,13516
915,288090,89788,13516
920,288112,89789,13517
925,288045,89768,13514
930,288069,89773,13515
935,288097,89783,13517
940,288151,89800,13519
945,288142,89797,13519
950,288106,89789,13517
955,288109,89790,13517
960,288086,89780,13516
965,288095,89782,13517
970,288047,89768,13515
975,287991,89752,13512
980,287977,89751,13511
985,287962,89747,13511
990,287981,89752,13512
