secs,pps,tps,gps
0,318964,107074,14981
5,317557,106632,14917
10,313102,105047,14708
15,308839,103637,14508
20,304206,102100,14291
25,300343,100726,14108
30,297595,99894,13980
35,294503,98865,13835
40,291338,97808,13686
45,287945,96713,13527
50,285769,95979,13424
55,284488,95549,13364
60,283563,95246,13321
65,283194,95135,13304
70,282669,94975,13279
75,282560,94976,13274
80,282481,94970,13271
85,282356,94949,13265
90,282296,94924,13263
95,282429,94926,13269
100,282463,94972,13271
105,282344,94918,13265
110,281738,94723,13237
115,280443,94292,13176
120,279091,93824,13113
125,277423,93263,13034
130,276221,92866,12978
135,275557,92633,12947
140,275069,92467,12924
145,274820,92369,12912
150,273735,92006,12861
155,272477,91598,12802
160,271689,91348,12765
165,271016,91119,12734
170,270368,90886,12703
175,270113,90817,12691
180,269968,90752,12685
185,269744,90684,12674
190,269807,90711,12677
195,270040,90784,12688
200,270239,90856,12697
205,270530,90942,12711
210,270132,90795,12692
215,269829,90689,12678
220,269611,90620,12668
225,269349,90537,12656
230,269481,90580,12662
235,269544,90599,12665
240,269713,90647,12673
245,269540,90583,12665
250,269721,90640,12673
255,269899,90695,12681
260,270089,90762,12690
265,270241,90805,12697
270,270177,90798,12695
275,270101,90773,12691
280,270295,90842,12700
285,270417,90883,12706
290,270530,90926,12711
295,270538,90922,12712
300,270676,90974,12718
305,270682,90983,12718
310,270740,90998,12721
315,270818,91009,12725
320,270686,90959,12718
325,270813,91003,12724
330,270721,90977,12720
335,270655,90960,12717
340,270500,90911,12710
345,270346,90861,12702
350,270072,90766,12689
355,269866,90696,12680
360,269731,90647,12673
365,269646,90618,12669
370,269749,90647,12674
375,269855,90680,12679
380,269836,90670,12678
385,269775,90647,12675
390,269740,90640,12674
395,269443,90539,12660
400,269405,90524,12658
405,269114,90425,12644
410,268977,90372,12638
415,268760,90300,12627
420,268623,90251,12621
425,268320,90154,12607
430,268194,90112,12601
435,267985,90041,12591
440,267936,90029,12589
445,267900,90014,12587
450,267970,90033,12590
455,267906,90013,12587
460,267674,89934,12576
465,267520,89883,12569
470,267398,89840,12563
475,267440,89852,12565
480,267171,89769,12553
485,267210,89780,12555
490,267227,89785,12555
495,267116,89749,12550
500,266916,89680,12541
505,266899,89673,12540
510,266716,89618,12532
515,266616,89584,12527
520,266546,89563,12524
525,266407,89513,12517
530,266188,89439,12507
535,266096,89411,12503
540,266021,89380,12499
545,266091,89403,12502
550,266149,89423,12505
555,266140,89417,12505
560,266175,89425,12506
565,266237,89439,12509
570,266302,89460,12512
575,266302,89464,12512
580,266328,89476,12514
585,266350,89488,12515
590,266319,89474,12513
595,266390,89495,12517
600,266398,89498,12517
605,266434,89512,12519
610,266483,89529,12521
615,266564,89561,12525
620,266557,89564,12525
625,266552,89564,12524
630,266533,89562,12524
635,266482,89544,12521
640,266305,89485,12513
645,266205,89450,12508
650,266099,89417,12503
655,265976,89370,12497
660,265955,89364,12496
665,265942,89365,12496
670,265888,89347,12493
675,265757,89309,12487
680,265609,89261,12480
685,265522,89235,12476
690,265540,89241,12477
695,265580,89252,12479
700,265590,89257,12480
705,265527,89240,12477
710,265505,89227,12476
715,265462,89217,12474
720,265400,89193,12471
725,265358,89178,12469
730,265260,89144,12464
735,265151,89108,12459
740,265128,89102,12458
745,265153,89111,12459
750,265208,89129,12462
755,265216,89130,12462
760,265181,89122,12461
765,265224,89136,12463
770,265287,89154,12466
775,265158,89107,12460
780,265110,89093,12457
785,265096,89083,12457
790,265048,89068,12455
795,265023,89063,12453
800,265007,89059,12453
805,265024,89064,12453
810,265067,89079,12455
815,265078,89085,12456
820,265076,89086,12456
825,265126,89104,12458
830,265115,89103,12458
835,265012,89070,12453
840,264988,89062,12452
845,265037,89077,12454
850,265062,89088,12455
855,265018,89076,12453
860,264960,89058,12451
865,264944,89056,12450
870,265022,89085,12454
875,265020,89082,12454
880,265075,89097,12456
885,265083,89100,12456
890,265135,89119,12459
895,265157,89128,12460
900,265192,89141,12462
905,265289,89172,12466
910,265234,89153,12464
915,265286,89171,12466
920,265277,89168,12466
925,265284,89169,12466
930,265375,89198,12470
935,265458,89227,12474
940,265484,89236,12475
945,265498,89243,12476
950,265509,89248,12477
955,265609,89284,12481
960,265600,89281,12481
965,265578,89276,12480
970,265625,89292,12482
975,265725,89326,12487
980,265787,89348,12490
985,265833,89364,12492
990,265881,89379,12494
