secs,pps,tps,gps
0,313328,97775,14722
5,321449,100207,15101
10,318906,99444,14982
15,318071,99204,14942
20,314869,98197,14792
25,312751,97656,14693
30,311154,97156,14618
35,306065,95601,14380
40,304172,95012,14291
45,301426,94129,14161
50,299717,93544,14081
55,296677,92622,13938
60,296658,92565,13937
65,295801,92337,13897
70,294749,92015,13847
75,294337,91886,13828
80,294417,91889,13832
85,294320,91850,13828
90,294327,91865,13828
95,294414,91888,13832
100,294229,91828,13824
105,294040,91798,13815
110,293629,91672,13796
115,292213,91255,13730
120,290548,90736,13651
125,289059,90261,13581
130,288067,89922,13535
135,287565,89756,13511
140,287464,89727,13507
145,287416,89724,13505
150,286555,89462,13464
155,285276,89066,13404
160,284316,88767,13359
165,283697,88570,13330
170,283194,88406,13306
175,282878,88302,13292
180,282639,88228,13280
185,282447,88187,13271
190,282488,88205,13273
195,282665,88256,13282
200,283026,88364,13299
205,283023,88381,13299
210,282481,88202,13273
215,282028,88065,13252
220,282013,88058,13251
225,281791,87984,13241
230,281950,88031,13248
235,282079,88066,13254
240,282109,88077,13256
245,281922,88024,13247
250,281819,87998,13242
255,281891,88018,13246
260,281956,88033,13249
265,281932,88029,13247
270,281971,88028,13249
275,281892,88011,13246
280,282208,88108,13260
285,282320,88137,13266
290,282559,88204,13277
295,282414,88154,13270
300,282472,88169,13273
305,282381,88145,13268
310,282461,88176,13272
315,282447,88174,13272
320,282312,88134,13265
325,282424,88167,13270
330,282356,88145,13267
335,282301,88121,13265
340,282154,88070,13258
345,281910,87995,13246
350,281726,87925,13237
355,281530,87875,13228
360,281559,87884,13229
365,281592,87891,13231
370,281745,87939,13238
375,281812,87962,13241
380,281710,87932,13236
385,281725,87934,13237
390,281710,87931,13236
395,281527,87876,13228
400,281460,87855,13225
405,281131,87755,13209
410,280989,87712,13203
415,280774,87646,13192
420,280501,87561,13180
425,280280,87491,13169
430,280158,87452,13163
435,279869,87358,13150
440,279892,87366,13151
445,279980,87392,13155
450,279956,87381,13154
455,279835,87343,13148
460,279573,87262,13136
465,279439,87222,13130
470,279376,87205,13127
475,279200,87154,13119
480,279019,87096,13110
485,279012,87090,13110
490,279089,87112,13113
495,279025,87092,13110
500,278923,87054,13106
505,278855,87036,13102
510,278812,87020,13100
515,278775,87000,13099
520,278659,86964,13093
525,278453,86902,13084
530,278246,86832,13074
535,278157,86806,13070
540,278115,86789,13068
545,278103,86784,13067
550,278228,86825,13073
555,278121,86793,13068
560,278082,86781,13066
565,278120,86793,13068
570,278162,86802,13070
575,278201,86815,13072
580,278348,86861,13079
585,278356,86862,13079
590,278355,86861,13079
595,278356,86860,13079
600,278452,86887,13084
605,278560,86918,13089
610,278691,86955,13095
615,278825,86993,13101
620,278805,86988,13100
625,278779,86981,13099
630,278724,86963,13097
635,278592,86922,13090
640,278445,86878,13083
645,278371,86854,13080
650,278255,86817,13075
655,278153,86788,13070
660,278088,86766,13067
665,278050,86755,13065
670,278031,86747,13064
675,277887,86702,13057
680,277753,86662,13051
685,277682,86638,13048
690,277706,86647,13049
695,277730,86655,13050
700,277705,86652,13049
705,277638,86633,13046
710,277637,86633,13046
715,277628,86631,13046
720,277566,86611,13043
725,277509,86594,13040
730,277412,86562,13035
735,277312,86530,13031
740,277311,86532,13031
745,277300,86528,13030
750,277311,86535,13031
755,277300,86534,13030
760,277263,86521,13029
765,277339,86542,13032
770,277414,86564,13036
775,277316,86531,13031
780,277273,86521,13029
785,277327,86538,13032
790,277307,86529,13031
795,277313,86530,13031
800,277330,86535,13032
805,277310,86530,13031
810,277422,86564,13036
815,277425,86561,13036
820,277426,86561,13036
825,277403,86556,13035
830,277344,86540,13033
835,277275,86519,13029
840,277234,86505,13027
845,277294,86520,13030
850,277340,86537,13032
855,277375,86543,13034
860,277361,86539,13033
865,277403,86556,13035
870,277476,86578,13039
875,277461,86573,13038
880,277470,86577,13039
885,277511,86589,13040
890,277551,86605,13042
895,277583,86616,13044
900,277676,86643,13048
905,277713,86655,13050
910,277728,86659,13051
915,277737,86662,13051
920,277794,86681,13054
925,277809,86686,13055
930,277881,86709,13058
935,277972,86739,13062
940,278037,86760,13065
945,278144,86791,13070
950,278196,86807,13073
955,278269,86829,13076
960,278310,86844,13078
965,278336,86852,13079
970,278336,86855,13079
975,278359,86864,13080
980,278393,86875,13082
985,278467,86899,13086
990,278581,86933,13091
