secs,pps,tps,gps
0,302195,96841,14179
5,316377,101312,14843
10,317649,101501,14901
15,314651,100517,14760
20,312530,99882,14661
25,311027,99425,14590
30,308053,98453,14451
35,305557,97616,14334
40,305156,97460,14315
45,302658,96708,14198
50,301080,96232,14124
55,300079,95905,14077
60,299103,95628,14031
65,298526,95415,14004
70,297844,95193,13973
75,297318,95027,13948
80,296458,94788,13908
85,296325,94748,13902
90,295918,94620,13883
95,295846,94587,13880
100,295521,94491,13864
105,294618,94207,13822
110,294275,94104,13806
115,293997,93997,13793
120,293748,93896,13781
125,293427,93803,13766
130,293361,93779,13763
135,292884,93608,13741
140,292700,93561,13732
145,292715,93567,13733
150,292474,93499,13722
155,292134,93401,13706
160,291982,93358,13699
165,291460,93179,13674
170,291089,93062,13657
175,291078,93039,13656
180,290950,93001,13650
185,290942,92993,13649
190,290816,92933,13643
195,290781,92928,13641
200,290736,92926,13639
205,290631,92894,13634
210,290307,92806,13619
215,290337,92808,13621
220,290277,92786,13618
225,290032,92721,13606
230,290107,92742,13610
235,289996,92718,13604
240,289684,92622,13590
245,289582,92594,13585
250,289533,92576,13583
255,289464,92548,13579
260,289339,92515,13573
265,289203,92473,13567
270,289026,92421,13559
275,288816,92351,13549
280,288825,92347,13549
285,288735,92325,13545
290,288771,92339,13547
295,288700,92319,13543
300,288630,92300,13540
305,288746,92336,13545
310,288673,92306,13542
315,288652,92290,13541
320,288616,92275,13539
325,288552,92259,13536
330,288510,92243,13534
335,288387,92202,13528
340,288357,92197,13527
345,288164,92135,13518
350,288102,92123,13515
355,288102,92122,13515
360,288015,92099,13511
365,287922,92071,13507
370,287827,92038,13502
375,287845,92039,13503
380,287787,92028,13500
385,287876,92051,13504
390,287804,92032,13501
395,287721,92005,13497
400,287654,91987,13494
405,287707,92010,13496
410,287580,91978,13491
415,287469,91945,13485
420,287289,91893,13477
425,287200,91863,13473
430,287122,91839,13469
435,287048,91812,13466
440,286849,91749,13456
445,286827,91736,13455
450,286691,91696,13449
455,286664,91690,13447
460,286690,91701,13449
465,286687,91698,13449
470,286658,91688,13447
475,286649,91682,13447
480,286577,91664,13443
485,286556,91656,13442
490,286467,91623,13438
495,286504,91640,13440
500,286510,91638,13440
505,286434,91618,13437
510,286393,91596,13435
515,286441,91608,13437
520,286425,91604,13436
525,286423,91603,13436
530,286362,91583,13433
535,286209,91532,13426
540,286192,91528,13425
545,286151,91510,13423
550,286139,91506,13423
555,286080,91485,13420
560,286073,91480,13419
565,286111,91492,13421
570,286115,91491,13421
575,286083,91479,13420
580,286099,91491,13421
585,286020,91470,13417
590,285998,91463,13416
595,285952,91449,13414
600,285901,91433,13411
605,285869,91421,13410
610,285777,91391,13406
615,285613,91343,13398
620,285625,91350,13398
625,285678,91368,13401
630,285631,91358,13399
635,285561,91339,13395
640,285501,91328,13393
645,285518,91334,13393
650,285489,91326,13392
655,285434,91309,13390
660,285478,91327,13392
665,285423,91314,13389
670,285413,91311,13389
675,285449,91322,13390
680,285369,91296,13387
685,285330,91285,13385
690,285246,91262,13381
695,285215,91252,13379
700,285271,91273,13382
705,285265,91270,13382
710,285233,91258,13380
715,285220,91252,13380
720,285230,91248,13380
725,285213,91244,13379
730,285265,91263,13382
735,285265,91261,13382
740,285175,91235,13377
745,285181,91236,13378
750,285198,91237,13378
755,285172,91223,13377
760,285154,91216,13376
765,285106,91203,13374
770,285027,91177,13370
775,285036,91178,13371
780,285012,91175,13370
785,285086,91197,13373
790,285147,91215,13376
795,285094,91198,13373
800,285004,91171,13369
805,284984,91163,13368
810,284918,91144,13365
815,284907,91138,13365
820,284880,91126,13364
825,284871,91126,13363
830,284852,91121,13363
835,284805,91106,13360
840,284780,91093,13359
845,284790,91098,13360
850,284776,91090,13359
855,284750,91080,13358
860,284751,91078,13358
865,284736,91077,13358
870,284647,91046,13353
875,284646,91046,13353
880,284607,91035,13352
885,284616,91038,13352
890,284637,91045,13353
895,284629,91043,13353
900,284602,91035,13352
905,284557,91025,13350
910,284578,91030,13351
915,284581,91035,13351
920,284522,91019,13348
925,284533,91025,13349
930,284514,91019,13348
935,284540,91024,13349
940,284565,91032,13350
945,284542,91026,13349
950,284529,91025,13349
955,284495,91014,13347
960,284460,91004,13346
965,284449,91002,13345
970,284451,91001,13345
975,284381,90981,13342
980,284374,90979,13342
985,284337,90970,13340
990,284330,90966,13340
