secs,pps,tps,gps
0,292652,90850,13749
5,305833,95224,14371
10,305085,94909,14336
15,309569,96421,14548
20,308182,96066,14483
25,307473,95861,14450
30,306198,95514,14391
35,303158,94538,14248
40,298693,93114,14038
45,297540,92788,13984
50,297466,92782,13980
55,297056,92677,13961
60,296308,92455,13926
65,295888,92284,13906
70,295061,92019,13867
75,295274,92065,13877
80,293786,91605,13807
85,293859,91630,13811
90,293755,91621,13806
95,292697,91283,13756
100,292466,91205,13745
105,291840,90998,13716
110,291616,90943,13706
115,291493,90901,13700
120,290362,90555,13647
125,289676,90341,13615
130,289662,90318,13614
135,289798,90363,13620
140,289371,90246,13600
145,289101,90168,13588
150,288513,89988,13560
155,287624,89717,13518
160,287224,89587,13499
165,286419,89343,13461
170,286446,89351,13463
175,286495,89367,13465
180,285935,89190,13439
185,285918,89187,13438
190,285476,89058,13417
195,284940,88905,13392
200,284529,88783,13373
205,284358,88732,13365
210,284252,88693,13360
215,284294,88702,13362
220,284100,88640,13353
225,283832,88552,13340
230,283637,88491,13331
235,283631,88494,13331
240,283487,88442,13324
245,283111,88317,13306
250,282854,88237,13294
255,282525,88131,13279
260,282100,88006,13259
265,281535,87831,13232
270,280986,87655,13207
275,280501,87506,13184
280,279767,87281,13149
285,279309,87138,13128
290,278735,86958,13101
295,278339,86835,13083
300,278044,86751,13069
305,277852,86697,13060
310,277610,86618,13049
315,277538,86595,13045
320,277296,86524,13034
325,277137,86477,13027
330,276968,86419,13019
335,276589,86297,13001
340,276326,86210,12989
345,276312,86206,12988
350,276297,86204,12987
355,276226,86187,12984
360,275959,86109,12972
365,275752,86046,12962
370,275397,85935,12945
375,275013,85816,12927
380,274713,85733,12913
385,274402,85640,12899
390,274336,85622,12896
395,274323,85616,12895
400,274404,85639,12899
405,274300,85607,12894
410,274190,85567,12889
415,274013,85514,12881
420,273943,85491,12877
425,273980,85498,12879
430,273982,85502,12879
435,274163,85553,12888
440,274101,85540,12885
445,273932,85484,12877
450,273695,85406,12866
455,273450,85335,12855
460,273140,85234,12840
465,272801,85129,12824
470,272548,85053,12812
475,272382,85001,12804
480,272231,84954,12797
485,271953,84866,12784
490,271799,84815,12777
495,271573,84746,12766
500,271241,84652,12751
505,271055,84594,12742
510,270817,84521,12731
515,270615,84457,12722
520,270519,84428,12717
525,270537,84431,12718
530,270621,84458,12722
535,270455,84407,12714
540,270218,84334,12703
545,270031,84277,12694
550,269798,84202,12683
555,269556,84134,12672
560,269334,84065,12662
565,269209,84029,12656
570,269241,84045,12657
575,269359,84089,12663
580,269386,84094,12664
585,269448,84112,12667
590,269506,84128,12670
595,269568,84148,12673
600,269709,84194,12680
605,269830,84233,12685
610,269959,84270,12691
615,270049,84298,12696
620,270158,84336,12701
625,270306,84380,12708
630,270428,84424,12713
635,270496,84446,12717
640,270558,84468,12720
645,270721,84518,12727
650,270779,84539,12730
655,270834,84561,12733
660,271015,84618,12741
665,271102,84646,12746
670,271153,84664,12748
675,271245,84693,12752
680,271407,84745,12760
685,271565,84793,12767
690,271641,84818,12771
695,271671,84829,12772
700,271874,84891,12782
705,271960,84921,12786
710,272053,84949,12790
715,272137,84976,12794
720,272265,85017,12800
725,272373,85048,12805
730,272400,85059,12807
735,272538,85099,12813
740,272671,85141,12819
745,272828,85185,12826
750,272941,85217,12832
755,273005,85238,12835
760,273060,85257,12837
765,273186,85294,12843
770,273320,85336,12849
775,273434,85374,12855
780,273541,85409,12860
785,273673,85446,12866
790,273792,85482,12871
795,273904,85517,12877
800,274025,85552,12882
805,274084,85569,12885
810,274168,85594,12889
815,274159,85590,12888
820,274102,85571,12886
825,273998,85536,12881
830,274014,85540,12881
835,274042,85548,12883
840,274104,85565,12886
845,274174,85582,12889
850,274242,85604,12892
855,274360,85641,12898
860,274407,85656,12900
865,274431,85661,12901
870,274504,85684,12904
875,274578,85707,12908
880,274620,85721,12910
885,274578,85709,12908
890,274430,85662,12901
895,274371,85641,12898
900,274268,85607,12893
905,274138,85566,12887
910,274108,85557,12885
915,274026,85530,12881
920,273955,85506,12878
925,273928,85499,12877
930,273926,85501,12877
935,273918,85498,12876
940,273962,85511,12878
945,274011,85526,12881
950,274003,85523,12880
955,274091,85552,12884
960,274147,85569,12887
965,274207,85586,12890
970,274284,85607,12893
975,274371,85636,12897
980,274435,85657,12900
985,274478,85671,12902
990,274551,85692,12906
