secs,pps,tps
0,2800000,2379657
5,2816817,2404599
10,2804781,2407540
15,2805674,2401659
20,2805797,2391938
25,2808522,2405316
30,2806278,2396602
35,2797059,2384323
40,2777100,2376194
45,2780653,2374714
50,2778060,2369050
55,2777149,2369180
60,2782652,2374795
65,2771657,2365287
70,2776705,2368575
75,2767075,2362132
80,2769103,2364469
85,2772007,2366022
90,2771907,2365396
95,2769894,2364646
100,2772902,2366317
105,2773627,2367693
110,2774650,2369013
115,2779953,2373726
120,2779895,2373125
125,2780837,2373419
130,2783961,2375409
135,2782826,2375883
140,2781142,2374167
145,2780921,2373625
150,2780716,2374729
155,2781276,2373937
160,2780320,2372012
165,2778900,2371383
170,2777405,2369905
175,2776760,2369821
180,2776830,2369838
185,2776939,2368906
190,2778213,2370977
195,2778120,2369994
200,2776916,2369066
205,2773764,2366352
210,2776418,2368764
215,2776034,2368226
220,2776023,2368247
225,2777329,2369048
230,2776975,2369681
235,2777639,2369936
240,2778188,2369623
245,2777805,2369608
250,2775087,2367274
255,2773557,2366358
260,2774890,2367220
265,2773956,2366308
270,2775136,2367482
275,2775690,2367745
280,2777034,2368641
285,2775690,2367848
290,2776641,2368417
295,2776089,2368680
300,2776084,2368088
305,2772807,2364944
310,2773495,2365727
315,2775056,2367206
320,2775477,2367386
325,2775340,2367495
330,2773072,2365590
335,2773709,2365536
340,2774497,2366771
345,2774760,2366831
350,2773892,2365637
355,2775273,2366955
360,2775012,2366619
365,2775358,2367443
370,2775730,2367958
375,2775521,2367316
380,2776852,2368884
385,2778137,2369424
390,2777429,2368749
395,2777212,2368753
400,2777013,2368479
405,2777446,2368714
410,2777383,2368845
415,2777417,2368741
420,2778937,2370122
425,2779012,2369750
430,2778360,2369133
435,2777340,2368534
440,2775842,2366960
445,2776151,2367399
450,2775565,2366841
455,2773904,2365455
460,2773838,2365566
465,2773639,2365310
470,2772215,2364124
475,2772494,2364248
480,2772637,2364259
485,2770861,2362802
490,2769257,2361434
495,2767117,2359429
500,2765990,2358732
505,2765277,2358099
510,2764187,2356915
515,2764067,2357243
520,2763529,2356587
525,2763790,2356708
530,2764510,2357665
535,2764676,2357732
540,2765350,2357941
545,2764633,2357521
550,2764786,2357579
555,2764750,2357478
560,2762545,2355671
565,2763200,2356114
570,2762661,2355840
575,2762831,2355916
580,2763476,2356354
585,2762907,2356048
590,2762271,2355485
595,2760416,2353994
600,2758979,2352572
605,2758161,2351898
610,2757061,2351174
615,2756590,2350538
620,2756525,2350419
625,2756767,2350751
630,2753690,2348319
635,2752790,2347141
640,2752478,2347039
645,2752519,2347035
650,2749893,2344942
655,2747828,2343284
660,2746945,2342156
665,2745504,2341166
670,2744329,2340010
675,2742285,2338304
680,2741147,2337374
685,2740984,2337198
690,2739463,2335771
695,2738443,2335130
700,2737274,2333986
705,2736229,2332950
710,2735638,2332634
715,2735393,2332409
720,2733413,2331016
725,2731828,2329396
730,2730766,2328529
735,2730020,2327913
740,2728325,2326383
745,2727654,2325988
750,2727368,2325570
755,2726547,2324716
760,2725147,2323766
765,2724867,2323358
770,2724524,2323050
775,2723038,2322040
780,2721310,2320502
785,2720010,2319295
790,2718420,2317860
795,2717414,2317055
800,2716462,2316294
805,2714879,2314721
810,2712823,2313087
815,2711849,2312163
820,2709266,2310126
825,2707902,2308888
830,2707495,2308542
835,2706966,2308110
840,2707235,2308309
845,2706333,2307574
850,2705583,2306984
855,2705159,2306641
860,2703369,2305225
865,2702703,2304538
870,2701908,2303893
875,2701409,2303350
880,2699698,2302149
885,2699238,2301477
890,2699523,2301691
895,2697108,2299799
900,2697265,2299759
905,2697319,2300067
910,2697215,2299821
915,2696226,2298909
920,2695287,2298296
925,2693941,2296953
930,2693035,2296380
935,2692707,2295977
940,2691590,2294958
945,2691688,2295015
950,2692158,2295375
955,2692635,2295865
960,2692249,2295552
965,2691934,2295299
970,2691976,2295323
975,2692120,2295419
980,2691430,2294860
985,2691462,2294874
990,2691229,2294810
