secs,pps,tps
0,3193418,2098287
5,3160946,2061732
10,3140901,2050982
15,3128286,2057106
20,3115604,2046056
25,3109981,2036154
30,3103538,2035036
35,3065724,2015643
40,3038047,1992462
45,3000351,1967375
50,2985271,1954215
55,2947866,1935273
60,2932129,1925449
65,2914123,1911613
70,2900525,1906480
75,2894745,1901564
80,2890014,1897467
85,2874804,1891563
90,2872831,1889426
95,2865975,1886402
100,2858106,1879685
105,2850939,1874765
110,2843983,1872291
115,2837367,1867674
120,2828786,1861471
125,2825624,1861504
130,2827459,1861204
135,2829726,1864258
140,2824631,1859734
145,2815866,1853357
150,2814456,1854190
155,2814135,1852585
160,2816064,1853463
165,2818286,1856221
170,2818700,1856099
175,2823481,1858469
180,2818203,1856861
185,2815419,1853436
190,2810033,1849528
195,2807569,1849176
200,2805532,1847759
205,2803681,1847720
210,2801918,1845233
215,2801210,1844278
220,2799703,1844400
225,2796092,1841201
230,2796324,1840901
235,2793712,1840146
240,2791993,1838949
245,2786150,1835017
250,2783495,1834085
255,2780212,1831622
260,2780082,1831541
265,2782192,1833784
270,2783292,1834160
275,2784215,1833963
280,2784281,1835007
285,2783355,1833868
290,2779686,1830675
295,2780280,1832089
300,2780410,1831805
305,2781625,1832735
310,2779994,1831538
315,2781274,1832157
320,2782278,1833410
325,2781908,1833162
330,2780467,1831701
335,2780934,1832515
340,2779736,1831229
345,2779103,1830761
350,2777770,1830150
355,2776667,1829004
360,2777982,1829677
365,2778956,1830844
370,2777905,1830050
375,2778023,1831221
380,2777604,1830544
385,2777996,1830560
390,2778279,1831793
395,2777681,1830677
400,2776710,1829610
405,2777329,1830481
410,2778985,1831437
415,2777945,1830655
420,2777901,1831287
425,2778094,1830837
430,2779240,1831722
435,2780709,1832307
440,2781155,1832349
445,2781803,1833491
450,2783180,1834274
455,2783883,1834288
460,2784576,1835438
465,2784652,1834962
470,2785115,1835347
475,2785142,1835677
480,2786094,1836187
485,2786142,1835946
490,2785459,1835760
495,2787111,1836777
500,2788382,1837284
505,2789666,1838579
510,2790127,1838954
515,2791659,1839424
520,2792782,1840852
525,2793974,1841530
530,2794576,1841538
535,2795194,1842539
540,2795293,1842185
545,2796468,1842894
550,2797977,1844335
555,2797673,1844127
560,2798551,1844371
565,2798822,1845111
570,2799523,1845437
575,2799945,1845549
580,2799296,1844916
585,2800176,1845400
590,2801159,1846429
595,2801404,1846429
600,2800768,1845972
605,2801375,1846927
610,2800743,1846042
615,2800365,1845969
620,2801077,1846768
625,2801704,1847086
630,2802663,1847449
635,2803846,1848610
640,2804865,1849016
645,2805835,1849595
650,2805068,1849656
655,2805646,1849917
660,2805920,1849779
665,2806757,1850666
670,2807547,1851098
675,2807846,1851178
680,2808152,1851648
685,2807897,1851280
690,2808083,1851451
695,2807941,1851781
700,2807859,1851557
705,2807767,1851885
710,2808371,1852194
715,2808779,1852166
720,2809040,1852771
725,2809904,1853100
730,2810329,1853296
735,2811218,1854358
740,2811142,1853992
745,2811820,1854180
750,2811783,1854546
755,2811485,1854337
760,2811642,1854307
765,2812421,1854594
770,2813088,1855320
775,2813547,1855542
780,2813799,1855412
785,2814148,1856066
790,2814690,1856344
795,2815289,1856661
800,2815613,1857125
805,2815762,1857097
810,2816081,1857231
815,2816488,1857904
820,2816680,1858065
825,2816323,1857500
830,2816170,1857256
835,2816510,1857383
840,2816506,1857728
845,2817237,1858158
850,2817622,1858339
855,2817632,1858533
860,2817591,1858539
865,2817448,1858434
870,2817562,1858715
875,2817689,1858830
880,2817531,1859032
885,2817392,1858822
890,2817473,1858612
895,2817572,1859001
900,2817343,1858858
905,2817801,1858943
910,2818285,1859499
915,2818617,1859768
920,2818685,1859841
925,2818689,1860013
930,2818414,1859697
935,2818578,1859832
940,2818619,1860025
945,2818436,1860049
950,2818418,1859787
955,2818355,1860046
960,2818498,1860165
965,2818422,1859984
970,2817954,1859929
975,2818009,1859989
980,2818072,1859786
985,2818235,1860204
990,2818158,1860044
