secs,pps,tps,gps,glst,bpc
0,3599501,2574,75,557,0.003
5,3644344,10934,81,1292,0.027
10,3419394,19377,80,1991,0.050
15,3411070,28938,84,2638,0.072
20,3301739,37766,85,3286,0.094
25,3243656,45482,84,3975,0.114
30,3157791,52354,82,4673,0.133
35,3148807,59244,82,5343,0.154
40,3186432,68032,82,5963,0.179
45,3200999,76165,83,6659,0.200
50,3147387,83546,82,7313,0.220
55,3159165,91209,82,7985,0.242
60,3138830,99807,82,8643,0.263
65,3141825,106093,81,9343,0.284
70,3139077,113106,81,10017,0.306
75,3125149,121847,81,10664,0.328
80,3125437,129444,81,11307,0.349
85,3120221,136164,81,11984,0.369
90,3109954,143794,80,12672,0.391
95,3105169,151545,81,13334,0.412
100,3125958,159609,81,13982,0.435
105,3116547,166774,80,14657,0.457
110,3117748,173890,80,15332,0.478
115,3127383,181894,80,15981,0.500
120,3111748,189513,80,16617,0.521
125,3098452,197511,80,17284,0.540
130,3095911,205789,80,17913,0.561
135,3103748,212575,80,18568,0.584
140,3090108,219603,80,372,0.615
145,3094838,226253,80,1045,0.638
150,3096464,235590,80,1674,0.661
155,3102156,241898,80,2364,0.684
160,3104219,248435,80,3049,0.706
165,3112281,257434,80,3695,0.730
170,3111170,264983,80,4367,0.752
175,3112912,272259,80,5051,0.774
180,3106294,280205,80,5695,0.795
185,3102244,289305,80,6279,0.816
190,3107188,296703,80,6920,0.839
195,3110876,304008,80,7585,0.862
200,3098462,310976,80,8283,0.880
205,3101358,318706,80,8943,0.903
210,3098766,325414,80,9638,0.924
215,3095729,332867,80,10320,0.945
220,3087938,339834,80,346,0.946
225,3086705,347491,80,1025,0.968
230,3088069,355142,80,1690,0.989
235,3087047,361560,80,2362,1.011
240,3091847,369650,80,2999,1.034
245,3086635,377580,80,3657,1.054
250,3086445,385741,80,4291,1.076
255,3084074,393530,80,4946,1.095
260,3084314,400562,80,5638,1.117
265,3079077,406378,79,6347,1.136
270,3077167,414997,80,6974,1.158
275,3070137,422557,80,7648,1.176
280,3072934,429444,80,8334,1.198
285,3070981,437227,79,9025,1.219
290,3075822,445928,80,9670,1.241
295,3069441,453675,80,10324,1.261
300,3068241,461545,80,10999,1.282
305,3067697,469658,80,11648,1.303
310,3060893,476343,80,12325,1.321
315,3054984,482500,79,13011,1.340
320,3056400,490145,79,13677,1.362
325,3062824,498313,79,14303,1.386
330,3065959,505562,79,14974,1.408
335,3060726,513421,79,15623,1.428
340,3062181,520603,79,16303,1.449
345,3059124,527533,79,16984,1.469
350,3059470,534459,79,17649,1.491
355,3057452,541658,79,18306,1.511
360,3061612,549702,79,18964,1.535
365,3059782,558137,79,19621,1.555
370,3059845,564394,79,20302,1.576
375,3059099,571216,79,20949,1.597
380,3057087,577524,79,21645,1.617
385,3058582,586190,79,22269,1.640
390,3055848,592989,79,22960,1.660
395,3052265,602017,79,23571,1.679
400,3048175,609877,79,9,1.698
405,3048875,617994,79,662,1.718
410,3049955,625284,79,1316,1.740
415,3047136,633372,79,9,1.760
420,3044620,640684,79,693,1.795
425,3043730,646513,79,1393,1.816
430,3038888,654138,79,2048,1.834
435,3039602,662719,79,2688,1.856
440,3040120,670787,79,3323,1.877
445,3038694,678646,79,3974,1.899
450,3036391,684459,79,4673,1.918
455,3037558,690859,79,5360,1.940
460,3033142,696772,79,6068,1.959
465,3029451,703618,79,6772,1.977
470,3025418,710274,79,7417,1.997
475,3026072,718543,79,8081,2.017
480,3023635,725951,79,8724,2.038
485,3025669,735202,79,9334,2.061
490,3024487,743501,79,9996,2.079
495,3022514,750125,79,0,2.094
500,3018277,757688,79,621,2.114
505,3018166,765412,79,1282,2.137
510,3025493,774438,79,1911,2.163
515,3025511,783410,79,2523,2.184
520,3023808,791418,79,3179,2.204
525,3026135,800396,79,3826,2.228
530,3030510,807062,79,4529,2.250
535,3026276,813267,79,5239,2.269
540,3020216,820430,79,5905,2.286
545,3018486,828056,79,6550,2.306
550,3016734,836054,79,7217,2.326
555,3016629,843520,79,7869,2.346
560,3017233,851608,79,8559,2.368
565,3018586,859147,79,9222,2.390
570,3016912,865321,79,9917,2.409
575,3020334,873211,79,10584,2.433
580,3019035,879497,79,11296,2.454
585,3017941,886169,79,11971,2.473
590,3021159,893333,79,12647,2.498
595,3019940,900381,79,13334,2.518
600,3017652,906876,79,14026,2.537
605,3018372,915726,79,14651,2.560
610,3020715,922839,79,15304,2.582
615,3018643,929835,79,16002,2.601
620,3015059,936769,79,16656,2.621
625,3016363,944538,79,17323,2.642
630,3016113,952023,79,17977,2.663
635,3014577,959230,79,18667,2.682
640,3013646,967241,79,19313,2.702
645,3013440,975294,79,19965,2.723
650,3010505,981012,79,20646,2.743
655,3011408,988098,79,21323,2.764
660,3010417,996062,79,21960,2.784
665,3010070,1003832,79,22611,2.804
670,3008286,1010854,79,23238,2.825
675,3007595,1017899,79,23903,2.845
680,3004756,1026143,79,583,2.864
685,3005256,1034453,79,1211,2.885
690,3006696,1042727,79,1836,2.907
695,3005219,1049316,79,2525,2.927
700,3003697,1056615,79,3175,2.946
705,3003967,1064177,79,639,2.980
710,3007920,1074526,79,1232,3.004
715,3010358,1082491,79,1900,3.029
720,3010683,1089961,79,2565,3.050
725,3011674,1098910,79,3196,3.073
730,3015546,1107487,79,3819,3.098
735,3015236,1116366,79,4458,3.118
