secs,pps,tps,gps,glst,bpc
0,4579058,17888,401,2060,0.018
5,4018382,38792,407,2212,0.041
10,3660564,57227,399,2555,0.059
15,3524654,76939,395,2856,0.078
20,3315398,95566,391,3129,0.096
25,3309600,114509,390,3372,0.115
30,3166339,133011,388,3754,0.130
35,3174884,151703,387,4044,0.150
40,3115517,170754,387,4243,0.166
45,3070726,189958,388,4408,0.183
50,3073596,209645,388,4696,0.203
55,3086418,226918,387,5043,0.222
60,3011208,247738,387,5266,0.236
65,3009399,264857,386,5640,0.254
70,3065746,284549,386,5875,0.278
75,3091372,303103,386,6096,0.299
80,3086087,321136,385,6434,0.319
85,3048889,339196,385,117,0.334
90,3044600,358144,385,344,0.353
95,3013819,378117,385,585,0.365
100,3027574,396964,385,828,0.386
105,3002151,415481,385,1174,0.403
110,3033581,434052,385,1400,0.427
115,3013492,452675,385,1647,0.443
120,3042468,470322,385,1953,0.465
125,3041559,490075,385,2224,0.484
130,3030495,508847,385,2486,0.502
135,3012577,528422,385,2756,0.517
140,2982188,546979,385,3032,0.530
145,3021013,565371,385,3248,0.556
150,2999386,584289,385,3444,0.571
155,2994350,605358,385,3569,0.588
160,3007588,623811,385,103,0.608
165,2991318,641671,385,473,0.624
170,2990282,660198,385,818,0.643
175,2967676,678094,385,1092,0.656
180,2958021,698786,385,1366,0.671
185,2949044,717055,385,1622,0.688
190,2944676,734788,385,1933,0.705
195,2938831,755394,385,2197,0.723
200,2926576,774015,385,2428,0.738
205,2917238,793508,385,2683,0.753
210,2928374,810693,385,3035,0.775
215,2916750,827818,384,3279,0.789
220,2918357,845673,384,82,0.793
225,2923594,863496,384,476,0.813
230,2914587,882190,384,678,0.829
235,2921501,902753,384,845,0.848
240,2931833,921980,384,1098,0.868
245,2935488,940540,384,1363,0.888
250,2937515,959369,384,1661,0.906
255,2942885,978335,384,1951,0.925
260,2952961,999366,385,2134,0.947
265,2978827,1019247,385,2356,0.973
270,2980553,1036322,385,2749,0.993
275,2997034,1054517,384,3097,1.014
280,2994902,1072199,384,3470,1.033
285,2991435,1090468,384,3816,1.050
290,2992073,1106941,384,4157,1.069
295,2995978,1123283,383,4482,1.089
300,2991262,1140553,383,4925,1.106
305,2997720,1158691,383,5144,1.125
310,3009142,1177664,383,5285,1.149
315,3019740,1195899,383,5573,1.171
320,3021802,1215458,383,5847,1.191
325,3024352,1233739,383,6082,1.210
330,3021114,1253344,383,6209,1.227
335,3034725,1272565,383,6529,1.251
340,3038957,1292812,384,6680,1.272
345,3035782,1309141,383,25,1.274
350,3039933,1328394,383,351,1.291
355,3047871,1343578,383,826,1.314
360,3058368,1359312,383,1227,1.339
365,3072699,1379848,383,1413,1.361
370,3066836,1397158,383,1655,1.379
375,3066675,1413355,382,2020,1.397
380,3068695,1432237,382,2299,1.416
385,3060288,1450592,382,2576,1.431
390,3062155,1468445,382,2850,1.450
395,3060850,1485232,382,3190,1.469
400,3058691,1505672,382,3383,1.486
405,3051987,1521279,382,3670,1.501
410,3045833,1540170,382,3944,1.517
415,3040582,1556606,382,4302,1.532
420,3040692,1576284,382,4442,1.551
425,3039128,1594635,382,4721,1.568
430,3042857,1609475,381,5222,1.589
435,3033224,1627375,381,5495,1.603
440,3032302,1645620,381,5715,1.619
445,3029578,1661492,381,5939,1.637
450,3025048,1678123,381,6404,1.653
455,3019605,1696614,381,6730,1.668
460,3018402,1715810,381,7063,1.686
465,3027079,1733805,381,7369,1.708
470,3028835,1753602,381,7545,1.729
475,3020648,1770379,381,7844,1.741
480,3018645,1789851,381,8106,1.758
