secs,pps,tps,gps,glst,bpc
0,958074,1148,42,17557,0.001
5,1011407,2038,38,42421,0.007
10,1123260,4142,44,64583,0.013
15,1072112,5177,42,88410,0.019
20,1029356,6278,42,111618,0.024
25,997876,6551,40,133605,0.028
30,984604,7245,38,153546,0.033
35,960230,8230,38,173690,0.038
40,933831,9136,38,193014,0.043
45,934295,10206,38,214021,0.048
50,929685,11251,38,236054,0.053
55,935946,12334,38,258145,0.057
60,933750,13207,38,278339,0.063
65,932019,14205,38,299395,0.067
70,939914,15271,38,317506,0.073
75,921688,16091,38,337134,0.077
80,938338,17114,38,357763,0.083
85,944942,18086,38,377044,0.089
90,942188,19122,38,395822,0.095
95,922368,19814,38,416002,0.098
100,936059,20864,38,439630,0.103
105,927273,21785,38,460249,0.109
110,916332,22569,37,478450,0.113
115,930235,23793,38,502696,0.119
120,925533,24633,38,521126,0.123
125,917762,25480,37,541235,0.128
130,926419,26606,38,559739,0.134
135,919465,27459,38,578393,0.138
140,915118,28382,37,598564,0.143
145,914342,29308,37,621553,0.148
150,912237,29770,37,643433,0.152
155,920839,31261,38,662211,0.159
160,916631,32178,37,683327,0.164
165,916742,33274,38,702234,0.169
170,912693,34164,38,722176,0.173
175,910190,35088,38,744146,0.177
180,910666,35936,37,10917,0.182
185,915241,36907,37,30730,0.188
190,917135,38003,38,52651,0.194
195,924147,39722,38,71364,0.201
200,931795,40872,38,90893,0.207
205,936004,41780,38,112576,0.214
210,937486,42217,38,134993,0.218
215,936294,43139,38,157923,0.223
220,929655,43764,38,177721,0.227
225,923524,44519,37,12576,0.235
230,922773,45489,38,35467,0.239
235,924194,46673,38,54547,0.246
240,924072,47636,38,74386,0.250
245,926860,49437,38,92498,0.257
250,926265,50245,38,114602,0.262
255,926456,51367,38,134896,0.266
260,922073,51634,38,157197,0.270
265,914249,52171,38,181322,0.273
270,912540,52542,37,203318,0.277
275,910950,54023,38,223469,0.284
280,911715,55101,38,244655,0.288
285,913553,55353,37,265489,0.292
290,908868,56016,37,286786,0.297
295,907095,56296,37,11007,0.299
300,908014,57882,37,30246,0.305
305,908880,58823,37,54257,0.310
310,906576,59707,37,75925,0.315
315,905142,60044,37,95617,0.319
320,901479,60699,37,116676,0.323
325,899102,61077,37,138387,0.327
330,902012,61967,37,159559,0.333
335,899838,63449,37,10761,0.337
340,900463,63941,37,34809,0.341
345,899181,65395,37,54967,0.347
350,897326,65687,37,75375,0.350
355,893321,66412,37,95432,0.354
360,892255,67313,37,115799,0.359
365,890851,68258,37,136622,0.363
370,888175,68570,37,155392,0.367
375,891969,70163,37,176174,0.373
380,893538,71193,37,196844,0.379
385,893813,71620,37,216856,0.383
390,889585,72208,37,236647,0.387
395,887561,72543,36,261370,0.391
400,884469,73320,36,280791,0.395
405,885704,74311,36,304602,0.400
410,888406,75409,37,324330,0.407
