secs,pps,tps,gps
0,274220,92532,12907
5,283818,95809,13360
10,285089,96367,13420
15,279521,94389,13158
20,275642,93160,12975
25,273456,92475,12873
30,270996,91643,12757
35,268512,90806,12641
40,265633,89887,12506
45,264411,89514,12449
50,262983,89042,12382
55,263022,89048,12384
60,262662,88910,12367
65,262109,88721,12341
70,261530,88502,12314
75,260517,88189,12267
80,260109,88066,12248
85,259397,87797,12214
90,259226,87731,12206
95,258931,87651,12192
100,258775,87563,12184
105,258216,87378,12158
110,258272,87405,12161
115,258410,87447,12167
120,258104,87353,12153
125,257926,87313,12145
130,257654,87216,12132
135,257366,87109,12118
140,256894,86957,12096
145,256705,86901,12088
150,256485,86832,12077
155,256348,86793,12071
160,256165,86719,12062
165,256105,86696,12059
170,256241,86750,12066
175,256137,86691,12061
180,255938,86624,12051
185,255759,86564,12043
190,255687,86550,12040
195,255763,86557,12043
200,255843,86602,12047
205,255818,86576,12046
210,255606,86505,12036
215,255410,86444,12027
220,255322,86432,12023
225,255307,86426,12022
230,255223,86403,12018
235,255285,86423,12021
240,255305,86433,12022
245,255427,86483,12028
250,255295,86436,12022
255,255292,86444,12022
260,255477,86504,12030
265,255482,86509,12031
270,255445,86500,12029
275,255472,86505,12030
280,255374,86488,12026
285,255359,86476,12025
290,255355,86465,12025
295,255179,86409,12016
300,255037,86351,12010
305,254967,86334,12006
310,254953,86324,12006
315,254891,86299,12003
320,254861,86282,12001
325,254851,86283,12001
330,254838,86284,12000
335,254800,86268,11999
340,254841,86282,12001
345,254974,86320,12007
350,254944,86311,12006
355,254973,86328,12007
360,254959,86324,12007
365,254886,86299,12003
370,254789,86262,11999
375,254656,86219,11993
380,254634,86217,11992
385,254639,86219,11992
390,254585,86203,11989
395,254635,86227,11992
400,254562,86205,11989
405,254682,86242,11994
410,254706,86249,11995
415,254682,86237,11994
420,254643,86222,11993
425,254552,86194,11988
430,254501,86176,11986
435,254530,86191,11987
440,254516,86186,11987
445,254514,86185,11987
450,254518,86182,11987
455,254492,86173,11986
460,254466,86163,11984
465,254398,86141,11981
470,254359,86130,11979
475,254398,86142,11981
480,254427,86153,11983
485,254400,86143,11981
490,254525,86181,11987
495,254444,86156,11983
500,254425,86146,11982
505,254453,86161,11984
510,254427,86149,11983
515,254389,86132,11981
520,254402,86132,11981
525,254397,86127,11981
530,254444,86147,11983
535,254519,86170,11987
540,254493,86162,11986
545,254539,86179,11988
550,254458,86154,11984
555,254457,86158,11984
560,254403,86136,11982
565,254439,86151,11983
570,254393,86137,11981
575,254285,86101,11976
580,254280,86098,11976
585,254193,86068,11972
590,254202,86074,11972
595,254199,86068,11972
600,254193,86066,11972
605,254241,86084,11974
610,254282,86092,11976
615,254270,86086,11975
620,254175,86049,11971
625,253956,85969,11960
630,253820,85925,11954
635,253743,85896,11950
640,253573,85838,11942
645,253388,85776,11934
650,253154,85699,11923
655,252986,85641,11915
660,252870,85599,11909
665,252714,85548,11902
670,252677,85536,11900
675,252559,85495,11895
680,252475,85467,11891
685,252436,85457,11889
690,252374,85437,11886
695,252339,85425,11884
700,252307,85415,11883
705,252274,85406,11881
710,252275,85411,11881
715,252191,85376,11877
720,252220,85385,11879
725,252098,85347,11873
730,252052,85332,11871
735,251916,85288,11865
740,251709,85220,11855
745,251614,85187,11850
750,251404,85116,11840
755,251260,85071,11834
760,251209,85053,11831
765,250955,84969,11820
770,250797,84916,11812
775,250684,84877,11807
780,250631,84856,11804
785,250557,84831,11801
790,250520,84812,11799
795,250384,84766,11793
800,250293,84741,11789
805,250233,84719,11786
810,250103,84676,11780
815,250076,84668,11778
820,250004,84645,11775
825,250002,84645,11775
830,249993,84641,11775
835,249991,84641,11774
840,249879,84601,11769
845,249730,84552,11762
850,249616,84516,11757
855,249568,84500,11755
860,249472,84466,11750
865,249459,84458,11749
870,249423,84445,11748
875,249347,84418,11744
880,249232,84377,11739
885,249120,84338,11733
890,249032,84309,11729
895,248970,84286,11726
900,248930,84273,11724
905,248886,84261,11722
910,248818,84237,11719
915,248800,84231,11718
920,248741,84212,11716
925,248758,84218,11716
930,248706,84201,11714
935,248661,84185,11712
940,248642,84178,11711
945,248603,84166,11709
950,248621,84172,11710
955,248609,84165,11709
960,248579,84157,11708
965,248560,84151,11707
970,248522,84137,11705
975,248500,84126,11704
980,248483,84121,11703
985,248367,84082,11698
990,248336,84071,11696
