secs,pps,tps
0,3207097,2427369
5,3192881,2416565
10,3156160,2388364
15,3135686,2385739
20,3086980,2345445
25,3047948,2313533
30,2994642,2278643
35,2952625,2244261
40,2925506,2224721
45,2895461,2202695
50,2874624,2187524
55,2854337,2172299
60,2845620,2162195
65,2832463,2154827
70,2820991,2144837
75,2797056,2126980
80,2786873,2119727
85,2777910,2110396
90,2770725,2106864
95,2766466,2101416
100,2757765,2096522
105,2745793,2086542
110,2739783,2081211
115,2731163,2076138
120,2736357,2080688
125,2733094,2076505
130,2733019,2077833
135,2728986,2074126
140,2725346,2071671
145,2719616,2067588
150,2716858,2064911
155,2715224,2063959
160,2715562,2063722
165,2715576,2064043
170,2716996,2065442
175,2717533,2065393
180,2716405,2064802
185,2717237,2065710
190,2719254,2066169
195,2720318,2067918
200,2721901,2068102
205,2725000,2070125
210,2727592,2073015
215,2731221,2075460
220,2733605,2077538
225,2734488,2077312
230,2736448,2077951
235,2740109,2081582
240,2743277,2083731
245,2743486,2083501
250,2745431,2084724
255,2746564,2086354
260,2750084,2088802
265,2751184,2089392
270,2752764,2091314
275,2753709,2091785
280,2756635,2093787
285,2757999,2095512
290,2760627,2097298
295,2761809,2097968
300,2763328,2099773
305,2766311,2101835
310,2767148,2102667
315,2768745,2104085
320,2769697,2104585
325,2769764,2104805
330,2770777,2105759
335,2772416,2106797
340,2773209,2107191
345,2772551,2107230
350,2772831,2107233
355,2772748,2107323
360,2772934,2107978
365,2774581,2109037
370,2775911,2109854
375,2777059,2110893
380,2777775,2111244
385,2778709,2111766
390,2779033,2112496
395,2779221,2112446
400,2779643,2112259
405,2781702,2114315
410,2783249,2115642
415,2784166,2116166
420,2784928,2117195
425,2784887,2116676
430,2785436,2117529
435,2786346,2118054
440,2787472,2119049
445,2788625,2120061
450,2789581,2120632
455,2789700,2120841
460,2789831,2121061
465,2791310,2122037
470,2791477,2121998
475,2792321,2122487
480,2792982,2123389
485,2794203,2123901
490,2794776,2124191
495,2795623,2125220
500,2795319,2124831
505,2795154,2124555
510,2794265,2124234
515,2794793,2124559
520,2794507,2124441
525,2794928,2124871
530,2795877,2125459
535,2795774,2125238
540,2796027,2125776
545,2796930,2126332
550,2797792,2126858
555,2798527,2127760
560,2799011,2127991
565,2799696,2128385
570,2799881,2128852
575,2799868,2128931
580,2799742,2128697
585,2800224,2129382
590,2799694,2128613
595,2799071,2128442
600,2799743,2128827
605,2799298,2128570
610,2799534,2128836
615,2799501,2128680
620,2800084,2128796
625,2800176,2129162
630,2800417,2129223
635,2801023,2129566
640,2801100,2129913
645,2801273,2129923
650,2801613,2130066
655,2802088,2130712
660,2802212,2130689
665,2802815,2131034
670,2803220,2131624
675,2804099,2132183
680,2804267,2132197
685,2804329,2132513
690,2804162,2132269
695,2803779,2131860
700,2804343,2132369
705,2804274,2132392
710,2804485,2132442
715,2805258,2133112
720,2805026,2133005
725,2805499,2133260
730,2805068,2132999
735,2805277,2133233
740,2805448,2133258
745,2805929,2133522
750,2806180,2133961
755,2806538,2134132
760,2807046,2134422
765,2806317,2133926
770,2806241,2133764
775,2806831,2134289
780,2807494,2134699
785,2808070,2135045
790,2808308,2135296
795,2808225,2135133
800,2808260,2134901
805,2808260,2135131
810,2808682,2135199
815,2809171,2135483
820,2809214,2135743
825,2809204,2135799
830,2809966,2136136
835,2809688,2136146
840,2809656,2136184
845,2810344,2136470
850,2810344,2136536
855,2810506,2136723
860,2810361,2136370
865,2811015,2137243
870,2811191,2137141
875,2811453,2137404
880,2811379,2137259
885,2811036,2137055
890,2810597,2136632
895,2810546,2136507
900,2810467,2136506
905,2810885,2136891
910,2811160,2137019
915,2811314,2137199
920,2811215,2137039
925,2811482,2137164
930,2811787,2137600
935,2812115,2137773
940,2812768,2138336
945,2813026,2138732
950,2813856,2139016
955,2813961,2139156
960,2814063,2139428
965,2813506,2138783
970,2813577,2139030
975,2813477,2138874
980,2813912,2139266
985,2814484,2139764
990,2814651,2139817
