secs,pps,tps
0,2812014,2013919
5,2844131,2067384
10,2814159,2061268
15,2825402,2085432
20,2837371,2109555
25,2830013,2087261
30,2832620,2092590
35,2824012,2095075
40,2832420,2099772
45,2832272,2095577
50,2841813,2106792
55,2833076,2094533
60,2825411,2085896
65,2829298,2095963
70,2820829,2086842
75,2820221,2084116
80,2821538,2087733
85,2816634,2084858
90,2814313,2079654
95,2812606,2081892
100,2809682,2076575
105,2812643,2079649
110,2816224,2085441
115,2814544,2086935
120,2815693,2086139
125,2809014,2081482
130,2808296,2080408
135,2808017,2081617
140,2811307,2083634
145,2814097,2085308
150,2815486,2089329
155,2817591,2087973
160,2814326,2087400
165,2814814,2088113
170,2816520,2089855
175,2812712,2086455
180,2811693,2087377
185,2812001,2086452
190,2807818,2082088
195,2793760,2072826
200,2793980,2072568
205,2792547,2073588
210,2795461,2075384
215,2795579,2076845
220,2799052,2079685
225,2797797,2078865
230,2796242,2076675
235,2797747,2079628
240,2800252,2080606
245,2800793,2080096
250,2799553,2080839
255,2800886,2081971
260,2799761,2080200
265,2801166,2082390
270,2802833,2084732
275,2800099,2080328
280,2801444,2082414
285,2799086,2078883
290,2799041,2078521
295,2800257,2080896
300,2802501,2081864
305,2803168,2082500
310,2802050,2082156
315,2801548,2082698
320,2802155,2083257
325,2802871,2084277
330,2803916,2082792
335,2805191,2085445
340,2803308,2084058
345,2803702,2083684
350,2803587,2082195
355,2804242,2082808
360,2805384,2084515
365,2804018,2083183
370,2805945,2084767
375,2804921,2085447
380,2804195,2083930
385,2804841,2084508
390,2805367,2085996
395,2803950,2084632
400,2805170,2085312
405,2805744,2085827
410,2805394,2085310
415,2805972,2086128
420,2807255,2087496
425,2808575,2088882
430,2808905,2088581
435,2807888,2089049
440,2807187,2088554
445,2807589,2088912
450,2808564,2089417
455,2809454,2089864
460,2809135,2090231
465,2809784,2090769
470,2810636,2091190
475,2811067,2091565
480,2811530,2091150
485,2811014,2089991
490,2810897,2091281
495,2812247,2091579
500,2810167,2090533
505,2807828,2089286
510,2805919,2087336
515,2806784,2087790
520,2807444,2088847
525,2807387,2089333
530,2808704,2089884
535,2809917,2090132
540,2809525,2090590
545,2810612,2091703
550,2811503,2091952
555,2811354,2092338
560,2811704,2091941
565,2812107,2092288
570,2811909,2092626
575,2812241,2092452
580,2812255,2092093
585,2811601,2091628
590,2811798,2092698
595,2811834,2092315
600,2811683,2092010
605,2812434,2093051
610,2812121,2092625
615,2812592,2093015
620,2812227,2093188
625,2812163,2092950
630,2813280,2093841
635,2812995,2094257
640,2812175,2093851
645,2812470,2094293
650,2812415,2093869
655,2812296,2093595
660,2812453,2094336
665,2812307,2094042
670,2813091,2094464
675,2813118,2095279
680,2813394,2094930
685,2813649,2095146
690,2814562,2096055
695,2814507,2095654
700,2813416,2094825
705,2813576,2094969
710,2813145,2094831
715,2813268,2094574
720,2813064,2094798
725,2813564,2095020
730,2813324,2094673
735,2813398,2094925
740,2812572,2094653
745,2812679,2093867
750,2813366,2094593
755,2812767,2094319
760,2812652,2094588
765,2812962,2094328
770,2813441,2095055
775,2813411,2094874
780,2812941,2094528
785,2813405,2095735
790,2814022,2095555
795,2814240,2095738
800,2814556,2096327
805,2814491,2096610
810,2815057,2096407
815,2814658,2096594
820,2814340,2095877
825,2813874,2096009
830,2813749,2095764
835,2813410,2095512
840,2813144,2095632
845,2813656,2095880
850,2813329,2095174
855,2813598,2095852
860,2813827,2096038
865,2813882,2095932
870,2813650,2096066
875,2813782,2096180
880,2813819,2096062
885,2814050,2096550
890,2814583,2096819
895,2814849,2097031
900,2814669,2097191
905,2814570,2096975
910,2814606,2096722
915,2814494,2096929
920,2814964,2097155
925,2814530,2096405
930,2813034,2095395
935,2812887,2095150
940,2813016,2095395
945,2813148,2095508
950,2813091,2095333
955,2813319,2095106
960,2813677,2096076
965,2813856,2095817
970,2813880,2095705
975,2813531,2095849
980,2813896,2096006
985,2814080,2096157
990,2814417,2096692
