secs,pps,tps
0,3124300,2336881
5,3095696,2301877
10,3040233,2272350
15,2955276,2219830
20,2926512,2195054
25,2901474,2173680
30,2856762,2134120
35,2814050,2113955
40,2786551,2084990
45,2770027,2076627
50,2757424,2060876
55,2745306,2053059
60,2738814,2051486
65,2726353,2040963
70,2704535,2030392
75,2690742,2015337
80,2679034,2006999
85,2657848,1995764
90,2660526,1994038
95,2667208,2002397
100,2664398,1999364
105,2660426,1996706
110,2653114,1992560
115,2650620,1990915
120,2653859,1994760
125,2657066,1995411
130,2650369,1990478
135,2646038,1988334
140,2644852,1986712
145,2639704,1983817
150,2641278,1984355
155,2641163,1984464
160,2638178,1983908
165,2638044,1982388
170,2636200,1982632
175,2634097,1980376
180,2632902,1979571
185,2630462,1978500
190,2627623,1975040
195,2626454,1974897
200,2623364,1973901
205,2624670,1973100
210,2625512,1975077
215,2628735,1977651
220,2629585,1977201
225,2634107,1982498
230,2637922,1983822
235,2642727,1987615
240,2647511,1991938
245,2649437,1994024
250,2654270,1996266
255,2657556,2000407
260,2657519,1999434
265,2657484,1999473
270,2657099,2000669
275,2654325,1997624
280,2652073,1995005
285,2650527,1993415
290,2648668,1992496
295,2647345,1991964
300,2646009,1990990
305,2644639,1989552
310,2641807,1987411
315,2639476,1986492
320,2638263,1985186
325,2637297,1985281
330,2635344,1983620
335,2633290,1982069
340,2631791,1980938
345,2631535,1980397
350,2629995,1979981
355,2628216,1978632
360,2627510,1977739
365,2625465,1977252
370,2623908,1975360
375,2621094,1973551
380,2620101,1972458
385,2619040,1972673
390,2618826,1971842
395,2618264,1971424
400,2620436,1973768
405,2621003,1973568
410,2620465,1973169
415,2620702,1973994
420,2618963,1972030
425,2617981,1971594
430,2615586,1969765
435,2614758,1968835
440,2614748,1969137
445,2617068,1970648
450,2617461,1971542
455,2617715,1971175
460,2617727,1971005
465,2618811,1971857
470,2618268,1972007
475,2618366,1971813
480,2618400,1972382
485,2619250,1972510
490,2620945,1973829
495,2621783,1975271
500,2622934,1975383
505,2623673,1976219
510,2625322,1977498
515,2625822,1977639
520,2626021,1977802
525,2627444,1979153
530,2626155,1978165
535,2626439,1978876
540,2626515,1978207
545,2627355,1978863
550,2626687,1978589
555,2626736,1978394
560,2625432,1977866
565,2624451,1976880
570,2624158,1976658
575,2623337,1976257
580,2623181,1976135
585,2624327,1977246
590,2624339,1976817
595,2624328,1976591
600,2625069,1977605
605,2626828,1978748
610,2627704,1979427
615,2628746,1980874
620,2629694,1980976
625,2629993,1981840
630,2630342,1981277
635,2631295,1981814
640,2631630,1982026
645,2631700,1982089
650,2632818,1983363
655,2633699,1983644
660,2633764,1983703
665,2635185,1985004
670,2635216,1984835
675,2635323,1985311
680,2635609,1985346
685,2635395,1985182
690,2635656,1985580
695,2636129,1985759
700,2636668,1986134
705,2637065,1986631
710,2637700,1987124
715,2638167,1987669
720,2638225,1986990
725,2638408,1987137
730,2637788,1986845
735,2637756,1986830
740,2638703,1987923
745,2639885,1988485
750,2640797,1989197
755,2642006,1990311
760,2642327,1990390
765,2643053,1990786
770,2643652,1991246
775,2644568,1991960
780,2645077,1992049
785,2645895,1992449
790,2645537,1992181
795,2645556,1992206
800,2645853,1992280
805,2645143,1992064
810,2645310,1992041
815,2644935,1991439
820,2644228,1991221
825,2642911,1990050
830,2642372,1989962
835,2641989,1989513
840,2642101,1989607
845,2642227,1989870
850,2642580,1989995
855,2642591,1990318
860,2642034,1989743
865,2641499,1988883
870,2641629,1989293
875,2641911,1989369
880,2641717,1989079
885,2641387,1989129
890,2641920,1988960
895,2642056,1989517
900,2642646,1989396
905,2642820,1989250
910,2642546,1989198
915,2642857,1989592
920,2643690,1990246
925,2643773,1990182
930,2644390,1990530
935,2644536,1990932
940,2644119,1990343
945,2644331,1990515
950,2644592,1991007
955,2644814,1991052
960,2644304,1990806
965,2643277,1989610
970,2642790,1989110
975,2643291,1989646
980,2643816,1989795
985,2644132,1990319
990,2643921,1989901
