secs,pps,tps
0,2569628,1880120
5,2605071,1908931
10,2643333,1974093
15,2646229,1973967
20,2628603,1964538
25,2639461,1979987
30,2650427,1991796
35,2617104,1953518
40,2586112,1934524
45,2585040,1935040
50,2590543,1942717
55,2598538,1954069
60,2585778,1938337
65,2587047,1936171
70,2579740,1933102
75,2578928,1929812
80,2570861,1927403
85,2576174,1926110
90,2573158,1928624
95,2562536,1920882
100,2557530,1913683
105,2550522,1910017
110,2546184,1903184
115,2540508,1898272
120,2537882,1896782
125,2532110,1891859
130,2529393,1892225
135,2523128,1888731
140,2520433,1887008
145,2516576,1883485
150,2511436,1878988
155,2508112,1877592
160,2499976,1870776
165,2494227,1868986
170,2497279,1868545
175,2499644,1872130
180,2501581,1874562
185,2501637,1872047
190,2506495,1874042
195,2513754,1881272
200,2516110,1882713
205,2522317,1887132
210,2525278,1890317
215,2530029,1893023
220,2534381,1897808
225,2538854,1899776
230,2543919,1903364
235,2547164,1908321
240,2552216,1910267
245,2554710,1912410
250,2558953,1916948
255,2558639,1914854
260,2559297,1917083
265,2558119,1914887
270,2561751,1917420
275,2564149,1919947
280,2564518,1920494
285,2565849,1920333
290,2567108,1922403
295,2569507,1923562
300,2570031,1923285
305,2572149,1926823
310,2575513,1929156
315,2577280,1930696
320,2578636,1931088
325,2579760,1932123
330,2581764,1934623
335,2583646,1935826
340,2585216,1936038
345,2587211,1938877
350,2589759,1939869
355,2592340,1942751
360,2593876,1942986
365,2595181,1943784
370,2598523,1946518
375,2600835,1948095
380,2602211,1948623
385,2604442,1951176
390,2607261,1953157
395,2608661,1954036
400,2611459,1956994
405,2613168,1958123
410,2615916,1958784
415,2617763,1960986
420,2619482,1962137
425,2620826,1962692
430,2621376,1964167
435,2623800,1965265
440,2624794,1965863
445,2626059,1967269
450,2628672,1968835
455,2630476,1970356
460,2632638,1972162
465,2634034,1972522
470,2636506,1974845
475,2638006,1975848
480,2638625,1976177
485,2639977,1977351
490,2640900,1977653
495,2641351,1977338
500,2642076,1978550
505,2642252,1978290
510,2643162,1979115
515,2644491,1980266
520,2646057,1980848
525,2647430,1982530
530,2649006,1983623
535,2648891,1982917
540,2649609,1984327
545,2650257,1983259
550,2650982,1983471
555,2652752,1985441
560,2653722,1986079
565,2654476,1986557
570,2656206,1988475
575,2657221,1988691
580,2657883,1988871
585,2658857,1990196
590,2658776,1989808
595,2659035,1990345
600,2660152,1990888
605,2660777,1991053
610,2661534,1992191
615,2662641,1992732
620,2663381,1993207
625,2664325,1994470
630,2663935,1994271
635,2665402,1995103
640,2666159,1995998
645,2666358,1996054
650,2667368,1996743
655,2668111,1997221
660,2668060,1996888
665,2668747,1997923
670,2669685,1998359
675,2670017,1998133
680,2669721,1998397
685,2669742,1998129
690,2670085,1998119
695,2670836,1999182
700,2672565,2000428
705,2672478,2000281
710,2673104,2000680
715,2673385,2000999
720,2674356,2002030
725,2675012,2002090
730,2675760,2002225
735,2676741,2003262
740,2676520,2002837
745,2676755,2003120
750,2677541,2003825
755,2678043,2003791
760,2678403,2004509
765,2679113,2004812
770,2679375,2004771
775,2680023,2005707
780,2680061,2005662
785,2680534,2005621
790,2680224,2005338
795,2680455,2005612
800,2681817,2006594
805,2682418,2006986
810,2682865,2007264
815,2683632,2008113
820,2683721,2007794
825,2684242,2008129
830,2684878,2008876
835,2685660,2009254
840,2686507,2010317
845,2687829,2010961
850,2687795,2010872
855,2688777,2011722
860,2688852,2011715
865,2689685,2012296
870,2690110,2012717
875,2690914,2013277
880,2691707,2013828
885,2691975,2014569
890,2692201,2014239
895,2692965,2014768
900,2693209,2015190
905,2693523,2015373
910,2693812,2015102
915,2692702,2014620
920,2693211,2015235
925,2694032,2015955
930,2694096,2016088
935,2694113,2016040
940,2694455,2016524
945,2695239,2016934
950,2696206,2017759
955,2696771,2018415
960,2697521,2018933
965,2697958,2019349
970,2698156,2019847
975,2698441,2020007
980,2699073,2020437
985,2698929,2020003
990,2699170,2019997
