secs,pps,tps
0,3067021,2358865
5,3106625,2376314
10,3088903,2367150
15,3069802,2354673
20,3039779,2327466
25,3010068,2301898
30,2992018,2291701
35,2963491,2267486
40,2948608,2255802
45,2947660,2256259
50,2925933,2240417
55,2908200,2225282
60,2904382,2223207
65,2889596,2212491
70,2886466,2209806
75,2872484,2199595
80,2830643,2167001
85,2815371,2157167
90,2802698,2146372
95,2800795,2146637
100,2800583,2145536
105,2795160,2141090
110,2794887,2140643
115,2797798,2142677
120,2792921,2138184
125,2793136,2139197
130,2790933,2136816
135,2782056,2130271
140,2778911,2127679
145,2777736,2126623
150,2773003,2122825
155,2768869,2119903
160,2766581,2118395
165,2771037,2121700
170,2771220,2121337
175,2771608,2121151
180,2763184,2114533
185,2760619,2112459
190,2756927,2110190
195,2755604,2109719
200,2755617,2109295
205,2751827,2106268
210,2746272,2101877
215,2744785,2101236
220,2742167,2098818
225,2734842,2093640
230,2732127,2091159
235,2727646,2088036
240,2729304,2088953
245,2729023,2088916
250,2725789,2086332
255,2721942,2083524
260,2720938,2082915
265,2720753,2083169
270,2718424,2081280
275,2716414,2079634
280,2714529,2078093
285,2713862,2077946
290,2710233,2075055
295,2708406,2073780
300,2708270,2073590
305,2707160,2072861
310,2705155,2071227
315,2701762,2068521
320,2700055,2067531
325,2700764,2068193
330,2698778,2066375
335,2696076,2064406
340,2696439,2064606
345,2694434,2063361
350,2691845,2061093
355,2688793,2058844
360,2684816,2056055
365,2684669,2055685
370,2684053,2055665
375,2683613,2055074
380,2678379,2050950
385,2675315,2048680
390,2676389,2049269
395,2677090,2050237
400,2676307,2049397
405,2675032,2048502
410,2671824,2046111
415,2669905,2044398
420,2667640,2042893
425,2667572,2042771
430,2668539,2043301
435,2668812,2043749
440,2670121,2044550
445,2671471,2045825
450,2672320,2046418
455,2672911,2046526
460,2673806,2047586
465,2674746,2048392
470,2676347,2049570
475,2675993,2049375
480,2678642,2051228
485,2680955,2052690
490,2682751,2054295
495,2684544,2055496
500,2686083,2056763
505,2686043,2056807
510,2688148,2058126
515,2689255,2058935
520,2690417,2059783
525,2691056,2060228
530,2689864,2059261
535,2691412,2060411
540,2690422,2059600
545,2689694,2059112
550,2689565,2058967
555,2689090,2058673
560,2688970,2058653
565,2688668,2058258
570,2688922,2058640
575,2689445,2058885
580,2689563,2059048
585,2690341,2059720
590,2690604,2059771
595,2691672,2060777
600,2691737,2060785
605,2692637,2061440
610,2694247,2062538
615,2694593,2062767
620,2694364,2062550
625,2695197,2063155
630,2694887,2063084
635,2694247,2062242
640,2693652,2062155
645,2693855,2062122
650,2694451,2062646
655,2695178,2063173
660,2695074,2063155
665,2694961,2063033
670,2695113,2063310
675,2694956,2063152
680,2695255,2063445
685,2695635,2063605
690,2695474,2063541
695,2695861,2063993
700,2695354,2063472
705,2695462,2063427
710,2695189,2063275
715,2694771,2063008
720,2694390,2062772
725,2693607,2062042
730,2692895,2061457
735,2692971,2061571
740,2693633,2062050
745,2693198,2061857
750,2693665,2062098
755,2694179,2062463
760,2694641,2062873
765,2694479,2062803
770,2694422,2062557
775,2693345,2061693
780,2693472,2061759
785,2693318,2061861
790,2693598,2061964
795,2693367,2061922
800,2693070,2061823
805,2693677,2062017
810,2692035,2060880
815,2691326,2060300
820,2689391,2058853
825,2688087,2057895
830,2686378,2056543
835,2685397,2055756
840,2685653,2055844
845,2683940,2054724
850,2682714,2053669
855,2681805,2052860
860,2680969,2052264
865,2680542,2051905
870,2679596,2051146
875,2679925,2051374
880,2680263,2051756
885,2678756,2050637
890,2677074,2049205
895,2676456,2048771
900,2675546,2048115
905,2675454,2048016
910,2675784,2048316
915,2676149,2048643
920,2676515,2048828
925,2676724,2049036
930,2677345,2049490
935,2677783,2049803
940,2678022,2050101
945,2678244,2050177
950,2677774,2049994
955,2678599,2050469
960,2678905,2050613
965,2679596,2051259
970,2679648,2051206
975,2680513,2051916
980,2681273,2052546
985,2681448,2052657
990,2680917,2052287
