secs,pps,tps
0,3087231,2334762
5,3093761,2339704
10,3029561,2299182
15,2977262,2269787
20,2943387,2234347
25,2916823,2216507
30,2897722,2203644
35,2880063,2191415
40,2854857,2173041
45,2829906,2154647
50,2817670,2141112
55,2809029,2139838
60,2798202,2127903
65,2793298,2124824
70,2779051,2114470
75,2762278,2102023
80,2744356,2088661
85,2735213,2080536
90,2724060,2075162
95,2719184,2070351
100,2717728,2068265
105,2714734,2066313
110,2707750,2061225
115,2703306,2056971
120,2697895,2054158
125,2697547,2053118
130,2693146,2050951
135,2684612,2043615
140,2679990,2040264
145,2678754,2038645
150,2679574,2039497
155,2684827,2044596
160,2688171,2046559
165,2691952,2048128
170,2694921,2052146
175,2695633,2052132
180,2695407,2051421
185,2694018,2051219
190,2691771,2049645
195,2689005,2046343
200,2686978,2045597
205,2684452,2043786
210,2681350,2040920
215,2679179,2039394
220,2680852,2040834
225,2680627,2040222
230,2681719,2041778
235,2681740,2040825
240,2681858,2042135
245,2683510,2042476
250,2683878,2042890
255,2685297,2044124
260,2685211,2043687
265,2686795,2045038
270,2685753,2044357
275,2684936,2043847
280,2685373,2043833
285,2686270,2045103
290,2685809,2044406
295,2684300,2042910
300,2684176,2043365
305,2686599,2044495
310,2687236,2045103
315,2685473,2043852
320,2684447,2043165
325,2683598,2042617
330,2683489,2042628
335,2684323,2042980
340,2684901,2043533
345,2685232,2043884
350,2685858,2043721
355,2684528,2043533
360,2685062,2043315
365,2685560,2044152
370,2686280,2044446
375,2685567,2043991
380,2686573,2045200
385,2687188,2045081
390,2686667,2044769
395,2687494,2045825
400,2688084,2045711
405,2687214,2045453
410,2687681,2045577
415,2687155,2045250
420,2687988,2045975
425,2688532,2046172
430,2689031,2046637
435,2689302,2047225
440,2689028,2046789
445,2690229,2047793
450,2689459,2046647
455,2689126,2046468
460,2689321,2046698
465,2690628,2047501
470,2690491,2047473
475,2691101,2048023
480,2690407,2047290
485,2689632,2047304
490,2689028,2046638
495,2689409,2046739
500,2689368,2047040
505,2688618,2046270
510,2689444,2046978
515,2690357,2047494
520,2690459,2047393
525,2689694,2047121
530,2689418,2046726
535,2689208,2046629
540,2689872,2047206
545,2689379,2046652
550,2690102,2047513
555,2690858,2047923
560,2691253,2048061
565,2691964,2048906
570,2692517,2049166
575,2693343,2049637
580,2693585,2050115
585,2694146,2050382
590,2693999,2050331
595,2694101,2050471
600,2694566,2050670
605,2694581,2051175
610,2694932,2051072
615,2695052,2051224
620,2695409,2051559
625,2696133,2051962
630,2695150,2051052
635,2695730,2051558
640,2695631,2051742
645,2695914,2051610
650,2695368,2051448
655,2694925,2051158
660,2695355,2051346
665,2695828,2051962
670,2696627,2052240
675,2696536,2052223
680,2697221,2052808
685,2697434,2052834
690,2698050,2053551
695,2698067,2053427
700,2698443,2053768
705,2699085,2054500
710,2699036,2054142
715,2699720,2054721
720,2699637,2054706
725,2699535,2054675
730,2699876,2054809
735,2699971,2054932
740,2700032,2055025
745,2700386,2055346
750,2700197,2055074
755,2699354,2054467
760,2699788,2054852
765,2700028,2055083
770,2700217,2055105
775,2700431,2055319
780,2700442,2055371
785,2700252,2055271
790,2700817,2055586
795,2701317,2056017
800,2701341,2056081
805,2701109,2055945
810,2701232,2055761
815,2701155,2055746
820,2701142,2055779
825,2700931,2055502
830,2700856,2055804
835,2700647,2055527
840,2700645,2055255
845,2700746,2055534
850,2699785,2054832
855,2699581,2054579
860,2699230,2054046
865,2699648,2054562
870,2700049,2054765
875,2700412,2055237
880,2700360,2055236
885,2700771,2055445
890,2701002,2055666
895,2701079,2055766
900,2701539,2056017
905,2701659,2056294
910,2701832,2056322
915,2701897,2056556
920,2702431,2056863
925,2702501,2056956
930,2702659,2057115
935,2702299,2056735
940,2702687,2057072
945,2702914,2057424
950,2703075,2057584
955,2703079,2057351
960,2703249,2057518
965,2703151,2057479
970,2703106,2057481
975,2703321,2057683
980,2703263,2057539
985,2703393,2057675
990,2702832,2057149
