secs,pps,tps
0,3184772,2449998
5,3172508,2450552
10,3103266,2391479
15,3018862,2325163
20,2996229,2308337
25,2971288,2286201
30,2963542,2278151
35,2943820,2267140
40,2936339,2259538
45,2925577,2251074
50,2919744,2248846
55,2900631,2233763
60,2890840,2224413
65,2881335,2218376
70,2868403,2207742
75,2860358,2202213
80,2856933,2199392
85,2854330,2198321
90,2838420,2185478
95,2822088,2173679
100,2807448,2161541
105,2796742,2153717
110,2785157,2144880
115,2777831,2139051
120,2772013,2134940
125,2761981,2126524
130,2745830,2114391
135,2732637,2104525
140,2722615,2097089
145,2717862,2093050
150,2717546,2093103
155,2718144,2093435
160,2718346,2093066
165,2716107,2091421
170,2711642,2087861
175,2709665,2086045
180,2698259,2077668
185,2694540,2074520
190,2683335,2065934
195,2676391,2060806
200,2676811,2061039
205,2676674,2061000
210,2674855,2059809
215,2676393,2060907
220,2674833,2059320
225,2674400,2059337
230,2671399,2056934
235,2672439,2057520
240,2671843,2057257
245,2673460,2058434
250,2674871,2059327
255,2675247,2059666
260,2676389,2060360
265,2678178,2061926
270,2678655,2062234
275,2678694,2062105
280,2678564,2062176
285,2677412,2061340
290,2676417,2060399
295,2673885,2058384
300,2672858,2057750
305,2671374,2056333
310,2671575,2056751
315,2671823,2056787
320,2667970,2053858
325,2666701,2053027
330,2664939,2051416
335,2664448,2050988
340,2662447,2049394
345,2660181,2047785
350,2657954,2046109
355,2654550,2043245
360,2653054,2042224
365,2652653,2041870
370,2652409,2042078
375,2651124,2041037
380,2649442,2039604
385,2648296,2038589
390,2646102,2037102
395,2645174,2036173
400,2644419,2035873
405,2644181,2035485
410,2642875,2034594
415,2641296,2033565
420,2640042,2032706
425,2638395,2031158
430,2637382,2030487
435,2636588,2029906
440,2635502,2029099
445,2634414,2028070
450,2633226,2027111
455,2632295,2026424
460,2632462,2026728
465,2631820,2025983
470,2631513,2025917
475,2630285,2024680
480,2628433,2023348
485,2627157,2022393
490,2627474,2022603
495,2625856,2021319
500,2624910,2020555
505,2622468,2018891
510,2622612,2018777
515,2622936,2019248
520,2621292,2017818
525,2621353,2017956
530,2622400,2018795
535,2623490,2019606
540,2623926,2020031
545,2624643,2020554
550,2625010,2020746
555,2624433,2020268
560,2624827,2020543
565,2625563,2021199
570,2625655,2021241
575,2626110,2021506
580,2626577,2022008
585,2625965,2021449
590,2626909,2022151
595,2627612,2022611
600,2627686,2022914
605,2628953,2023703
610,2628892,2023734
615,2629812,2024312
620,2630465,2024894
625,2631450,2025524
630,2631478,2025521
635,2632593,2026459
640,2632690,2026610
645,2632026,2025954
650,2633443,2026975
655,2633233,2026887
660,2632997,2026681
665,2632913,2026738
670,2633392,2027084
675,2631984,2025875
680,2631071,2025194
685,2630550,2024816
690,2630591,2024918
695,2630453,2024881
700,2630379,2024706
705,2630266,2024689
710,2630055,2024363
715,2629541,2023944
720,2629736,2024209
725,2629910,2024276
730,2630588,2024957
735,2631252,2025314
740,2631653,2025780
745,2630510,2024871
750,2630823,2024960
755,2631818,2025795
760,2630794,2024940
765,2630566,2024914
770,2630547,2024878
775,2630938,2025159
780,2631377,2025394
785,2631581,2025531
790,2630452,2024804
795,2630815,2025023
800,2631719,2025579
805,2631755,2025791
810,2631859,2025729
815,2630125,2024489
820,2630744,2024829
825,2630617,2024752
830,2630889,2025023
835,2631961,2025755
840,2632316,2026128
845,2632419,2026112
850,2633012,2026551
855,2633486,2026938
860,2633901,2027279
865,2634687,2027792
870,2635160,2028215
875,2635918,2028784
880,2636425,2029196
885,2637014,2029632
890,2637725,2030164
895,2637731,2030225
900,2637979,2030472
905,2638323,2030720
910,2637075,2029666
915,2637198,2029743
920,2636869,2029544
925,2636716,2029303
930,2636719,2029324
935,2635797,2028561
940,2634908,2027927
945,2634864,2027878
950,2634022,2027246
955,2632364,2026119
960,2631956,2025753
965,2630264,2024360
970,2629471,2023764
975,2628093,2022750
980,2627099,2021965
985,2626352,2021338
990,2626152,2021235
