secs,pps,tps
0,3163026,2443377
5,3154009,2438053
10,3118636,2401291
15,3074323,2368146
20,3016986,2327075
25,2989512,2303603
30,2960371,2282301
35,2935359,2263067
40,2920112,2251362
45,2895491,2232396
50,2883168,2222325
55,2866702,2210515
60,2857860,2202677
65,2844198,2192426
70,2834071,2183120
75,2834262,2183621
80,2836622,2186339
85,2834776,2184426
90,2832231,2181849
95,2824288,2176469
100,2817514,2171460
105,2811897,2165973
110,2813655,2167434
115,2809509,2165150
120,2810069,2165116
125,2807130,2162793
130,2804315,2160567
135,2802288,2159659
140,2800051,2157866
145,2801193,2158904
150,2802869,2159919
155,2801154,2158741
160,2797500,2155555
165,2796204,2154596
170,2794706,2153957
175,2791417,2151444
180,2789171,2149116
185,2787095,2147813
190,2784845,2145602
195,2783261,2144344
200,2782259,2143698
205,2782888,2144149
210,2782820,2144519
215,2782732,2144109
220,2779311,2141209
225,2779154,2141130
230,2780199,2142328
235,2776713,2139320
240,2770379,2134523
245,2767190,2132225
250,2767954,2132589
255,2767084,2132269
260,2766445,2131491
265,2764179,2130013
270,2760957,2127130
275,2757810,2124670
280,2756096,2123434
285,2755950,2123408
290,2756625,2123902
295,2753374,2121691
300,2748852,2118214
305,2745739,2115828
310,2745300,2115564
315,2742884,2113716
320,2736183,2108148
325,2730597,2103805
330,2727036,2101224
335,2725424,2099852
340,2722476,2097596
345,2722266,2097694
350,2723236,2098187
355,2722934,2097978
360,2718553,2094629
365,2714770,2091545
370,2713640,2090828
375,2714835,2091600
380,2713941,2091148
385,2710878,2088460
390,2707404,2085754
395,2707429,2085961
400,2708354,2086698
405,2709217,2087143
410,2709910,2087701
415,2710209,2087876
420,2708112,2086276
425,2709222,2087117
430,2709906,2087591
435,2707830,2086045
440,2707178,2085636
445,2706823,2085123
450,2702937,2082140
455,2701484,2081145
460,2701872,2081394
465,2702588,2082002
470,2703554,2082629
475,2702689,2082117
480,2701261,2080793
485,2701664,2081295
490,2701895,2081493
495,2702253,2081558
500,2700884,2080716
505,2701281,2080783
510,2699951,2079967
515,2698819,2078950
520,2697163,2077594
525,2695063,2075991
530,2694337,2075386
535,2693935,2075095
540,2690896,2072735
545,2689902,2071925
550,2689011,2071256
555,2689301,2071411
560,2689613,2071788
565,2690246,2072267
570,2689846,2071775
575,2689401,2071420
580,2688723,2070971
585,2689422,2071445
590,2690288,2072022
595,2691123,2072660
600,2690343,2072240
605,2689794,2071779
610,2689797,2071745
615,2690967,2072534
620,2691705,2073281
625,2692197,2073549
630,2692957,2074051
635,2694003,2074852
640,2694665,2075408
645,2695071,2075865
650,2695425,2075954
655,2695075,2075777
660,2696243,2076597
665,2697132,2077327
670,2697027,2077386
675,2697513,2077729
680,2696951,2077142
685,2695399,2076125
690,2695906,2076271
695,2696732,2076928
700,2697049,2077191
705,2698260,2078145
710,2697851,2077822
715,2697975,2077844
720,2697552,2077512
725,2696674,2076804
730,2694903,2075518
735,2694105,2074962
740,2692086,2073482
745,2691630,2072990
750,2689959,2071800
755,2689860,2071696
760,2689283,2071265
765,2687916,2070029
770,2686900,2069260
775,2685148,2068048
780,2683895,2066968
785,2682886,2066183
790,2683029,2066372
795,2683616,2066799
800,2683689,2066849
805,2683973,2066983
810,2682979,2066250
815,2683300,2066373
820,2683914,2066843
825,2684270,2067214
830,2684193,2067129
835,2683839,2066830
840,2683788,2066844
845,2683595,2066593
850,2683655,2066616
855,2683836,2066732
860,2682352,2065561
865,2682162,2065504
870,2681684,2065131
875,2680839,2064491
880,2679835,2063748
885,2678739,2062859
890,2678504,2062691
895,2678351,2062514
900,2677215,2061650
905,2676280,2060941
910,2674982,2060022
915,2675323,2060120
920,2675410,2060256
925,2675694,2060472
930,2675903,2060542
935,2675216,2060043
940,2675878,2060569
945,2675839,2060519
950,2676346,2060959
955,2676212,2060749
960,2676253,2060863
965,2676130,2060714
970,2675090,2059924
975,2675561,2060268
980,2675808,2060457
985,2675648,2060364
990,2674775,2059636
