secs,pps,tps
0,2812113,2014033
5,2752426,1956028
10,2740927,2005777
15,2720995,1979363
20,2743335,2011145
25,2756193,2030824
30,2747852,2012413
35,2749420,2017876
40,2762972,2037624
45,2763854,2033272
50,2764651,2033884
55,2770884,2042982
60,2766624,2037299
65,2772320,2032147
70,2773644,2038897
75,2768950,2035323
80,2770737,2036758
85,2763867,2032981
90,2759680,2029724
95,2757975,2033704
100,2754731,2032116
105,2756443,2029542
110,2754965,2032910
115,2759699,2034061
120,2758886,2032161
125,2762977,2033154
130,2765604,2039072
135,2768751,2039449
140,2767934,2037772
145,2766454,2040105
150,2770159,2041064
155,2769694,2041412
160,2769511,2044320
165,2767672,2039595
170,2765589,2035600
175,2761942,2037871
180,2757676,2032235
185,2754582,2032509
190,2756158,2032878
195,2756203,2031440
200,2755052,2031727
205,2755416,2032482
210,2757530,2033336
215,2758292,2035019
220,2759402,2033957
225,2761263,2034702
230,2759760,2034595
235,2760872,2033683
240,2760523,2035502
245,2763098,2037386
250,2761471,2036027
255,2761265,2037796
260,2763052,2038051
265,2763651,2038398
270,2764107,2041515
275,2766343,2041680
280,2767956,2042317
285,2768335,2043424
290,2769135,2042563
295,2768896,2042720
300,2770164,2044039
305,2770947,2043248
310,2770715,2044259
315,2771475,2044730
320,2772712,2044783
325,2772703,2047097
330,2772342,2044741
335,2772279,2044990
340,2771687,2045985
345,2771800,2046331
350,2772247,2046564
355,2773428,2048486
360,2774453,2048790
365,2773455,2049699
370,2775611,2049830
375,2774784,2049072
380,2774264,2049943
385,2774202,2049785
390,2776032,2052073
395,2775408,2051806
400,2775721,2052890
405,2776823,2051998
410,2777774,2053889
415,2778015,2053007
420,2777968,2053162
425,2776456,2052814
430,2778006,2052977
435,2776957,2052957
440,2776533,2052815
445,2777404,2052788
450,2777337,2052147
455,2777124,2051310
460,2777099,2052053
465,2777672,2052115
470,2777820,2051305
475,2778381,2052763
480,2778892,2053052
485,2778300,2053042
490,2778724,2053808
495,2778656,2052874
500,2778497,2053704
505,2778567,2053664
510,2779826,2054537
515,2780444,2055939
520,2780420,2055824
525,2780457,2055248
530,2780981,2056552
535,2782029,2056531
540,2782432,2057234
545,2780808,2056367
550,2780820,2056282
555,2781688,2056382
560,2782492,2057619
565,2781616,2056849
570,2782288,2057038
575,2782493,2058249
580,2782966,2058075
585,2782012,2058133
590,2781983,2058017
595,2782602,2057963
600,2782379,2059222
605,2783371,2059238
610,2782664,2058594
615,2783108,2059700
620,2782799,2059777
625,2783311,2059031
630,2783525,2059101
635,2783994,2059584
640,2784500,2060705
645,2784786,2060631
650,2784016,2060139
655,2783854,2060527
660,2784057,2060585
665,2784649,2061146
670,2783883,2060463
675,2783174,2059823
680,2783646,2060870
685,2783675,2060222
690,2783935,2060327
695,2783679,2060794
700,2783761,2060204
705,2783598,2060176
710,2783316,2060610
715,2783594,2060552
720,2783157,2060860
725,2783397,2060407
730,2783436,2060351
735,2783127,2061276
740,2783289,2060775
745,2782917,2060223
750,2783601,2061189
755,2782951,2060599
760,2783248,2060568
765,2783155,2060929
770,2783587,2061348
775,2784346,2061340
780,2784729,2062228
785,2784952,2062309
790,2784580,2061770
795,2784204,2062061
800,2784067,2061542
805,2784558,2062001
810,2784959,2062876
815,2784864,2062875
820,2784957,2062380
825,2785428,2063145
830,2785070,2062626
835,2785487,2063644
840,2785550,2063458
845,2785522,2063039
850,2785809,2063801
855,2785805,2063716
860,2785862,2063677
865,2785986,2064451
870,2785653,2063957
875,2786148,2064405
880,2786161,2064778
885,2786042,2064305
890,2786503,2064726
895,2786386,2064996
900,2785798,2064024
905,2786117,2064477
910,2786220,2064768
915,2786183,2064797
920,2785860,2064613
925,2785541,2064567
930,2785560,2064078
935,2786164,2065306
940,2786727,2065659
945,2786952,2065198
950,2787011,2065859
955,2787447,2066251
960,2787684,2066216
965,2787707,2066562
970,2787876,2066884
975,2787710,2066810
980,2787859,2066311
985,2788440,2066683
990,2788613,2067402
