secs,pps,tps
0,2623533,1815580
5,2682994,1915587
10,2658475,1941578
15,2668877,1932012
20,2673196,1946042
25,2684031,1970492
30,2668165,1946817
35,2658932,1951158
40,2666711,1957169
45,2669222,1951204
50,2668997,1966101
55,2651907,1941376
60,2644413,1946052
65,2638147,1935124
70,2646352,1939711
75,2652516,1949565
80,2646070,1945968
85,2651908,1944317
90,2649651,1946836
95,2648011,1944125
100,2652760,1956541
105,2652808,1953733
110,2650104,1950951
115,2652929,1949529
120,2651886,1950764
125,2652637,1953163
130,2656602,1951105
135,2654670,1952406
140,2658440,1954256
145,2655139,1955138
150,2657209,1953940
155,2656186,1955493
160,2658606,1956400
165,2658100,1954322
170,2658052,1953392
175,2656696,1954472
180,2655670,1952836
185,2657841,1956507
190,2658304,1958044
195,2660542,1956315
200,2662878,1959959
205,2662637,1958390
210,2662238,1956768
215,2662848,1960166
220,2663593,1958850
225,2664594,1961838
230,2664492,1962745
235,2663059,1959288
240,2660844,1958014
245,2660195,1956877
250,2661862,1957572
255,2658780,1954113
260,2659569,1957145
265,2656588,1953782
270,2656070,1952822
275,2652947,1951753
280,2650289,1949135
285,2646198,1948164
290,2644973,1945327
295,2643921,1944437
300,2642167,1945582
305,2641771,1943037
310,2639201,1942226
315,2638620,1941279
320,2637064,1939167
325,2636565,1939916
330,2635853,1939277
335,2634941,1940044
340,2632482,1936502
345,2630803,1934372
350,2629994,1935170
355,2628845,1934912
360,2629959,1935686
365,2630306,1935152
370,2631994,1936027
375,2633483,1938150
380,2632902,1937614
385,2631509,1938154
390,2631417,1936314
395,2631747,1936145
400,2631066,1936543
405,2630085,1935046
410,2629869,1935763
415,2629044,1935353
420,2627500,1933645
425,2625132,1930814
430,2625347,1932736
435,2625054,1932420
440,2625691,1933129
445,2625180,1932654
450,2624530,1931198
455,2624355,1931855
460,2623526,1930289
465,2623465,1931015
470,2621061,1929630
475,2620060,1928226
480,2619483,1927717
485,2617947,1926451
490,2617646,1926960
495,2618430,1927751
500,2619343,1927590
505,2620420,1929139
510,2621255,1929960
515,2620873,1930604
520,2620929,1929309
525,2619927,1927969
530,2621142,1929586
535,2622290,1930397
540,2622863,1930049
545,2623912,1931525
550,2624006,1931290
555,2624015,1931939
560,2623539,1931509
565,2623884,1931246
570,2625321,1932754
575,2626427,1933320
580,2626622,1933177
585,2626598,1933558
590,2627224,1934199
595,2629094,1935588
600,2629429,1934477
605,2629400,1934189
610,2630103,1935544
615,2629588,1934452
620,2629385,1934885
625,2630709,1935438
630,2630609,1935108
635,2631347,1936457
640,2630310,1935397
645,2630173,1935043
650,2630563,1935502
655,2628988,1934436
660,2629014,1934811
665,2627760,1933003
670,2627937,1933488
675,2627635,1933210
680,2628351,1933718
685,2628320,1934041
690,2628517,1933768
695,2628608,1933604
700,2629214,1934781
705,2628972,1934547
710,2629334,1934969
715,2629488,1934678
720,2630442,1935190
725,2630678,1936240
730,2627972,1933201
735,2625095,1931472
740,2624517,1931163
745,2624400,1930323
750,2624409,1930814
755,2624070,1930515
760,2624266,1930971
765,2621089,1928646
770,2619687,1927854
775,2619720,1927505
780,2619208,1926728
785,2619861,1927703
790,2620378,1928223
795,2620832,1928038
800,2621924,1929823
805,2622135,1929618
810,2621717,1929261
815,2620075,1927788
820,2618717,1926376
825,2617965,1926232
830,2616354,1924789
835,2615349,1923348
840,2614704,1923130
845,2612247,1921190
850,2611300,1920424
855,2610701,1920846
860,2610767,1920097
865,2609890,1919844
870,2609491,1919795
875,2608909,1918554
880,2608064,1918319
885,2607288,1917539
890,2607261,1918069
895,2607299,1917917
900,2607045,1917828
905,2605469,1916435
910,2605695,1916425
915,2605448,1916778
920,2605823,1916742
925,2606543,1917261
930,2606471,1917036
935,2606683,1917022
940,2606554,1917448
945,2606194,1916722
950,2606332,1916657
955,2606960,1917529
960,2607753,1917972
965,2608144,1917965
970,2608391,1917856
975,2608348,1918202
980,2608506,1918156
985,2609003,1919047
990,2609399,1918925
