secs,pps,tps,gps
0,529462,186719,24831
5,492289,174045,23091
10,463686,164185,21750
15,440929,156168,20683
20,424252,150383,19902
25,411559,146054,19307
30,401073,142276,18815
35,391599,138939,18371
40,385758,136915,18097
45,377617,133985,17715
50,370819,131667,17397
55,365170,129664,17132
60,361196,128295,16945
65,356989,126804,16748
70,352920,125345,16557
75,350163,124368,16428
80,346886,123187,16274
85,343679,122005,16123
90,341050,121034,16000
95,338156,120010,15864
100,336229,119284,15773
105,334042,118499,15670
110,332303,117862,15589
115,331716,117633,15561
120,331176,117437,15536
125,330906,117319,15523
130,330370,117126,15498
135,329319,116755,15448
140,327725,116198,15374
145,326769,115842,15329
150,325413,115354,15265
155,324129,114905,15205
160,323219,114581,15162
165,322389,114268,15123
170,320680,113667,15043
175,319849,113377,15004
180,319285,113186,14978
185,318443,112889,14938
190,317975,112728,14916
195,317853,112701,14911
200,317702,112652,14904
205,318221,112842,14928
210,318730,113040,14952
215,319164,113187,14973
220,319419,113280,14985
225,319157,113196,14973
230,318930,113097,14962
235,318460,112943,14940
240,318008,112789,14919
245,317472,112599,14894
250,317332,112543,14887
255,317051,112447,14874
260,316748,112340,14860
265,316397,112224,14844
270,316270,112190,14838
275,316021,112108,14826
280,315938,112055,14822
285,315799,112011,14816
290,315604,111950,14807
295,315730,111999,14813
300,315737,112008,14813
305,315908,112073,14821
310,316189,112179,14834
315,316276,112215,14839
320,316222,112189,14836
325,316043,112130,14828
330,315998,112129,14826
335,315856,112071,14819
340,315629,111997,14808
345,315435,111933,14799
350,315435,111941,14800
355,315302,111902,14793
360,315399,111935,14798
365,315538,111991,14805
370,315397,111937,14798
375,315315,111906,14794
380,315369,111928,14797
385,315555,111997,14805
390,315871,112103,14820
395,316096,112178,14831
400,316075,112170,14830
405,316146,112199,14833
410,316082,112175,14830
415,316005,112148,14827
420,315877,112100,14821
425,315839,112092,14819
430,315806,112076,14818
435,315663,112030,14811
440,315698,112043,14813
445,315593,112007,14808
450,315538,111984,14805
455,315506,111972,14804
460,315503,111972,14804
465,315519,111985,14805
470,315612,112012,14809
475,315776,112077,14817
480,315716,112058,14814
485,315731,112060,14815
490,315741,112063,14815
495,315646,112026,14811
500,315539,111984,14806
505,315504,111975,14804
510,315573,111995,14808
515,315536,111977,14806
520,315539,111983,14806
525,315581,112000,14808
530,315556,111986,14807
535,315509,111968,14805
540,315432,111940,14801
545,315322,111905,14796
550,315420,111944,14801
555,315498,111977,14804
560,315658,112033,14812
565,315688,112047,14814
570,315803,112086,14819
575,315771,112075,14817
580,315756,112068,14817
585,315700,112049,14814
590,315590,112006,14809
595,315540,111991,14807
600,315514,111983,14806
605,315594,112004,14809
610,315558,111984,14808
615,315484,111962,14804
620,315341,111914,14797
625,315301,111900,14795
630,315332,111912,14797
635,315322,111907,14796
640,315277,111894,14794
645,315420,111950,14801
650,315434,111954,14802
655,315446,111959,14802
660,315417,111951,14801
665,315190,111873,14790
670,315119,111850,14787
675,315067,111833,14784
680,315070,111836,14785
685,315063,111832,14784
690,315132,111855,14787
695,315143,111860,14788
700,315081,111841,14785
705,314945,111796,14779
710,314919,111790,14777
715,314922,111788,14778
720,314905,111784,14777
725,314967,111802,14780
730,314921,111787,14777
735,314934,111791,14778
740,315075,111839,14785
745,315214,111882,14791
750,315213,111885,14791
755,315157,111868,14788
760,315124,111858,14787
765,315068,111841,14784
770,315009,111821,14781
775,315039,111828,14783
780,315089,111846,14785
785,315050,111828,14783
790,315058,111829,14783
795,314978,111807,14780
800,315006,111816,14781
805,315050,111833,14783
810,315057,111837,14783
815,315115,111857,14786
820,315224,111894,14791
825,315207,111886,14790
830,315239,111900,14791
835,315262,111902,14792
840,315276,111904,14793
845,315309,111914,14795
850,315299,111907,14794
855,315273,111899,14793
860,315314,111913,14795
865,315273,111901,14793
870,315198,111873,14789
875,315173,111866,14788
880,315100,111840,14784
885,315098,111837,14784
890,315056,111824,14782
895,315065,111825,14783
900,315043,111818,14781
905,315082,111834,14783
910,315190,111871,14788
915,315264,111896,14792
920,315289,111906,14793
925,315275,111902,14792
930,315225,111887,14790
935,315232,111889,14790
940,315266,111901,14791
945,315290,111909,14793
950,315282,111907,14792
955,315267,111900,14791
960,315254,111896,14791
965,315284,111905,14792
970,315330,111918,14794
975,315313,111908,14793
980,315254,111886,14790
985,315173,111856,14787
990,315160,111847,14786
