secs,pps,tps
0,2453759,1844421
5,2479715,1851364
10,2480621,1874661
15,2485285,1869442
20,2526895,1912234
25,2516759,1902726
30,2559031,1930360
35,2567218,1942886
40,2561015,1939917
45,2569954,1943030
50,2577223,1950334
55,2591101,1958044
60,2600569,1962849
65,2609786,1973487
70,2619045,1978363
75,2620485,1980819
80,2629038,1987071
85,2635052,1989898
90,2642359,1996721
95,2645708,2000333
100,2647173,1998658
105,2648575,2001979
110,2656443,2006662
115,2662593,2011223
120,2668974,2017043
125,2669336,2016118
130,2673052,2019831
135,2678838,2024122
140,2679973,2023912
145,2680365,2025867
150,2681672,2025860
155,2679927,2023551
160,2680073,2025159
165,2681311,2025200
170,2675258,2021165
175,2674847,2020720
180,2676326,2021030
185,2676049,2022103
190,2677635,2022541
195,2676661,2021680
200,2679398,2024343
205,2677505,2022154
210,2679893,2024533
215,2681663,2025803
220,2683483,2027112
225,2683620,2026556
230,2681899,2026266
235,2679322,2024177
240,2669401,2017495
245,2666060,2014270
250,2662712,2011079
255,2659825,2009783
260,2657006,2007499
265,2652333,2004771
270,2650950,2003121
275,2649749,2001630
280,2645227,1998968
285,2644114,1997559
290,2643361,1997789
295,2641717,1996411
300,2641652,1996272
305,2641188,1995823
310,2643830,1997773
315,2643649,1997554
320,2644509,1998133
325,2647081,1999635
330,2644581,1998416
335,2643656,1997234
340,2643119,1997512
345,2641778,1996018
350,2640455,1994921
355,2639666,1994606
360,2637490,1992488
365,2637949,1993126
370,2637613,1992795
375,2636142,1991586
380,2635074,1991043
385,2633952,1989761
390,2633018,1989647
395,2632047,1988495
400,2634150,1990054
405,2633007,1988788
410,2631508,1988207
415,2632073,1988261
420,2632450,1988498
425,2633224,1989649
430,2633696,1989349
435,2633351,1989623
440,2633554,1989423
445,2634974,1990173
450,2636227,1991380
455,2636524,1991560
460,2636457,1991454
465,2636981,1992089
470,2638412,1992861
475,2638650,1993276
480,2638509,1993114
485,2638771,1992996
490,2638173,1993021
495,2638195,1992721
500,2637946,1992745
505,2635928,1991138
510,2633648,1989323
515,2634912,1990511
520,2635725,1990835
525,2636214,1991422
530,2636555,1991636
535,2636534,1991328
540,2635726,1991150
545,2634587,1990219
550,2634188,1989870
555,2633546,1989326
560,2633269,1988832
565,2632529,1988912
570,2633605,1989241
575,2634004,1989964
580,2634828,1990106
585,2634813,1990052
590,2632980,1988821
595,2632957,1988541
600,2634176,1989442
605,2635181,1990402
610,2636219,1990951
615,2636957,1991910
620,2637410,1992010
625,2637870,1992329
630,2638701,1993144
635,2639388,1993431
640,2639821,1993730
645,2640104,1993701
650,2640440,1993929
655,2641089,1994603
660,2641595,1994960
665,2641304,1994701
670,2642219,1995574
675,2642972,1996120
680,2643571,1996939
685,2644012,1997052
690,2644234,1997003
695,2644620,1997833
700,2645266,1997923
705,2645174,1997822
710,2645721,1998399
715,2645724,1998370
720,2645516,1998359
725,2645669,1998444
730,2645928,1998434
735,2646007,1998997
740,2646182,1998748
745,2646043,1998959
750,2646857,1999381
755,2646638,1999183
760,2646917,1999540
765,2646625,1999114
770,2646795,1999214
775,2647858,2000177
780,2649088,2000929
785,2649718,2001222
790,2650034,2001769
795,2649610,2001248
800,2649950,2001812
805,2650591,2002116
810,2651005,2002243
815,2651281,2002754
820,2651527,2002915
825,2651126,2002419
830,2650839,2002167
835,2650633,2002140
840,2650410,2001784
845,2650223,2001769
850,2650315,2001813
855,2650076,2001757
860,2650948,2002559
865,2651051,2002460
870,2651431,2002879
875,2652057,2003635
880,2651755,2003074
885,2651003,2002765
890,2650228,2001989
895,2649123,2000961
900,2647875,2000261
905,2647409,1999877
910,2647748,2000402
915,2648439,2000763
920,2649117,2001121
925,2649324,2001539
930,2649719,2001818
935,2650212,2002314
940,2650912,2002827
945,2651427,2003200
950,2652271,2003965
955,2653235,2004546
960,2653570,2004643
965,2654093,2005295
970,2653696,2004828
975,2654050,2004942
980,2654861,2005814
985,2655717,2006315
990,2656115,2006732
