secs,pps,tps
0,2587098,1947674
5,2657079,1988894
10,2663638,2007479
15,2683928,2023103
20,2660685,1999969
25,2667628,2014990
30,2649079,1996306
35,2651156,2001197
40,2644968,1996040
45,2633227,1984021
50,2627035,1982399
55,2638518,1988812
60,2632623,1984239
65,2635686,1987753
70,2637362,1988924
75,2639588,1992213
80,2648176,1997092
85,2651328,1998011
90,2660529,2006519
95,2662245,2007779
100,2668158,2012303
105,2668559,2013772
110,2673744,2016542
115,2677049,2021253
120,2675042,2018511
125,2666542,2010841
130,2655548,2004266
135,2655717,2003352
140,2659167,2007774
145,2660726,2007974
150,2655520,2003029
155,2653005,2002688
160,2654261,2002762
165,2656498,2005196
170,2647596,1998980
175,2645500,1995801
180,2645465,1997144
185,2649468,1999450
190,2650595,2000923
195,2649565,2000050
200,2652845,2001853
205,2654273,2003526
210,2655445,2004367
215,2657357,2005770
220,2657387,2006325
225,2658223,2006320
230,2660920,2007772
235,2661234,2009073
240,2658698,2006502
245,2657247,2005325
250,2658058,2005392
255,2655355,2003767
260,2653202,2002046
265,2656552,2004115
270,2657317,2006104
275,2660367,2007463
280,2662783,2009763
285,2664402,2010968
290,2665793,2011544
295,2666194,2012265
300,2667431,2013173
305,2665075,2011308
310,2665685,2012163
315,2666132,2012049
320,2666552,2012739
325,2665769,2012092
330,2666263,2012429
335,2668583,2014185
340,2670800,2016244
345,2673122,2017242
350,2673851,2018524
355,2675038,2019036
360,2675149,2019080
365,2674504,2018909
370,2674099,2018201
375,2671409,2016437
380,2669187,2014687
385,2668498,2014457
390,2666317,2012729
395,2665417,2011995
400,2665695,2012498
405,2663800,2010673
410,2661828,2009435
415,2660492,2008357
420,2657974,2006064
425,2658470,2006414
430,2659093,2006565
435,2660520,2008242
440,2661425,2008609
445,2661257,2008451
450,2663211,2009936
455,2665056,2011333
460,2666597,2012776
465,2667427,2013390
470,2668592,2013981
475,2669041,2014586
480,2668437,2014358
485,2668871,2014129
490,2669956,2015479
495,2671131,2016089
500,2672160,2016601
505,2672573,2017414
510,2673617,2017934
515,2674924,2018664
520,2676160,2020103
525,2677663,2021238
530,2678529,2021885
535,2679868,2022895
540,2681458,2023860
545,2683570,2025707
550,2684538,2026432
555,2686378,2027831
560,2687674,2028815
565,2689521,2030221
570,2691171,2031243
575,2691821,2032099
580,2692986,2032753
585,2693904,2033447
590,2694447,2033847
595,2695567,2034473
600,2696666,2035740
605,2698072,2036589
610,2698508,2036909
615,2699690,2037807
620,2701085,2039077
625,2702648,2040057
630,2704220,2041466
635,2705178,2041982
640,2706523,2042798
645,2707310,2043798
650,2707896,2044033
655,2709278,2045081
660,2709176,2045187
665,2710328,2046061
670,2711633,2046858
675,2712858,2047986
680,2714500,2049046
685,2715920,2050126
690,2717097,2051023
695,2718123,2051802
700,2718851,2052351
705,2720434,2053563
710,2721011,2053993
715,2721585,2054422
720,2722718,2055467
725,2722432,2055052
730,2722802,2055506
735,2722998,2055645
740,2722342,2055123
745,2722428,2055000
750,2722590,2055288
755,2723261,2055793
760,2723606,2056045
765,2724404,2056651
770,2725309,2057337
775,2726050,2057900
780,2726986,2058777
785,2727343,2059040
790,2728134,2059473
795,2728772,2060118
800,2728795,2059958
805,2729288,2060493
810,2729782,2060864
815,2730474,2061384
820,2729819,2061024
825,2729408,2060538
830,2729367,2060332
835,2728897,2060275
840,2729030,2060206
845,2728595,2060017
850,2728785,2060152
855,2729333,2060411
860,2729156,2060567
865,2729245,2060473
870,2729223,2060292
875,2729413,2060727
880,2729831,2060888
885,2730372,2061147
890,2730965,2061891
895,2731494,2062142
900,2731939,2062332
905,2732507,2063194
910,2733355,2063551
915,2733070,2063321
920,2733131,2063501
925,2733895,2063938
930,2734527,2064277
935,2735038,2064942
940,2735263,2064967
945,2735823,2065531
950,2736586,2066108
955,2737410,2066735
960,2737888,2067097
965,2738678,2067695
970,2738877,2067704
975,2739885,2068608
980,2740148,2068801
985,2740836,2069192
990,2741437,2069912
