secs,pps,tps
0,3125389,2364458
5,3178352,2392060
10,3115639,2348170
15,3073779,2324758
20,3020801,2278447
25,2956667,2225404
30,2906119,2195166
35,2880480,2172019
40,2874127,2173345
45,2858257,2158159
50,2834110,2137078
55,2829510,2135938
60,2806555,2118166
65,2807118,2116689
70,2800874,2113795
75,2789955,2105341
80,2775288,2095560
85,2772899,2093621
90,2775157,2093884
95,2767704,2090779
100,2762232,2085167
105,2761571,2083378
110,2758227,2083112
115,2759229,2083772
120,2761625,2085543
125,2759879,2084114
130,2759613,2082858
135,2756207,2080716
140,2755358,2079096
145,2756690,2080982
150,2755293,2079865
155,2758362,2081362
160,2757254,2081312
165,2756932,2081015
170,2752861,2077834
175,2747481,2074384
180,2745948,2072417
185,2743718,2072061
190,2738552,2067968
195,2731137,2062162
200,2730053,2061266
205,2725738,2058503
210,2722706,2056104
215,2722491,2055862
220,2720783,2053899
225,2720103,2054472
230,2721438,2054881
235,2724195,2056951
240,2723366,2056812
245,2724711,2057256
250,2725998,2058207
255,2724017,2057147
260,2718507,2052330
265,2717946,2052341
270,2716768,2051382
275,2717202,2051204
280,2716714,2051713
285,2718087,2052721
290,2719524,2052888
295,2720303,2053369
300,2720605,2053145
305,2721602,2054321
310,2722671,2055120
315,2723633,2055419
320,2723357,2056001
325,2723366,2055575
330,2723289,2055491
335,2724942,2057130
340,2725020,2056785
345,2724888,2057036
350,2725152,2057206
355,2725341,2056963
360,2726319,2058417
365,2726160,2057908
370,2726583,2057858
375,2726878,2058762
380,2725730,2057501
385,2724313,2056721
390,2721089,2054203
395,2719732,2053120
400,2716035,2050241
405,2713743,2048440
410,2711588,2047070
415,2709544,2045457
420,2707973,2043901
425,2706598,2043434
430,2707406,2043724
435,2707783,2044293
440,2707885,2044344
445,2708090,2044474
450,2709009,2045158
455,2708882,2045039
460,2707711,2043821
465,2707774,2044409
470,2708524,2044680
475,2707762,2044070
480,2706803,2043028
485,2705637,2042378
490,2705163,2041989
495,2705417,2042426
500,2704073,2041366
505,2703827,2040890
510,2702839,2040618
515,2703531,2040872
520,2702613,2040142
525,2702253,2040088
530,2701729,2039660
535,2701321,2039321
540,2700593,2038733
545,2700321,2038264
550,2700201,2038626
555,2699546,2037859
560,2699789,2038258
565,2698754,2037434
570,2697992,2036594
575,2696334,2035521
580,2695508,2034858
585,2694178,2034032
590,2694267,2034075
595,2694653,2034133
600,2695012,2034607
605,2694954,2034540
610,2694997,2034337
615,2693287,2033424
620,2692235,2032376
625,2692405,2032698
630,2693175,2033271
635,2693777,2033508
640,2693323,2033549
645,2693391,2033376
650,2692721,2032634
655,2691921,2031996
660,2690526,2030899
665,2688858,2029784
670,2688972,2029660
675,2689181,2030192
680,2689917,2030548
685,2690021,2030608
690,2690971,2031513
695,2691687,2032048
700,2691387,2031612
705,2691191,2031631
710,2691258,2031478
715,2691067,2031678
720,2690195,2030800
725,2688754,2029669
730,2689082,2030087
735,2689148,2030118
740,2689137,2030091
745,2689163,2030093
750,2688385,2029300
755,2687835,2029202
760,2687549,2028963
765,2687983,2028939
770,2688296,2029503
775,2687972,2029067
780,2687974,2029220
785,2687980,2029097
790,2688329,2029185
795,2688137,2029186
800,2687875,2028805
805,2687558,2028706
810,2686887,2028334
815,2686701,2028013
820,2687113,2028636
825,2687527,2028622
830,2687405,2028511
835,2686833,2028213
840,2686925,2028268
845,2686338,2027957
850,2686200,2027679
855,2686014,2027669
860,2685624,2027508
865,2685292,2027083
870,2685117,2027233
875,2685078,2027037
880,2685198,2027112
885,2685556,2027522
890,2684863,2026969
895,2684857,2026802
900,2685033,2027069
905,2684853,2026914
910,2684702,2026781
915,2684364,2026646
920,2683622,2025772
925,2682714,2025066
930,2683187,2025416
935,2683558,2025829
940,2683588,2025838
945,2683113,2025597
950,2682147,2024834
955,2680807,2023781
960,2679548,2022930
965,2678526,2021990
970,2677949,2021798
975,2677111,2020999
980,2676287,2020481
985,2674805,2019319
990,2674148,2018796
