secs,pps,tps,gps
0,221556,69186,10536
2,223786,69631,10639
4,222571,69527,10583
6,222756,69694,10593
8,223139,69902,10612
10,216421,67787,10292
12,217511,68203,10344
14,218470,68503,10390
16,219207,68777,10425
18,219984,69066,10462
20,220464,69262,10486
22,221012,69408,10511
24,220878,69363,10505
26,221009,69428,10511
28,220806,69434,10502
30,218374,68708,10387
32,219230,68952,10427
34,219060,68902,10419
36,219521,69044,10441
38,219591,69092,10444
40,219604,69087,10445
42,220075,69225,10467
44,220031,69251,10465
46,220339,69362,10480
48,220542,69437,10489
50,220694,69516,10496
52,220666,69530,10495
54,220891,69582,10506
56,221169,69660,10519
58,221205,69672,10520
60,220029,69303,10464
62,219840,69237,10455
64,219961,69289,10461
66,220414,69409,10482
68,220762,69504,10499
70,220895,69536,10505
72,221120,69601,10515
74,221376,69674,10527
76,221580,69721,10537
78,221818,69786,10548
80,221896,69813,10552
82,221843,69792,10549
84,221772,69768,10546
86,221873,69798,10551
88,222006,69828,10557
90,222067,69856,10560
92,222222,69895,10567
94,222392,69956,10575
96,222475,69975,10579
98,222488,69992,10579
100,222657,70039,10587
102,222754,70063,10592
104,222613,70019,10585
106,222121,69858,10562
108,222278,69914,10569
110,222391,69949,10574
112,222388,69963,10574
114,222476,69979,10578
116,222534,69997,10581
118,222655,70043,10587
120,222756,70062,10591
122,222793,70073,10593
124,222815,70081,10594
126,222859,70102,10596
128,222909,70121,10599
130,222934,70131,10600
132,222907,70132,10598
134,222959,70143,10601
136,222918,70137,10599
138,222898,70127,10598
140,222951,70151,10601
142,223060,70189,10606
144,223056,70177,10605
146,223048,70182,10605
148,222962,70169,10601
150,222918,70151,10599
152,222929,70158,10599
154,222926,70159,10599
156,222606,70057,10584
158,222439,70007,10576
160,222556,70036,10582
162,222577,70042,10583
164,222362,69975,10572
166,222192,69913,10564
168,222147,69893,10562
170,222147,69901,10562
172,222255,69942,10567
174,222302,69959,10569
176,222345,69965,10571
178,222419,69990,10575
180,222473,70012,10577
182,222529,70026,10580
184,222576,70043,10582
186,222200,69922,10564
188,222285,69951,10568
190,222375,69983,10573
192,222439,69996,10576
194,222476,70009,10577
196,222538,70026,10580
198,222581,70039,10582
200,222574,70037,10582
202,222622,70053,10584
204,222661,70064,10586
206,222766,70101,10591
208,222813,70115,10593
210,222850,70131,10595
212,222893,70149,10597
214,222891,70152,10597
216,222546,70041,10581
218,222558,70044,10581
220,222519,70039,10579
222,222534,70041,10580
224,222594,70059,10583
226,222554,70050,10581
228,222579,70062,10582
230,222604,70065,10583
232,222605,70061,10583
234,222622,70071,10584
236,222681,70087,10587
238,222649,70084,10585
240,222652,70087,10586
242,222637,70087,10585
244,222650,70091,10585
246,222626,70085,10584
248,222327,69988,10570
250,222310,69985,10569
252,222341,69994,10571
254,222388,70008,10573
256,222405,70010,10574
258,222149,69929,10562
260,222072,69908,10558
262,222123,69923,10560
264,222164,69934,10562
266,222200,69943,10564
268,222145,69926,10561
270,221902,69850,10550
272,221952,69869,10552
274,221988,69872,10554
276,222057,69893,10557
278,222061,69893,10557
280,222095,69897,10559
282,222097,69899,10559
284,221883,69832,10549
286,221973,69859,10553
288,221980,69865,10553
290,222038,69878,10556
292,222067,69882,10557
294,222026,69868,10555
296,221780,69794,10544
298,221824,69804,10546
300,221865,69816,10548
302,221868,69820,10548
304,221931,69839,10551
306,221943,69841,10551
308,221710,69767,10540
310,221706,69765,10540
312,221733,69778,10541
314,221785,69796,10544
316,221820,69809,10545
318,221875,69819,10548
320,221883,69825,10548
322,221908,69833,10550
324,221908,69837,10550
326,221819,69811,10545
328,221660,69763,10538
330,221666,69763,10538
332,221670,69769,10538
334,221539,69733,10532
336,221474,69713,10529
338,221514,69722,10531
340,221554,69733,10533
342,221535,69724,10532
344,221558,69727,10533
346,221571,69735,10534
348,221408,69679,10526
350,221426,69684,10527
352,221483,69699,10529
354,221526,69707,10531
356,221391,69664,10525
358,221377,69663,10524
360,221414,69678,10526
362,221462,69692,10528
364,221500,69702,10530
366,221523,69708,10531
368,221339,69647,10522
370,221409,69666,10526
372,221448,69680,10528
374,221456,69683,10528
376,221453,69682,10528
378,221449,69678,10528
380,221522,69696,10531
382,221563,69708,10533
384,221587,69718,10534
386,221633,69736,10536
388,221653,69744,10537
390,221493,69690,10530
392,221495,69690,10530
394,221539,69705,10532
396,221562,69711,10533
398,221576,69718,10534
400,221581,69719,10534
402,221461,69679,10528
404,221410,69669,10526
406,221411,69669,10526
408,221414,69673,10526
410,221422,69676,10526
412,221451,69684,10528
414,221477,69692,10529
416,221500,69699,10530
418,221524,69705,10531
420,221567,69714,10533
422,221592,69727,10534
424,221606,69729,10535
426,221622,69735,10536
428,221641,69745,10537
430,221474,69694,10529
432,221497,69703,10530
434,221508,69707,10530
436,221535,69717,10532
438,221546,69721,10532
440,221565,69727,10533
442,221590,69735,10534
444,221605,69741,10535
446,221638,69754,10537
448,221660,69762,10538
450,221498,69711,10530
452,221498,69712,10530
454,221509,69718,10531
456,221527,69724,10531
458,221546,69728,10532
460,221540,69727,10532
462,221557,69733,10533
464,221584,69744,10534
466,221587,69747,10534
468,221593,69751,10535
470,221598,69751,10535
472,221455,69704,10528
474,221449,69703,10528
476,221462,69708,10528
478,221467,69709,10529
480,221449,69702,10528
482,221377,69678,10524
484,221312,69659,10521
486,221329,69665,10522
488,221347,69673,10523
490,221267,69645,10519
492,221212,69626,10517
494,221220,69629,10517
496,221206,69626,10516
