secs,pps,tps,gps
0,543396,170681,25887
2,558464,175714,26608
4,556107,174945,26495
6,555193,174791,26451
8,546002,172049,26014
10,546585,172251,26043
12,541896,170935,25820
14,544749,171819,25955
16,547868,172851,26104
18,547098,172618,26068
20,549547,173274,26184
22,549798,173281,26195
24,549957,173346,26203
26,547959,172806,26109
28,547583,172625,26091
30,546211,172175,26026
32,544698,171732,25954
34,544010,171640,25922
36,543295,171407,25888
38,543829,171560,25913
40,542716,171186,25860
42,543798,171559,25911
44,545013,171923,25969
46,545281,172001,25982
48,544022,171567,25922
50,544377,171661,25939
52,544075,171487,25924
54,544292,171578,25934
56,544029,171572,25922
58,543942,171560,25918
60,544682,171761,25953
62,546434,172280,26037
64,547990,172776,26111
66,548405,172931,26131
68,547714,172699,26098
70,547519,172657,26088
72,547442,172666,26085
74,547829,172781,26104
76,547808,172762,26102
78,547348,172630,26080
80,547229,172616,26075
82,546081,172246,26020
84,546014,172235,26017
86,547081,172570,26068
88,547898,172853,26107
90,548495,173031,26135
92,549329,173275,26175
94,550201,173590,26217
96,552335,174219,26318
98,554078,174755,26401
100,555587,175209,26473
102,556737,175578,26528
104,556908,175653,26536
106,556369,175467,26510
108,556410,175479,26512
110,556827,175615,26532
112,557654,175875,26571
114,557956,175959,26585
116,557903,175940,26583
118,558952,176265,26633
120,559192,176340,26644
122,559265,176356,26647
124,559276,176362,26648
126,559252,176327,26646
128,559513,176394,26659
130,559663,176433,26666
132,559090,176249,26638
134,559004,176231,26634
136,559064,176250,26637
138,559189,176269,26643
140,559662,176420,26665
142,560127,176578,26688
144,560198,176604,26691
146,560602,176728,26710
148,561146,176916,26736
150,561207,176929,26739
152,561801,177109,26767
154,562994,177474,26824
156,564250,177881,26884
158,564591,177995,26900
160,564496,177975,26895
162,564863,178093,26913
164,565446,178266,26941
166,566147,178486,26974
168,566274,178525,26980
170,566231,178506,26978
172,566429,178568,26987
174,566228,178495,26978
176,566182,178496,26975
178,565883,178392,26961
180,566037,178455,26969
182,565912,178419,26963
184,565732,178369,26954
186,566014,178458,26967
188,566624,178642,26996
190,567164,178812,27022
192,567378,178858,27032
194,566921,178729,27010
196,566755,178681,27002
198,566661,178640,26998
200,566771,178684,27003
202,566924,178718,27010
204,567071,178761,27017
206,567244,178814,27026
208,567225,178811,27025
210,567260,178821,27026
212,566612,178626,26996
214,566543,178599,26992
216,566295,178528,26980
218,566036,178449,26968
220,565641,178333,26949
222,565438,178274,26940
224,565178,178196,26927
226,564885,178099,26913
228,564730,178048,26906
230,564530,177985,26896
232,564363,177922,26888
234,564210,177879,26881
236,564180,177869,26880
238,564062,177825,26874
240,563777,177744,26861
242,563930,177789,26868
244,564064,177822,26874
246,564119,177840,26877
248,564089,177818,26875
250,563930,177769,26868
252,563719,177695,26858
254,563570,177654,26851
256,563327,177587,26839
258,563118,177522,26829
260,562859,177439,26817
262,562650,177380,26807
264,562556,177362,26802
266,562311,177287,26791
268,562336,177297,26792
270,562326,177282,26791
272,562230,177246,26787
274,561996,177176,26776
276,561515,177032,26753
278,561336,176979,26744
280,561603,177066,26757
282,561986,177187,26775
284,562565,177372,26803
286,563003,177513,26824
288,562930,177482,26820
290,563019,177511,26824
292,563512,177669,26848
294,563793,177749,26861
296,563840,177766,26864
298,563419,177634,26843
300,563334,177610,26839
302,563331,177617,26839
304,563284,177600,26837
306,563174,177571,26832
308,563282,177604,26837
310,563316,177616,26839
312,563236,177586,26835
314,562820,177457,26815
316,562717,177423,26810
318,562657,177403,26807
320,562160,177248,26784
322,561945,177173,26773
324,561909,177158,26772
326,561673,177082,26760
328,561752,177100,26764
330,561852,177141,26769
332,562115,177226,26781
334,562544,177361,26802
336,562794,177432,26814
338,562896,177469,26819
340,562893,177465,26818
342,563053,177520,26826
344,563227,177573,26834
346,563351,177613,26840
348,563844,177771,26864
350,564142,177859,26878
352,564504,177970,26895
354,564427,177947,26891
356,564343,177919,26887
358,564178,177873,26880
360,564243,177894,26883
362,564350,177929,26888
364,564339,177922,26887
366,564406,177944,26890
368,564695,178026,26904
370,564978,178117,26918
372,565077,178147,26922
374,565085,178150,26923
376,564915,178100,26915
378,564796,178064,26909
380,564868,178087,26912
382,564856,178083,26911
384,564804,178056,26909
386,564786,178048,26908
388,564702,178022,26904
390,564622,177994,26900
392,564617,177987,26899
394,564818,178048,26909
396,565055,178120,26920
398,565228,178166,26928
400,565491,178253,26941
402,565813,178354,26956
404,566233,178483,26976
406,566466,178557,26987
408,566662,178620,26996
410,566857,178679,27005
412,567070,178747,27015
414,567076,178746,27015
416,566878,178682,27006
418,566814,178658,27003
420,566801,178659,27002
422,566722,178631,26998
424,566864,178672,27005
426,566916,178687,27007
428,566902,178676,27007
430,566872,178661,27005
432,566724,178611,26998
434,566552,178558,26990
436,566421,178515,26983
438,566271,178478,26976
440,566160,178441,26971
442,565977,178384,26962
444,565938,178371,26960
446,565965,178376,26961
448,566078,178411,26967
450,566185,178438,26972
452,566041,178398,26965
454,565940,178367,26960
456,565727,178302,26950
458,565639,178274,26945
460,565543,178243,26941
462,565475,178220,26937
464,565463,178212,26937
466,565231,178143,26926
468,565097,178102,26919
470,564881,178042,26909
472,564843,178019,26907
474,564808,178003,26905
476,564833,178011,26906
478,564834,178015,26906
480,564945,178051,26911
482,564742,177985,26902
484,564728,177984,26901
486,564868,178026,26908
488,564941,178049,26911
490,565001,178062,26914
492,565047,178079,26916
494,565100,178097,26918
496,565287,178154,26927
